EntrezGeneID	Lum.Preg	Lum.Lac	FDR	AveExpr	P value	MCL1.DI	MCL1.DJ	MCL1.DK	MCL1.DL	MCL1.LC	MCL1.LD	MCL1.LE	MCL1.LF	MCL1.DI CPM	MCL1.DJ CPM	MCL1.DK CPM	MCL1.DL CPM	MCL1.LC CPM	MCL1.LD CPM	MCL1.LE CPM	MCL1.LF CPM
76574	0	2.10416382421785	0.000129066815957467	6.66968123101167	9.67507250274627e-9	3877	3554	2926	2825	1061	928	2639	2731	160.866	156.803	135.908	141.141	47.703	42.204	106.739	110.758
64291	0	2.51922319987478	0.000129066815957467	5.7604537483368	1.29106193281902e-8	1005	841	897	832	951	838	3167	3275	41.700	37.105	41.664	41.568	42.758	38.111	128.095	132.821
20166	0	-1.70431342523357	0.000129066815957467	5.71173840233546	1.42463095725523e-8	1945	1708	1588	1578	1968	1822	363	367	80.703	75.357	73.760	78.839	88.483	82.862	14.682	14.884
13631	0	1.87569732234679	0.000147343829371641	6.16617383349253	2.7106190325553e-8	1626	1486	1536	1515	1170	1099	2544	2692	67.467	65.563	71.345	75.692	52.604	49.981	102.897	109.177
20014	0	1.09327587913394	0.000147343829371641	7.52609978159215	2.51703487478115e-8	3560	3096	2381	2341	5667	5128	7208	7259	147.713	136.596	110.593	116.960	254.793	233.216	291.541	294.396
14598	0	2.99078583215173	0.000154618424395633	5.95619555126865	3.56491854684624e-8	2556	2329	1932	1829	417	411	1982	2160	106.055	102.756	89.738	91.380	18.749	18.692	80.166	87.601
13645	0	5.3348128159348	0.000154618424395633	1.37655994295995	3.98222513988532e-8	11	9	26	24	38	46	1065	1071	0.456	0.397	1.208	1.199	1.709	2.092	43.076	43.435
27224	0	2.00850388386999	0.000194197194299375	6.64973077165661	8.57414302068692e-8	1596	1377	1378	1413	2310	2225	5546	5932	66.222	60.753	64.006	70.596	103.859	101.190	224.318	240.578
12992	0	8.57564724915872	0.000194197194299375	5.47777054249217	8.29902919784615e-8	21	24	1427	1216	311	465	90958	90464	0.871	1.059	66.282	60.753	13.983	21.148	3678.961	3668.854
70335	0	1.50308540383582	0.000194197194299375	2.92087763262672	6.8136426220253e-8	85	71	28	26	511	444	841	859	3.527	3.133	1.301	1.299	22.975	20.193	34.016	34.838
29809	0	1.53150137426922	0.000194197194299375	5.29992068089352	7.5698066553013e-8	1901	1674	1997	1890	333	303	565	591	78.877	73.857	92.757	94.427	14.972	13.780	22.852	23.969
230810	0	3.1756941271412	0.000220012860574361	3.19752569482533	1.05234452609246e-7	51	29	40	37	476	456	2640	2656	2.116	1.279	1.858	1.849	21.401	20.738	106.780	107.717
13358	0	4.09698451675462	0.000226986662107687	6.06619115504982	1.16921640586762e-7	575	499	705	754	1163	1090	10983	13371	23.858	22.016	32.746	37.671	52.289	49.572	444.227	542.274
100705	0	4.28700794567448	0.000245903791441714	4.94580282720625	1.35713487311002e-7	227	219	259	312	569	537	6275	7344	9.419	9.662	12.030	15.588	25.583	24.422	253.804	297.843
109672	0	1.524430924721	0.000272626992770172	4.77399847161572	1.60492729104189e-7	552	467	740	737	502	434	831	860	22.904	20.604	34.372	36.822	22.570	19.738	33.611	34.878
16790	0	-3.39689930791306	0.000297362705568347	6.27877961631441	1.88398245511674e-7	2948	2967	2015	1954	5408	5077	332	294	122.320	130.905	93.593	97.625	243.148	230.896	13.428	11.923
55979	0	1.41158627594314	0.000297362705568347	5.39106870093682	1.96936189713758e-7	663	603	603	610	1216	1050	1845	1939	27.510	26.604	28.008	30.477	54.672	47.753	74.624	78.638
140474	0	-2.52798691551613	0.000304030831574214	2.94553755793187	2.12538570216346e-7	219	159	1	1	5587	5457	605	598	9.087	7.015	0.046	0.050	251.196	248.178	24.470	24.252
104009	0	2.30916719900544	0.000304445094912557	7.13576599040311	2.53342660801687e-7	1398	1280	1098	942	4970	4913	14940	15869	58.006	56.474	51.000	47.064	223.455	223.438	604.275	643.582
66885	0	1.86157110208435	0.000304445094912557	6.35836930942341	2.65251118441858e-7	1510	1345	1951	1781	1464	1349	3054	3378	62.654	59.342	90.621	88.982	65.823	61.351	123.525	136.998
100036568	0	6.12557724305039	0.000304445094912557	-1.27065756475621	2.54284520125476e-7	28	24	25	28	0	0	20	23	1.162	1.059	1.161	1.399	0.000	0.000	0.809	0.933
68603	0	2.64968460036539	0.000304445094912557	4.94224676923976	2.72689594440632e-7	428	401	689	574	506	453	1837	1947	17.759	17.692	32.003	28.678	22.750	20.602	74.301	78.962
170439	0	3.15435038316929	0.000304445094912557	5.19304578164031	2.66764024202401e-7	549	436	795	773	533	412	2726	2541	22.779	19.236	36.926	38.620	23.964	18.737	110.258	103.053
56072	0	2.33933474417341	0.000304445094912557	3.31254614740984	2.800370643811e-7	107	70	26	27	612	563	1858	1880	4.440	3.088	1.208	1.349	27.516	25.605	75.150	76.245
74413	0	3.28210998862022	0.000310420066126612	2.73683498827982	3.13943038875091e-7	27	22	42	33	283	322	1808	1878	1.120	0.971	1.951	1.649	12.724	14.644	73.128	76.164
14618	0	5.97750575919035	0.000310420066126612	-0.642272310279871	3.1979697014405e-7	0	0	9	12	16	12	537	605	0.000	0.000	0.418	0.600	0.719	0.546	21.720	24.536
26366	0	3.26832663129986	0.000310420066126612	2.47535345617921	3.1069324082175e-7	20	8	22	25	391	337	2176	2232	0.830	0.353	1.022	1.249	17.580	15.326	88.012	90.521
76846	0	-1.02272959990102	0.000319325727276363	7.53565860340461	3.40720633246791e-7	6089	5357	3464	3266	7478	7060	2262	2235	252.648	236.352	160.897	163.174	336.217	321.081	91.491	90.643
20531	0	4.15026576427405	0.000327907172373656	5.322667370505	3.6194176280252e-7	139	94	171	202	1845	1540	16923	20965	5.767	4.147	7.943	10.092	82.953	70.037	684.481	850.256
380714	0	2.66077655891095	0.000340656328774055	2.69411394219445	4.05723717892129e-7	66	68	160	135	114	102	423	438	2.739	3.000	7.432	6.745	5.126	4.639	17.109	17.764
66120	0	2.23497464362791	0.000340656328774055	5.2221372770682	3.92438001505586e-7	275	202	143	115	2575	2217	7010	7143	11.410	8.912	6.642	5.746	115.774	100.827	283.532	289.691
21881	0	1.38234604392455	0.000340656328774055	8.40413071161802	4.35500384437611e-7	4189	3690	2829	2884	14916	12698	21883	23270	173.812	162.803	131.402	144.089	670.635	577.491	885.098	943.737
212442	0	1.58043204922225	0.000340656328774055	3.13888529026077	4.37300500043478e-7	135	122	180	177	201	182	344	377	5.601	5.383	8.361	8.843	9.037	8.277	13.914	15.290
72685	0	2.79408266457805	0.000344461149638034	1.71092144714684	5.20185415198088e-7	7	10	14	15	220	238	978	1016	0.290	0.441	0.650	0.749	9.891	10.824	39.557	41.205
24059	0	3.51831294048854	0.000344461149638034	6.92424017476495	5.33879084841947e-7	12241	11026	5777	5772	403	294	2313	2684	507.909	486.469	268.332	288.378	18.119	13.371	93.553	108.852
19224	0	4.13045611737897	0.000344461149638034	3.69018909018689	5.84606110441483e-7	131	130	103	96	198	258	2450	2509	5.436	5.736	4.784	4.796	8.902	11.734	99.095	101.755
19041	0	-3.63619244443627	0.000344461149638034	6.25719962191426	5.4984212091149e-7	1464	1499	2574	2565	6694	7036	327	367	60.745	66.136	119.558	128.151	300.967	319.989	13.226	14.884
11416	0	2.57646787135345	0.000344461149638034	4.46777770755129	5.95668495271629e-7	414	396	454	511	324	266	1088	1121	17.178	17.472	21.088	25.530	14.567	12.097	44.006	45.463
68337	0	-2.08132933457098	0.000344461149638034	6.59303573285405	5.56836431542508e-7	2784	2775	3150	3042	4334	4151	611	649	115.515	122.433	146.312	151.983	194.860	188.783	24.713	26.321
104318	0	-1.24265717497209	0.000344461149638034	7.66604315116734	5.26997244887519e-7	8359	7445	5519	5038	6613	6164	1721	1672	346.835	328.475	256.348	251.706	297.326	280.332	69.609	67.810
100861474	0	4.12855522303181	0.000344461149638034	-4.24269104375559	5.9448132685693e-7	0	0	1	1	0	0	5	5	0.000	0.000	0.046	0.050	0.000	0.000	0.202	0.203
21808	0	-2.28358127469189	0.000344461149638034	5.38862121729432	5.45911840880053e-7	1264	1252	698	665	2795	2634	330	371	52.446	55.238	32.421	33.224	125.665	119.791	13.347	15.046
20832	0	1.37774851663434	0.000344461149638034	6.75338130656594	4.89998229548136e-7	1578	1437	840	812	4221	4180	6921	6805	65.475	63.401	39.017	40.569	189.779	190.102	279.932	275.983
104831	0	-1.60831525304622	0.000344461149638034	6.7039636043849	5.69087182913478e-7	4284	3715	2867	2752	3752	3607	791	727	177.754	163.906	133.167	137.494	168.693	164.042	31.993	29.484
68801	0	2.83663433751945	0.000344461149638034	6.75225816420489	5.44122105732671e-7	1750	1361	1798	1767	1640	1765	7413	7869	72.612	60.048	83.514	88.282	73.736	80.270	299.832	319.135
228790	0	-1.53709100030555	0.000354389221514343	6.07330256100507	6.25875956903802e-7	3014	2566	1860	1854	2238	2173	488	467	125.058	113.212	86.394	92.629	100.622	98.826	19.738	18.940
100041649	0	1.62184085220805	0.000359389576049873	4.85773257661571	8.33551792816309e-7	396	329	347	359	880	860	1734	1634	16.431	14.516	16.118	17.936	39.565	39.112	70.135	66.268
381246	0	3.83904913529668	0.000359389576049873	-4.71130832323462	9.08589596422417e-7	0	0	0	0	0	0	4	4	0.000	0.000	0.000	0.000	0.000	0.000	0.162	0.162
217310	0	1.58519949884669	0.000359389576049873	4.87588231416206	9.32206390695436e-7	209	156	110	107	2497	2116	4214	4468	8.672	6.883	5.109	5.346	112.267	96.233	170.443	181.204
11676	0	2.57393936636085	0.000359389576049873	6.20663379841237	9.06242702577021e-7	397	285	372	360	4352	3917	14231	16799	16.473	12.574	17.279	17.986	195.669	178.141	575.599	681.299
72027	0	-4.38956130612398	0.000359389576049873	2.46804893771287	7.99851998887176e-7	122	96	19	21	1984	1871	70	47	5.062	4.236	0.883	1.049	89.202	85.091	2.831	1.906
73598	0	2.37815210744308	0.000359389576049873	1.09675029623317	8.95519470053987e-7	20	20	20	23	65	57	190	211	0.830	0.882	0.929	1.149	2.922	2.592	7.685	8.557
14667	0	1.86134619430069	0.000359389576049873	7.1783060764394	8.12335614989616e-7	961	775	1231	1267	6809	6947	15459	15967	39.874	34.193	57.178	63.301	306.138	315.942	625.267	647.557
71994	0	-1.3491195842462	0.000359389576049873	7.50766494430081	7.20589185164223e-7	10873	9899	7738	6975	4065	3798	963	976	451.148	436.746	359.417	348.482	182.766	172.729	38.950	39.583
100042802	0	2.09039182184613	0.000359389576049873	-0.201215112161734	8.18837492341039e-7	4	3	4	3	60	59	163	157	0.166	0.132	0.186	0.150	2.698	2.683	6.593	6.367
67489	0	1.62196126216063	0.000359389576049873	3.61956170026662	9.52060394995799e-7	393	354	248	243	187	181	370	343	16.307	15.619	11.519	12.141	8.408	8.232	14.965	13.911
17449	0	1.61803939746032	0.000359389576049873	7.61245533008682	7.49686101640363e-7	3773	3212	2487	2143	5318	4706	9668	9649	156.551	141.714	115.517	107.068	239.101	214.023	391.040	391.324
53381	0	1.85531749667169	0.000359389576049873	6.19553003123078	9.21536761566447e-7	1216	1000	714	591	2255	2076	4868	4980	50.455	44.120	33.164	29.527	101.387	94.414	196.895	201.969
224022	0	2.65201858363847	0.000359389576049873	2.77943487743685	9.3908885927578e-7	43	34	31	38	341	323	1206	1428	1.784	1.500	1.440	1.899	15.332	14.690	48.779	57.914
238330	0	-1.43569487703689	0.000359389576049873	6.9206082022938	7.6332964059572e-7	6352	5867	2907	2768	3787	3742	873	876	263.560	258.853	135.025	138.294	170.266	170.182	35.310	35.527
407243	0	1.17967007065887	0.000359389576049873	5.093455269721	8.90972288028008e-7	558	496	462	421	1069	1016	1439	1531	23.153	21.884	21.459	21.034	48.063	46.207	58.203	62.091
229725	0	1.62597168445531	0.000359389576049873	4.81736362928487	8.81357459542727e-7	688	621	698	636	474	416	896	831	28.547	27.399	32.421	31.776	21.311	18.919	36.240	33.702
21664	0	-3.44795717463356	0.000359389576049873	6.50563420912084	7.85597067194216e-7	3856	2773	1305	1396	9097	7798	488	482	159.995	122.345	60.615	69.746	409.008	354.644	19.738	19.548
22781	0	2.36021123239398	0.000359389576049873	5.316849219377	7.2297125872806e-7	2176	2072	2097	1977	238	200	669	746	90.288	91.417	97.402	98.774	10.701	9.096	27.059	30.255
57776	0	4.52123203643098	0.000359389576049873	0.232441528700451	8.09004876071295e-7	4	4	9	12	23	30	393	375	0.166	0.176	0.418	0.600	1.034	1.364	15.896	15.208
107975	0	-1.34509392335908	0.000369695551119008	5.38216580727912	0.00000112878918197218	1216	1124	1148	1125	1590	1531	370	402	50.455	49.591	53.323	56.207	71.488	69.628	14.965	16.303
18194	0	2.09924247575087	0.000369695551119008	4.74132862289173	0.00000120839682380933	476	391	893	857	352	378	997	966	19.750	17.251	41.478	42.817	15.826	17.191	40.325	39.177
52150	0	2.3903421544638	0.000369695551119008	4.09899553164747	0.00000105366770335435	88	68	64	58	1261	1148	3610	4361	3.651	3.000	2.973	2.898	56.696	52.210	146.013	176.865
21912	0	2.24216105075068	0.000369695551119008	5.04874542077754	0.00000122005145049843	465	482	501	516	663	668	2044	1916	19.294	21.266	23.271	25.780	29.809	30.380	82.673	77.705
54352	0	-1.77969434324177	0.000369695551119008	5.15017308129013	0.00000112190351688889	1129	1058	665	703	1822	1686	336	306	46.845	46.679	30.888	35.123	81.919	76.677	13.590	12.410
56190	0	-1.56578912233651	0.000369695551119008	4.93998669360743	0.0000012038337277268	3636	3136	1934	1975	430	389	87	86	150.867	138.361	89.831	98.674	19.333	17.691	3.519	3.488
544990	0	4.74709156566074	0.000369695551119008	-4.0881966847834	0.00000116163928050798	1	1	0	0	0	0	7	9	0.041	0.044	0.000	0.000	0.000	0.000	0.283	0.365
19158	0	-1.08389810408724	0.000369695551119008	6.01051068257058	0.00000125115854788178	2008	1765	1880	1859	2135	2051	634	607	83.317	77.872	87.323	92.879	95.991	93.277	25.643	24.617
20440	0	2.82040565934819	0.000369695551119008	6.36392501876422	0.00000110136926907797	892	671	422	520	2771	2728	11746	12694	37.011	29.605	19.601	25.980	124.586	124.066	475.088	514.817
18074	0	4.80262070722846	0.000369695551119008	1.629338930309	0.00000112622548360512	138	129	179	154	9	6	141	135	5.726	5.692	8.314	7.694	0.405	0.273	5.703	5.475
12005	0	-1.39276379832056	0.000369695551119008	6.14809266706198	0.00000103370789499854	2667	2162	1515	1498	2917	2649	676	655	110.660	95.388	70.369	74.842	131.151	120.473	27.342	26.564
108079	0	2.56483194000122	0.000369695551119008	5.09026802130312	0.00000115321405895109	306	235	363	316	1061	991	3495	4166	12.697	10.368	16.861	15.788	47.703	45.070	141.362	168.956
27801	0	-1.32668311761531	0.000369695551119008	5.31267947374073	0.00000102372403434536	1556	1426	1526	1523	1093	1061	268	271	64.562	62.915	70.880	76.091	49.142	48.253	10.840	10.991
13875	0	-2.13206777090601	0.000369695551119008	6.86926857912166	0.00000105595092889477	7119	6359	4782	4571	3415	3209	519	434	295.385	280.560	222.116	228.374	153.541	145.942	20.992	17.601
22051	0	-2.36353999266807	0.000369695551119008	5.37587550714285	0.00000106879813570428	2101	1904	1470	1402	1472	1524	186	179	87.176	84.005	68.279	70.046	66.182	69.310	7.523	7.260
22232	0	1.27125886115356	0.000369695551119008	4.71105132399673	0.00000125140699447915	345	342	398	367	819	761	1180	1217	14.315	15.089	18.486	18.336	36.823	34.609	47.727	49.357
12841	0	-1.74615251398768	0.000373668992891519	5.18984880726938	0.00000127860540633987	5854	5128	2767	2806	415	395	78	73	242.897	226.248	128.522	140.192	18.659	17.964	3.155	2.961
74205	0	-1.29850827187103	0.000376948775455087	5.97524314096614	0.00000130369715194739	2278	1930	1154	1030	2762	2568	684	677	94.520	85.152	53.601	51.460	124.182	116.790	27.666	27.456
14711	0	2.51871719148437	0.000377764390061737	3.08843047575784	0.00000133097790628693	123	133	186	204	129	118	435	457	5.104	5.868	8.639	10.192	5.800	5.367	17.594	18.534
226499	0	1.51825532121346	0.000377764390061737	5.3070964735917	0.00000133431625320751	787	786	1025	1002	700	646	1178	1246	32.655	34.678	47.609	50.061	31.473	29.379	47.646	50.533
14381	0	1.41966142200465	0.000384967795801971	5.34201045310504	0.00000137392384535087	552	426	462	458	1420	1342	2286	2359	22.904	18.795	21.459	22.882	63.844	61.033	92.461	95.671
66286	0	1.46251764492221	0.000386890033862021	5.3978020065079	0.00000149269190214882	512	469	340	328	1914	1536	2922	3027	21.244	20.692	15.792	16.387	86.055	69.856	118.186	122.763
73166	0	2.63603880527474	0.000386890033862021	3.05192565282191	0.00000141958036952493	107	98	157	138	155	135	610	528	4.440	4.324	7.292	6.895	6.969	6.140	24.673	21.414
20249	0	3.26960469077542	0.000386890033862021	9.96340475551666	0.00000149466328987498	4181	2715	6014	5907	46993	45975	268030	296443	173.480	119.786	279.340	295.123	2112.842	2090.890	10840.959	12022.528
213006	0	2.52914393809603	0.000386890033862021	3.98279828923916	0.00000146438084627123	318	321	241	200	280	230	882	968	13.195	14.163	11.194	9.992	12.589	10.460	35.674	39.258
232431	0	-2.95575962597994	0.000386890033862021	3.85679709623966	0.0000014335275974421	608	538	170	168	1285	1153	115	84	25.227	23.737	7.896	8.394	57.775	52.437	4.651	3.407
94192	0	1.19613547917016	0.000386890033862021	4.15383544974269	0.00000148803321412803	248	214	269	242	565	553	795	815	10.290	9.442	12.495	12.091	25.403	25.150	32.155	33.053
69179	0	1.78979923607872	0.000392894369438697	4.80048844778034	0.0000015456401968458	413	361	389	390	735	662	1403	1641	17.136	15.927	18.068	19.485	33.046	30.107	56.747	66.552
69398	0	-2.83027134838103	0.000392894369438697	0.564116881317006	0.0000015756829268486	26	20	16	13	210	195	19	16	1.079	0.882	0.743	0.650	9.442	8.868	0.768	0.649
27205	0	-1.51300229232503	0.000394132797005275	4.04986843406266	0.00000161470316211026	209	174	135	146	1860	1805	417	390	8.672	7.677	6.271	7.294	83.627	82.089	16.866	15.817
627479	0	3.47647963660684	0.000394132797005275	-4.8019508430808	0.00000161653331283129	0	0	0	0	0	0	3	3	0.000	0.000	0.000	0.000	0.000	0.000	0.121	0.122
99982	0	-1.34751431453879	0.000394132797005275	6.18241850742791	0.00000162415369456532	3014	2517	1722	1767	2532	2450	618	612	125.058	111.050	79.984	88.282	113.841	111.423	24.996	24.820
15356	0	1.31107180044794	0.000395467529212347	3.62583576221611	0.00000164420437841699	252	231	270	271	245	245	385	379	10.456	10.192	12.541	13.540	11.015	11.142	15.572	15.371
268395	0	1.56121324365407	0.000405381258638921	3.63034157263324	0.00000176158990133575	284	287	239	235	230	214	409	415	11.784	12.662	11.101	11.741	10.341	9.732	16.543	16.831
11975	0	1.34496268599965	0.000405381258638921	5.61303801359993	0.00000177465972100732	848	762	853	777	1204	1206	1879	1970	35.186	33.620	39.620	38.820	54.133	54.848	76.000	79.895
12683	0	4.81371335183745	0.000405381258638921	4.79413067809434	0.00000173181348788708	48	53	176	147	862	1256	17555	19171	1.992	2.338	8.175	7.344	38.756	57.121	710.044	777.498
11941	0	7.35946139090878	0.000405381258638921	2.37532975580933	0.00000175530557775471	5	5	77	48	63	87	6688	8723	0.207	0.221	3.577	2.398	2.833	3.957	270.508	353.770
12550	0	-2.12431444999492	0.000405381258638921	7.73330250405384	0.00000177491334405356	7146	7026	2841	2578	14131	13893	2144	1904	296.505	309.988	131.960	128.801	635.341	631.838	86.718	77.219
76137	0	1.06684295926261	0.000405381258638921	4.54930556917716	0.00000174985840549275	368	310	236	248	885	832	1150	1111	15.269	13.677	10.962	12.390	39.790	37.838	46.514	45.058
270328	0	4.61720200440121	0.000419796026334236	-2.44107765124136	0.00000202652433855131	1	1	3	3	2	1	31	28	0.041	0.044	0.139	0.150	0.090	0.045	1.254	1.136
67213	0	1.70231478443219	0.000419796026334236	7.84326005784225	0.00000203893631169378	2763	2382	2572	2135	7959	7521	15319	16363	114.644	105.094	119.465	106.668	357.843	342.046	619.605	663.617
11409	0	-1.00237557295551	0.000419796026334236	4.52599387056009	0.00000191401304581324	500	477	419	412	1145	1020	333	345	20.746	21.045	19.462	20.584	51.480	46.388	13.469	13.992
52665	0	2.1591310940301	0.000419796026334236	2.92065362777344	0.00000193544036482712	86	86	109	100	190	179	480	560	3.568	3.794	5.063	4.996	8.543	8.141	19.414	22.711
224530	0	2.55157044705579	0.000419796026334236	3.78077563979414	0.00000191714323271372	264	222	261	201	237	193	802	781	10.954	9.795	12.123	10.042	10.656	8.777	32.438	31.674
67655	0	-1.42752649099017	0.000419796026334236	4.41079383208077	0.00000196987078495111	888	751	461	457	807	765	173	194	36.845	33.134	21.413	22.832	36.283	34.791	6.997	7.868
12409	0	-2.57345837525699	0.000419796026334236	6.09114335696793	0.0000020697107152135	5607	5110	5215	4600	1473	1401	166	138	232.648	225.454	242.228	229.823	66.227	63.716	6.714	5.597
69806	0	1.06572410446774	0.000419796026334236	4.17702749972885	0.00000196739555014705	216	168	97	89	1160	1040	1414	1479	8.962	7.412	4.505	4.447	52.155	47.298	57.192	59.982
107747	0	4.17427339509089	0.000419796026334236	2.09766814179513	0.00000194745795210834	30	33	115	127	56	35	485	539	1.245	1.456	5.342	6.345	2.518	1.592	19.617	21.860
13032	0	3.38961730184457	0.000419796026334236	5.13599162994651	0.00000199730607764022	607	563	474	456	429	527	2880	3389	25.186	24.840	22.016	22.782	19.288	23.967	116.487	137.444
225908	0	2.32146847668079	0.000419796026334236	1.13792899163408	0.00000197266946209462	16	14	10	6	130	118	411	371	0.664	0.618	0.464	0.300	5.845	5.367	16.624	15.046
56460	0	-1.90132924147	0.000419796026334236	7.00597895080701	0.00000206762128711903	5865	5576	6782	6641	3473	3220	610	519	243.353	246.014	315.012	331.795	156.149	146.442	24.673	21.049
56349	0	2.05661984388558	0.000419796026334236	5.82244996868323	0.0000019807664706743	2473	2159	1935	2153	509	431	1266	1190	102.611	95.255	89.877	107.567	22.885	19.601	51.206	48.262
218518	0	-1.49743376411203	0.00042721162534576	2.35839816541249	0.00000213770856348738	72	55	8	9	1209	1193	270	264	2.987	2.427	0.372	0.450	54.358	54.256	10.921	10.707
665574	0	-1.71671533640835	0.00042721162534576	4.20876797719894	0.00000212620321446113	426	371	232	212	1386	1319	278	240	17.676	16.369	10.776	10.592	62.316	59.987	11.244	9.733
110460	0	2.4653144758625	0.000431327583634163	4.57225919585459	0.00000223765367719257	436	352	477	383	412	352	1387	1266	18.091	15.530	22.156	19.135	18.524	16.009	56.100	51.344
100504018	0	2.20116672128834	0.000431327583634163	-2.24434130433105	0.00000222670450226562	1	1	1	1	9	8	26	25	0.041	0.044	0.046	0.050	0.405	0.364	1.052	1.014
232910	0	1.04999860310987	0.000431327583634163	5.32853209356936	0.00000222985410738341	815	758	619	627	1059	1021	1316	1392	33.816	33.443	28.751	31.326	47.613	46.434	53.228	56.454
19270	0	-2.3771644604062	0.000431327583634163	6.13261083242431	0.00000222428873230422	5969	5503	5406	5525	1438	1175	169	146	247.668	242.793	251.099	276.038	64.654	53.438	6.836	5.921
100470	0	4.42946803303766	0.000431327583634163	8.1949195966262	0.00000219288169132715	518	378	1570	1670	12061	16669	190454	193519	21.493	16.677	72.924	83.436	542.272	758.087	7703.257	7848.347
68263	0	1.17336503380374	0.000433722444410697	6.47184685977045	0.0000022660358036101	1490	1194	885	821	3294	3092	4439	4615	61.824	52.679	41.107	41.018	148.101	140.621	179.543	187.166
54135	0	-1.1855498772949	0.000437730961207015	4.47552085822479	0.00000234044290088933	467	426	333	322	1344	1191	367	333	19.377	18.795	15.467	16.088	60.427	54.165	14.844	13.505
621699	0	-1.02945961290635	0.000441391307092037	6.80935698908526	0.00000248337741383232	3998	3332	2006	1847	4628	4182	1319	1392	165.887	147.008	93.175	92.279	208.078	190.193	53.349	56.454
110821	0	1.09732033495446	0.000441391307092037	4.83588153806646	0.00000245007183581412	608	580	490	484	702	643	929	880	25.227	25.590	22.760	24.181	31.562	29.243	37.575	35.689
71706	0	1.51063473132319	0.000441391307092037	2.19877110204165	0.00000244735355601398	34	22	25	23	318	302	568	543	1.411	0.971	1.161	1.149	14.298	13.735	22.974	22.022
109305	0	1.48971774930828	0.000441391307092037	4.95222537870618	0.00000251337958008891	286	210	212	221	1627	1589	2819	2859	11.867	9.265	9.847	11.042	73.151	72.266	114.020	115.949
15162	0	-1.67272151269469	0.000441391307092037	-0.471205452708907	0.00000251722479117207	12	12	1	1	148	130	28	26	0.498	0.529	0.046	0.050	6.654	5.912	1.133	1.054
12739	0	-2.2883669477349	0.000441391307092037	4.73482011598427	0.00000248714613456184	387	269	54	57	7695	7430	1038	912	16.058	11.868	2.508	2.848	345.973	337.908	41.984	36.987
93734	0	3.1753847671524	0.000441391307092037	1.57322848961793	0.00000243085772847811	24	31	48	51	48	54	293	288	0.996	1.368	2.230	2.548	2.158	2.456	11.851	11.680
228140	0	-1.27707093283989	0.000441391307092037	6.31804193904432	0.00000246404153923962	3187	3061	2580	2503	2346	2220	608	576	132.236	135.052	119.837	125.054	105.478	100.963	24.592	23.360
17850	0	1.21154758099047	0.000441391307092037	5.34297492023074	0.00000248205565971654	716	584	867	807	965	944	1379	1400	29.709	25.766	40.271	40.319	43.387	42.932	55.776	56.778
19411	0	-1.64047817631976	0.000446982780615129	4.98762139036774	0.0000025862888395992	1394	1264	1673	1728	780	755	146	163	57.840	55.768	77.708	86.334	35.069	34.337	5.905	6.611
19659	0	-5.47164847650289	0.000446982780615129	5.50734981848915	0.00000259845024972186	3529	2911	1396	1373	4713	3816	81	44	146.427	128.434	64.842	68.597	211.900	173.547	3.276	1.784
105348	0	1.3945580564509	0.000450935366045223	4.66476760682146	0.00000266229808091094	335	310	212	240	1036	876	1529	1625	13.900	13.677	9.847	11.991	46.579	39.839	61.843	65.903
70358	0	3.8798829885551	0.000450935366045223	1.25015696516552	0.00000267120180776632	20	17	19	9	67	52	522	584	0.830	0.750	0.883	0.450	3.012	2.365	21.113	23.685
56078	0	2.09584350370863	0.000450935366045223	4.36068945017724	0.00000265356333430292	158	138	215	222	856	630	1918	2042	6.556	6.089	9.986	11.091	38.486	28.652	77.577	82.815
14063	0	-2.76442141793811	0.00045410664064615	4.111569684005	0.00000272103137776051	287	249	508	542	1377	1318	143	108	11.908	10.986	23.596	27.079	61.911	59.941	5.784	4.380
17826	0	-1.11692439948877	0.00045410664064615	4.7916023314005	0.00000272340345212563	910	783	779	781	931	875	271	252	37.758	34.546	36.183	39.020	41.858	39.794	10.961	10.220
68159	0	1.22963923353904	0.000469320911714552	1.46613697612338	0.00000286645098585731	12	8	16	13	266	255	382	386	0.498	0.353	0.743	0.650	11.960	11.597	15.451	15.655
12406	0	-1.92347355328289	0.000470370648108383	6.61149682668746	0.00000289016881541263	16034	13406	10658	9863	993	978	169	157	665.290	591.475	495.046	492.771	44.646	44.478	6.836	6.367
109154	0	1.79182992589082	0.000472926763337264	7.42749664821444	0.00000292327518454175	2271	2004	2272	2249	5385	4109	10486	10019	94.229	88.417	105.530	112.364	242.114	186.873	424.125	406.330
217294	0	-3.75618798544121	0.000479612246749334	4.21290196786019	0.00000310577119937756	600	605	558	603	1472	1304	76	54	24.895	26.693	25.918	30.127	66.182	59.304	3.074	2.190
192166	0	2.15158354180319	0.000479612246749334	5.06151004557206	0.00000308900080203872	1514	1143	662	696	390	337	987	1043	62.820	50.429	30.749	34.773	17.535	15.326	39.921	42.300
209588	0	2.29559515207988	0.000479612246749334	4.16151459287555	0.00000307069004860958	191	131	62	60	971	928	3170	2710	7.925	5.780	2.880	2.998	43.657	42.204	128.216	109.907
29816	0	-1.17047874077868	0.000479612246749334	5.69054893510645	0.00000307255923663061	973	914	690	699	3481	2953	918	874	40.372	40.326	32.049	34.923	156.508	134.299	37.130	35.446
