EntrezGeneID	Lum.Preg	Lum.Lac	FDR	AveExpr	P value	MCL1.DI	MCL1.DJ	MCL1.DK	MCL1.DL	MCL1.LC	MCL1.LD	MCL1.LE	MCL1.LF	MCL1.DI CPM	MCL1.DJ CPM	MCL1.DK CPM	MCL1.DL CPM	MCL1.LC CPM	MCL1.LD CPM	MCL1.LE CPM	MCL1.LF CPM
18148	0	-1.37600785830007	0.000801235380871802	7.30337588331531	0.0000128202482597268	7870	6378	3848	3399	5684	4670	1208	1290	326.546	281.398	178.733	169.819	255.557	212.386	48.860	52.317
225055	0	-1.38651903341682	0.000801235380871802	6.43590834019416	0.000012832607853265	4482	4207	3510	3017	2128	2057	485	521	185.969	185.614	163.033	150.734	95.677	93.550	19.617	21.130
26549	0	-2.49991162129333	0.000805058341886039	-1.7944768843307	0.0000129738236780634	22	21	38	35	4	4	0	0	0.913	0.927	1.765	1.749	0.180	0.182	0.000	0.000
68039	0	1.46678625141707	0.000805058341886039	0.867773274129786	0.000012960483470631	34	28	25	25	46	45	84	75	1.411	1.235	1.161	1.249	2.068	2.047	3.398	3.042
14275	0	2.53458401084956	0.000807768177556128	5.13750074734915	0.0000131066546341754	153	67	93	124	3147	3230	11148	12097	6.348	2.956	4.320	6.195	141.492	146.897	450.901	490.605
50917	0	1.48410494562203	0.000808757875215176	3.15975423993574	0.0000131524699527248	105	111	74	69	338	364	627	605	4.357	4.897	3.437	3.447	15.197	16.554	25.360	24.536
56447	0	1.17993820314913	0.000809246721803746	5.26310739450314	0.0000132885835801373	576	455	472	443	1461	1178	1823	1920	23.900	20.075	21.924	22.133	65.688	53.574	73.735	77.867
67168	0	1.88155174997644	0.000809246721803746	4.91596226660249	0.000013285068885111	835	748	675	757	458	365	874	1032	34.646	33.002	31.353	37.821	20.592	16.600	35.351	41.854
21982	0	1.9182225694511	0.000809246721803746	6.56520460097068	0.0000132822227683841	1358	1091	1057	1060	2459	2828	5938	6604	56.347	48.135	49.096	52.959	110.559	128.614	240.173	267.832
544998	0	6.82008348860622	0.000814113441533103	-0.540025861240724	0.000013492568611135	13	9	10	11	1	4	175	191	0.539	0.397	0.464	0.550	0.045	0.182	7.078	7.746
67080	0	4.2483175953549	0.000814113441533103	1.82079031690079	0.0000134756547427227	361	321	298	269	5	6	81	62	14.979	14.163	13.842	13.440	0.225	0.273	3.276	2.514
70381	0	1.39118303516658	0.000814113441533103	5.02628374127063	0.0000135091490537338	1091	1000	1071	1140	416	376	605	704	45.268	44.120	49.746	56.956	18.704	17.100	24.470	28.551
75212	0	1.53462369817508	0.000814113441533103	4.65178755467959	0.0000134498146584507	469	364	394	340	688	555	1074	1184	19.460	16.060	18.301	16.987	30.933	25.241	43.440	48.018
18406	0	4.82477454174825	0.000823106058050716	-0.108821928773153	0.0000138400775793509	17	18	9	16	7	6	135	114	0.705	0.794	0.418	0.799	0.315	0.273	5.460	4.623
194231	0	-1.62333167906028	0.000823106058050716	5.29000209653949	0.0000138312465859622	1501	1386	1420	1169	1320	1238	261	260	62.280	61.151	65.957	58.405	59.348	56.303	10.557	10.545
68077	0	-1.06076536476537	0.000823106058050716	6.71080564611611	0.0000138164530613879	4292	3894	3588	3847	2845	2446	818	773	178.086	171.804	166.656	192.202	127.913	111.241	33.085	31.350
67398	0	1.02078742788303	0.000827034900888382	7.04217500932355	0.0000139365681079833	2237	1953	1883	1683	4462	3769	5429	5047	92.819	86.167	87.462	84.085	200.615	171.410	219.586	204.686
70082	0	-2.19524426385965	0.000828073899277487	2.9484573514237	0.0000140637862350636	391	396	355	352	235	208	28	32	16.224	17.472	16.489	17.586	10.566	9.460	1.133	1.298
233575	0	1.20160731932463	0.000828073899277487	4.10920842401528	0.0000140591263747144	275	260	240	251	513	480	667	772	11.410	11.471	11.148	12.540	23.065	21.830	26.978	31.309
76281	0	-1.11427899658915	0.000828073899277487	5.56915615890649	0.0000141051042137632	979	926	1215	1234	1991	1994	596	561	40.621	40.855	56.435	61.653	89.517	90.685	24.106	22.752
22330	0	-2.01315445211642	0.000833299206665299	8.55158825781422	0.0000142357399553126	26605	26401	28145	23448	6842	7237	1109	1082	1103.907	1164.817	1307.286	1171.499	307.622	329.130	44.856	43.882
69780	0	-1.14729653063702	0.00083765014973534	5.20657272267335	0.0000143620063201983	1014	923	524	513	2047	1685	555	501	42.073	40.723	24.339	25.630	92.035	76.632	22.448	20.319
106326	0	-1.14188489899645	0.000842860281293154	4.59330550065131	0.0000145769042976394	1027	842	772	766	692	636	199	179	42.613	37.149	35.858	38.271	31.113	28.925	8.049	7.260
13360	0	1.62893816027757	0.000842860281293154	4.04496535283927	0.0000146063943665726	205	153	205	230	568	459	933	1061	8.506	6.750	9.522	11.491	25.538	20.875	37.737	43.030
12023	0	-1.69621065007545	0.000843682744078217	3.77171192147748	0.000014712376235581	104	67	285	292	1387	1411	277	265	4.315	2.956	13.238	14.589	62.361	64.171	11.204	10.747
209225	0	1.32784707549513	0.00084567634420403	3.97910222397384	0.000014779655745131	248	212	242	267	437	405	616	716	10.290	9.353	11.240	13.340	19.648	18.419	24.915	29.038
56325	0	1.77338364914188	0.000854542573459097	3.04095101942968	0.000015016455390227	120	113	116	133	200	193	458	390	4.979	4.986	5.388	6.645	8.992	8.777	18.525	15.817
20442	0	1.78705250803003	0.000854542573459097	6.95191228949174	0.0000150289322680543	4023	3012	1532	1221	2564	2347	5395	5255	166.924	132.890	71.159	61.003	115.279	106.739	218.211	213.122
20321	0	1.04691307050524	0.000856603055457347	3.99119835358021	0.0000150966872792991	217	206	149	163	655	600	767	865	9.004	9.089	6.921	8.144	29.449	27.287	31.023	35.081
243219	0	-1.96100114786227	0.000856727719051354	6.03811864544043	0.0000151359407565903	3576	3540	2501	2094	1968	1907	331	295	148.377	156.185	116.167	104.620	88.483	86.728	13.388	11.964
67064	0	-1.12312882960475	0.000856727719051354	5.16905480796076	0.0000151619276965194	610	512	460	528	2447	2276	688	674	25.310	22.590	21.366	26.380	110.019	103.510	27.827	27.335
18405	0	4.46372293430772	0.00086118948610196	1.79371855536651	0.0000153042614440284	20	36	43	43	37	62	660	668	0.830	1.588	1.997	2.148	1.664	2.820	26.695	27.091
225929	0	-1.36518236389845	0.000861733716199518	5.11856575660045	0.0000153456388623778	1295	1161	989	928	1214	1106	312	256	53.733	51.224	45.937	46.364	54.582	50.300	12.619	10.382
80290	0	2.9614982266553	0.000862204973590329	3.76551660816111	0.0000157347094043491	360	380	495	408	104	106	467	568	14.937	16.766	22.992	20.384	4.676	4.821	18.889	23.036
791407	0	2.21312006312072	0.000862204973590329	-1.81334256276947	0.0000154267430021599	0	0	0	0	58	40	152	133	0.000	0.000	0.000	0.000	2.608	1.819	6.148	5.394
12050	0	1.45246022787804	0.000862204973590329	6.17083043446219	0.0000156354201206118	1811	1908	2209	2300	1014	975	1726	1696	75.143	84.181	102.604	114.912	45.590	44.342	69.811	68.783
227638	0	1.5032598496292	0.000862204973590329	3.67971704260606	0.000015680066462353	417	355	449	400	169	144	259	300	17.302	15.663	20.855	19.985	7.598	6.549	10.476	12.167
238317	0	1.15104157715512	0.000862204973590329	7.15746988534913	0.0000157105968082191	3857	3572	2514	2237	3033	2950	4381	3982	160.036	157.597	116.771	111.764	136.366	134.163	177.197	161.494
320163	0	2.5022370142913	0.000862204973590329	-1.12202701725624	0.0000156472089159765	17	17	16	14	3	3	11	13	0.705	0.750	0.743	0.699	0.135	0.136	0.445	0.527
18003	0	-1.90336159999957	0.000862877436834299	7.07516046480127	0.0000157787293905827	8112	7902	3204	3098	4278	4830	740	787	336.587	348.638	148.820	154.781	192.342	219.663	29.931	31.918
209027	0	1.40269191468114	0.000863450656361284	2.57790661287864	0.0000158209804212046	109	80	39	45	249	203	384	366	4.523	3.530	1.811	2.248	11.195	9.232	15.532	14.843
11685	0	-4.74189625619838	0.000863583460911284	0.746402984809507	0.0000158856855533429	82	60	9	13	379	293	6	9	3.402	2.647	0.418	0.650	17.040	13.325	0.243	0.365
64297	0	2.47072081107378	0.000863583460911284	6.25064275526281	0.0000158869616415483	2105	2071	1980	2424	761	733	2339	2897	87.342	91.373	91.968	121.107	34.215	33.336	94.605	117.491
54473	0	-1.4972243796621	0.00086436268207481	6.65641788685497	0.0000159330992207027	2220	2063	1745	1737	5507	6000	1316	1244	92.113	91.020	81.052	86.783	247.599	272.873	53.228	50.452
96935	0	-1.32963770257123	0.000867433271976183	1.12127473794542	0.0000160535316164693	26	20	9	6	365	354	91	88	1.079	0.882	0.418	0.300	16.411	16.100	3.681	3.569
209683	0	-3.70123313880323	0.000867433271976183	4.71417207771798	0.0000160249335296059	4489	4134	4684	4039	365	380	17	18	186.260	182.393	217.564	201.795	16.411	17.282	0.688	0.730
74127	0	-4.27888306094943	0.000867900530942761	3.13652588591996	0.0000160941119097521	209	246	254	193	1004	965	34	29	8.672	10.854	11.798	9.643	45.141	43.887	1.375	1.176
235542	0	1.12649892931518	0.000869148521603037	6.59795227049376	0.0000161492329890553	1483	1536	2768	2823	2077	1937	2721	2787	61.533	67.769	128.569	141.041	93.384	88.093	110.056	113.029
100042100	0	5.0387454192791	0.000874311118259428	-0.451274352097374	0.0000163617892782227	38	42	48	33	1	1	31	30	1.577	1.853	2.230	1.649	0.045	0.045	1.254	1.217
100201	0	1.33931199505696	0.000879301328899791	6.10161966582635	0.0000165355998318784	2198	1879	1718	1715	1000	1061	1546	1734	91.200	82.902	79.798	85.684	44.961	48.253	62.531	70.324
110196	0	2.62656450889237	0.000879301328899791	4.46862222440876	0.0000166207873846813	284	167	689	644	390	287	1355	1257	11.784	7.368	32.003	32.175	17.535	13.052	54.805	50.979
98910	0	-1.2505981008959	0.000881201516666411	5.84549152823906	0.0000167298275359604	1747	1324	1172	1087	2610	2443	657	677	72.487	58.415	54.437	54.308	117.348	111.105	26.574	27.456
75710	0	-1.10444324919007	0.000883239037578284	5.6356780156086	0.0000168010074847483	2484	1992	1924	1885	1201	1086	347	321	103.067	87.887	89.366	94.178	53.998	49.390	14.035	13.018
30935	0	3.50887149584173	0.000884727755819289	4.64239590281856	0.0000168636710475278	577	608	588	423	189	258	1579	1567	23.941	26.825	27.312	21.134	8.498	11.734	63.866	63.551
114713	0	-1.70713136401019	0.000884727755819289	4.26412962295136	0.0000168944297167008	682	558	434	362	877	872	173	163	28.298	24.619	20.159	18.086	39.431	39.658	6.997	6.611
16168	0	3.17834274423355	0.000885349335933835	2.40271492630688	0.0000170073410275023	49	29	39	36	135	186	817	986	2.033	1.279	1.811	1.799	6.070	8.459	33.045	39.988
207521	0	-4.70955346167367	0.000885349335933835	2.44837261556397	0.0000169759608128049	255	180	113	123	707	542	16	13	10.581	7.942	5.249	6.145	31.787	24.650	0.647	0.527
56437	0	-3.54603906751762	0.000885349335933835	2.6183548972819	0.0000169781587820255	415	350	270	230	274	267	18	11	17.219	15.442	12.541	11.491	12.319	12.143	0.728	0.446
319224	0	3.23413952495853	0.000885889533876685	-4.86262919647708	0.0000183290552476655	0	0	0	0	0	0	2	3	0.000	0.000	0.000	0.000	0.000	0.000	0.081	0.122
56749	0	1.33488223189073	0.000885889533876685	4.23864624223353	0.0000180018563473873	326	233	185	191	666	611	1052	974	13.527	10.280	8.593	9.543	29.944	27.788	42.550	39.501
17295	0	-2.27311455696512	0.000885889533876685	6.06009035043184	0.0000175455067018979	2276	2132	1522	1151	3633	3808	498	469	94.437	94.064	70.694	57.506	163.343	173.183	20.143	19.021
68303	0	1.47938186001762	0.000885889533876685	5.55882222295874	0.0000174374907891803	2067	2083	2310	2235	395	400	664	730	85.765	91.902	107.295	111.664	17.760	18.192	26.857	29.606
18329	0	3.23413952495853	0.000885889533876685	-4.86262919647708	0.0000183290552476655	0	0	0	0	0	0	2	3	0.000	0.000	0.000	0.000	0.000	0.000	0.081	0.122
81601	0	-1.21383419665989	0.000885889533876685	4.80916051911013	0.000017645840475243	874	790	662	692	1038	1032	295	266	36.264	34.855	30.749	34.573	46.669	46.934	11.932	10.788
100502732	0	2.25408954631836	0.000885889533876685	-5.10754894841491	0.0000183507784529443	0	0	0	0	0	0	1	1	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.041
791378	0	6.22415029493632	0.000885889533876685	-4.11546920603959	0.0000182798195852736	0	0	0	0	0	0	17	31	0.000	0.000	0.000	0.000	0.000	0.000	0.688	1.257
407809	0	3.23413952495853	0.000885889533876685	-4.86262919647708	0.0000183290552476655	0	0	0	0	0	0	2	3	0.000	0.000	0.000	0.000	0.000	0.000	0.081	0.122
75258	0	2.25408954631836	0.000885889533876685	-5.10754894841491	0.0000183507784529443	0	0	0	0	0	0	1	1	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.041
76645	0	2.25408954631836	0.000885889533876685	-5.10754894841491	0.0000183507784529443	0	0	0	0	0	0	1	1	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.041
74016	0	3.39370032922693	0.000885889533876685	2.1474056544192	0.0000173026563325218	87	97	43	63	69	45	352	396	3.610	4.280	1.997	3.148	3.102	2.047	14.237	16.060
19248	0	-1.38758206533348	0.000885889533876685	5.94739344192246	0.0000181497012273144	3270	2759	1651	1385	1923	1828	466	435	135.680	121.728	76.686	69.197	86.460	83.135	18.848	17.642
12613	0	2.38009580121944	0.000885889533876685	6.97479822262525	0.0000179692545330928	432	337	331	400	11081	13138	36031	43253	17.925	14.868	15.374	19.985	498.210	597.501	1457.339	1754.167
76130	0	-1.07664156180293	0.000885889533876685	5.61166745405447	0.0000176603438546303	1192	1010	868	742	2475	2327	737	694	49.459	44.561	40.317	37.071	111.278	105.829	29.809	28.146
19826	0	-1.14109431743367	0.000885889533876685	3.55655185730757	0.0000183341270549233	595	494	298	281	366	308	94	97	24.688	21.795	13.842	14.039	16.456	14.007	3.802	3.934
19896	0	-1.10748792199794	0.000885889533876685	5.13496396501744	0.000017237148964173	1572	1489	855	797	1126	971	286	325	65.226	65.695	39.713	39.819	50.626	44.160	11.568	13.181
66283	0	2.25408954631836	0.000885889533876685	-5.10754894841491	0.0000183507784529443	0	0	0	0	0	0	1	1	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.041
100043176	0	2.25408954631836	0.000885889533876685	-5.10754894841491	0.0000183507784529443	0	0	0	0	0	0	1	1	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.041
234686	0	-1.1415257754271	0.000885889533876685	4.64344794543327	0.000017178758683618	391	408	356	344	1638	1579	464	452	16.224	18.001	16.536	17.187	73.646	71.811	18.767	18.331
26889	0	-1.09219177454885	0.000885889533876685	2.61063129092317	0.0000177794257241676	198	175	239	218	184	158	49	51	8.216	7.721	11.101	10.892	8.273	7.186	1.982	2.068
13052	0	-1.83583529521793	0.000885889533876685	7.43486754086884	0.0000174473802153389	10290	8347	4348	3493	6216	6002	1142	1013	426.957	368.271	201.957	174.516	279.476	272.964	46.190	41.083
100503378	0	2.25408954631836	0.000885889533876685	-5.10754894841491	0.0000183507784529443	0	0	0	0	0	0	1	1	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.041
75388	0	2.25408954631836	0.000885889533876685	-5.10754894841491	0.0000183507784529443	0	0	0	0	0	0	1	1	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.041
60361	0	2.25408954631836	0.000885889533876685	-5.10754894841491	0.0000183507784529443	0	0	0	0	0	0	1	1	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.041
387243	0	2.25408954631836	0.000885889533876685	-5.10754894841491	0.0000183507784529443	0	0	0	0	0	0	1	1	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.041
78446	0	5.14045941611771	0.000885889533876685	-4.38560909404796	0.0000183400380663968	0	0	0	0	0	0	14	8	0.000	0.000	0.000	0.000	0.000	0.000	0.566	0.324
18458	0	-1.34380228852488	0.000885889533876685	9.3192528284807	0.0000181642628459377	25833	19795	14268	13033	24503	23564	6192	5723	1071.875	873.359	662.724	651.149	1101.674	1071.664	250.447	232.102
68294	0	1.18845679328139	0.000887376589991194	5.60727429833742	0.0000184468808030106	1334	1187	823	864	1051	934	1310	1540	55.351	52.371	38.227	43.167	47.254	42.477	52.985	62.456
56289	0	-1.31016333286139	0.000889369257397411	7.42797341090296	0.0000186798868499893	6039	5384	5281	4597	5770	5665	1539	1365	250.573	237.543	245.293	229.673	259.424	257.638	62.248	55.359
19883	0	1.46044624141526	0.000889369257397411	4.51169668953116	0.0000186846405671262	289	270	261	282	700	779	1255	1297	11.991	11.912	12.123	14.089	31.473	35.428	50.761	52.601
66898	0	1.52315146774776	0.00089088301713754	5.23617031493805	0.0000187492213033104	490	337	410	353	1408	1355	2429	2565	20.331	14.868	19.044	17.636	63.305	61.624	98.245	104.026
76654	0	3.23413952495853	0.000892651850418198	-4.0701479461165	0.0000188521344471852	1	1	1	1	0	0	2	3	0.041	0.044	0.046	0.050	0.000	0.000	0.081	0.122
75605	0	-1.89435901469487	0.000895720216407699	6.39417513472912	0.0000189716035700058	3088	2194	1972	2070	3884	3835	668	637	128.129	96.800	91.596	103.420	174.628	174.411	27.018	25.834
12638	0	-5.05516875683581	0.000895720216407699	-2.2801801119219	0.0000189828486938752	6	5	5	6	22	31	0	0	0.249	0.221	0.232	0.300	0.989	1.410	0.000	0.000
89867	0	1.22999385359608	0.00089930695612944	3.7434139884235	0.0000190919501705981	95	59	54	52	1278	1120	1836	1698	3.942	2.603	2.508	2.598	57.460	50.936	74.260	68.864
26897	0	-3.54127285328964	0.000900537253546763	5.45679278630029	0.0000195287700672852	1272	953	185	255	7855	9689	535	414	52.778	42.047	8.593	12.740	353.167	440.645	21.639	16.790
170737	0	-1.37499181572211	0.000900537253546763	6.1746682863743	0.0000194832882156832	2573	2032	1383	1430	3404	2714	737	737	106.760	89.652	64.238	71.445	153.046	123.430	29.809	29.890
20197	0	-3.78870849682069	0.000900537253546763	-1.09438830306524	0.0000194854634942206	40	38	53	64	11	10	0	0	1.660	1.677	2.462	3.198	0.495	0.455	0.000	0.000
52552	0	-1.48113306738074	0.000900537253546763	4.12124801269682	0.0000193820628357754	1034	838	908	926	360	350	80	79	42.903	36.973	42.175	46.264	16.186	15.918	3.236	3.204
12974	0	1.10022300999375	0.000900537253546763	7.96602370532858	0.0000195152654060515	5288	4504	3929	3389	7217	5972	8585	9131	219.412	198.717	182.495	169.320	324.482	271.600	347.236	370.316
14421	0	-1.6839048111762	0.000900537253546763	4.27529116915035	0.0000193601272808579	276	243	76	121	2892	2629	552	527	11.452	10.721	3.530	6.045	130.027	119.564	22.327	21.373
436440	0	2.25408954631836	0.000900537253546763	-4.71130832323462	0.0000194582788314784	1	1	0	0	0	0	1	1	0.041	0.044	0.000	0.000	0.000	0.000	0.040	0.041
17436	0	2.09188578546731	0.000900537253546763	6.06742224841464	0.000019325008582679	571	621	427	369	2695	3133	7387	8200	23.692	27.399	19.833	18.436	121.169	142.485	298.781	332.559
68151	0	1.49956212833733	0.000900537253546763	7.30690790858551	0.000019333365844466	5807	5598	6150	5081	1712	1716	2994	3100	240.947	246.985	285.657	253.855	76.973	78.042	121.098	125.723
78892	0	3.43970441478222	0.000903980659260538	7.82002656989234	0.0000197092082377882	25674	19873	11474	9977	806	517	3777	5181	1065.277	876.800	532.947	498.467	36.238	23.513	152.768	210.120
22169	0	3.04372293005798	0.000903980659260538	2.82834412610004	0.0000197898558541528	72	39	63	48	177	248	1065	1096	2.987	1.721	2.926	2.398	7.958	11.279	43.076	44.449
104445	0	-1.75661879404426	0.000909877596749899	5.41755701017889	0.0000199649663611787	972	774	612	632	3285	2674	611	498	40.331	34.149	28.426	31.576	147.696	121.610	24.713	20.197
18716	0	5.57048467305545	0.000909877596749899	-3.88062603643822	0.0000199859054880492	0	0	0	0	1	0	25	26	0.000	0.000	0.000	0.000	0.045	0.000	1.011	1.054
240263	0	-1.28817003135905	0.000913299451874848	5.03313507027671	0.0000201618775939111	1300	1046	1083	949	1064	938	261	253	53.940	46.150	50.303	47.414	47.838	42.659	10.557	10.261
17886	0	-1.54467566795689	0.000914232905989881	9.18904956047334	0.0000202161218771816	25408	23769	17822	15666	17808	19511	4043	3990	1054.240	1048.692	827.801	782.698	800.662	887.338	163.526	161.818
11846	0	2.18641411890546	0.000917080532052836	1.1459118313623	0.0000203465749596328	14	17	22	29	87	61	212	209	0.581	0.750	1.022	1.449	3.912	2.774	8.575	8.476
110172	0	1.07402572984006	0.000919021516925488	5.68748762988236	0.000020423451790831	1080	879	739	650	1595	1307	1911	1915	44.812	38.782	34.325	32.475	71.712	59.441	77.294	77.665
226999	0	3.38895871920099	0.000921916066137866	0.459437382077883	0.0000205733408995057	8	3	6	6	51	79	409	425	0.332	0.132	0.279	0.300	2.293	3.593	16.543	17.236
74152	0	-4.91009311383635	0.000921916066137866	-1.23887813059316	0.0000205953595707865	12	12	1	3	133	106	2	2	0.498	0.529	0.046	0.150	5.980	4.821	0.081	0.081
66454	0	1.11618230189912	0.000922830039926308	1.33958985934868	0.0000207563460398348	47	41	49	46	68	54	83	83	1.950	1.809	2.276	2.298	3.057	2.456	3.357	3.366
72265	0	1.06337679316469	0.000922830039926308	6.56526960432127	0.0000209787090879389	1409	1290	1026	945	3945	3090	4555	4628	58.463	56.915	47.656	47.214	177.370	140.530	184.235	187.693
634720	0	6.15979336835306	0.000922830039926308	-3.93306256020759	0.0000208423690398314	0	0	1	0	0	0	21	23	0.000	0.000	0.046	0.000	0.000	0.000	0.849	0.933
207740	0	-1.86402338661584	0.000922830039926308	5.32510795010015	0.0000210173955890351	1231	874	702	687	2561	2142	426	384	51.077	38.561	32.607	34.324	115.145	97.416	17.230	15.573
19303	0	-1.73338802516598	0.000922830039926308	7.71047847628279	0.0000207323955839774	11310	10512	6464	5689	6248	6525	1317	1106	469.280	463.791	300.242	284.231	280.915	296.750	53.268	44.855
50784	0	-1.87838388679002	0.000922830039926308	5.49024395753182	0.0000209258648508991	849	568	712	709	3930	3254	606	617	35.227	25.060	33.071	35.423	176.696	147.988	24.511	25.023
12977	0	-3.58857589521981	0.000922830039926308	7.34382918865998	0.0000209090556857976	19712	17860	2540	2006	7862	10604	486	467	817.899	787.986	117.979	100.223	353.482	482.258	19.657	18.940
106512	0	1.78530692696068	0.000922830039926308	1.46883154154264	0.0000209872046041365	42	50	27	28	72	76	161	160	1.743	2.206	1.254	1.399	3.237	3.456	6.512	6.489
635756	0	-2.13737598027718	0.000924545183138736	-4.8019508430808	0.000021090474761618	0	0	0	0	3	3	0	0	0.000	0.000	0.000	0.000	0.135	0.136	0.000	0.000
22779	0	1.85021053457388	0.000934535274738586	3.80769207734217	0.0000214937468134098	421	384	296	318	177	205	404	459	17.468	16.942	13.749	15.888	7.958	9.323	16.341	18.615
70031	0	1.72362795868315	0.000934535274738586	2.80331643721064	0.0000215558962555433	50	23	40	33	530	449	972	1059	2.075	1.015	1.858	1.649	23.829	20.420	39.314	42.949
17714	0	-1.8410396451041	0.000934535274738586	3.87311538594405	0.0000215962842753423	414	350	166	122	1116	1145	205	191	17.178	15.442	7.710	6.095	50.176	52.073	8.292	7.746
214505	0	1.01417168251659	0.000934912686882669	4.81292206381954	0.0000216929621284287	641	624	677	636	557	562	718	702	26.597	27.531	31.445	31.776	25.043	25.559	29.041	28.470
17131	0	-3.1157387497595	0.000942195379547496	6.03681977453903	0.0000219437681759287	7211	6571	1687	1344	2368	2764	199	172	299.202	289.914	78.358	67.148	106.467	125.704	8.049	6.976
110119	0	1.81772890192328	0.00094338667458608	4.00350656077365	0.0000220756438808178	257	202	230	173	471	366	872	977	10.664	8.912	10.683	8.643	21.177	16.645	35.270	39.623
68395	0	1.47007062567786	0.000946391897898715	3.93817368905588	0.0000222764831526764	264	269	192	167	480	363	730	729	10.954	11.868	8.918	8.344	21.581	16.509	29.526	29.565
22041	0	1.57993057308125	0.000946391897898715	12.2144876459748	0.000022276469160026	28811	20364	11039	10181	533306	524878	1010943	978723	1195.439	898.463	512.742	508.659	23977.854	23870.851	40889.422	39693.043
74055	0	1.3514993000309	0.000946391897898715	5.55213746650341	0.0000222852501804768	1644	1384	993	1076	793	645	1078	1225	68.214	61.062	46.123	53.759	35.654	29.334	43.602	49.681
13014	0	-1.69573351144402	0.000947950552461761	6.77696240483678	0.0000224614649466638	3203	2928	2003	1642	6023	5897	1263	1059	132.900	129.184	93.036	82.037	270.799	268.189	51.084	42.949
56473	0	1.84730762535052	0.000947950552461761	6.90642816074636	0.0000224174452642273	1366	1077	754	875	5719	4295	10493	12003	56.679	47.517	35.022	43.716	257.131	195.332	424.408	486.793
72726	0	-1.8430027103505	0.000947950552461761	4.06848241714264	0.0000224300877009259	416	313	203	220	1243	1258	238	201	17.261	13.810	9.429	10.992	55.886	57.212	9.626	8.152
215257	0	2.57984857824898	0.000947950552461761	-2.47910414122655	0.0000224187772894422	1	1	0	0	8	11	35	38	0.041	0.044	0.000	0.000	0.360	0.500	1.416	1.541
21667	0	3.23339371870863	0.000950957012278624	-4.86262919647708	0.0000226703658169542	0	0	0	0	0	0	3	2	0.000	0.000	0.000	0.000	0.000	0.000	0.121	0.081
100038628	0	3.23339371870863	0.000950957012278624	-4.86262919647708	0.0000226703658169542	0	0	0	0	0	0	3	2	0.000	0.000	0.000	0.000	0.000	0.000	0.121	0.081
117149	0	1.52411139278917	0.000950957012278624	4.6200575506065	0.000022672656976215	389	293	464	378	628	601	1052	1173	16.141	12.927	21.552	18.885	28.235	27.333	42.550	47.572
66696	0	3.23339371870863	0.000950957012278624	-4.86262919647708	0.0000226703658169542	0	0	0	0	0	0	3	2	0.000	0.000	0.000	0.000	0.000	0.000	0.121	0.081
14283	0	-2.82421151468781	0.000952067975046653	4.64723044423029	0.0000227341740242569	1581	1283	1409	1244	793	785	85	57	65.600	56.606	65.446	62.152	35.654	35.701	3.438	2.312
545261	0	1.58094512437966	0.000952695606930097	2.03525356596052	0.0000228102023644146	175	141	134	116	48	41	84	84	7.261	6.221	6.224	5.796	2.158	1.865	3.398	3.407
26395	0	1.06720469908557	0.000952695606930097	5.93635658936621	0.0000228192663494423	1945	1942	1621	1448	1027	923	1256	1311	80.703	85.681	75.293	72.344	46.175	41.977	50.801	53.169
668108	0	3.92188960343797	0.000960480190596594	-2.02559974027902	0.0000230410642138776	4	5	6	4	2	1	18	18	0.166	0.221	0.279	0.200	0.090	0.045	0.728	0.730
67914	0	1.3263254480052	0.00096918166028524	4.8104251405095	0.0000234166288095129	386	375	381	443	907	731	1261	1311	16.016	16.545	17.697	22.133	40.779	33.245	51.003	53.169
237988	0	2.34140640109938	0.00096918166028524	4.83304780069752	0.0000234281007692484	1035	854	845	739	256	288	960	777	42.945	37.679	39.249	36.922	11.510	13.098	38.829	31.512
12778	0	3.00275197273192	0.00096918166028524	6.49941755283537	0.0000234219214295624	8197	8070	11635	9656	229	177	896	1160	340.114	356.050	540.426	482.429	10.296	8.050	36.240	47.045
13641	0	-3.11270047117276	0.000978258357845489	5.21943048048775	0.0000236835056279603	3733	4125	1489	1540	1090	1083	80	77	154.891	181.996	69.161	76.941	49.007	49.254	3.236	3.123
71908	0	-2.16203043743498	0.000980562274063491	1.18853532285446	0.0000238835948868623	57	49	36	36	180	144	19	26	2.365	2.162	1.672	1.799	8.093	6.549	0.768	1.054
19116	0	1.49344428515402	0.000983846103279877	3.9085421025097	0.0000240359767680135	78	46	33	19	2198	2242	3837	4023	3.236	2.030	1.533	0.949	98.824	101.964	155.194	163.157
218335	0	1.18839124741411	0.000984517571366072	6.77523169502913	0.0000240886046196857	2334	2045	1747	1692	3056	2314	3748	3882	96.843	90.226	81.145	84.535	137.400	105.238	151.595	157.438
58245	0	1.29316755888228	0.000985875399777533	4.41319245455234	0.000024158100601635	387	376	387	408	550	422	730	759	16.058	16.589	17.975	20.384	24.728	19.192	29.526	30.782
