EntrezGeneID	Basal.Preg	Basal.Lac	FDR	AveExpr	P value	MCL1.DI	MCL1.DJ	MCL1.DK	MCL1.DL	MCL1.LC	MCL1.LD	MCL1.LE	MCL1.LF	MCL1.DI CPM	MCL1.DJ CPM	MCL1.DK CPM	MCL1.DL CPM	MCL1.LC CPM	MCL1.LD CPM	MCL1.LE CPM	MCL1.LF CPM
192176	0	0.402596367242222	0	11.5993939400765	0	149615	151692	179600	161662	6498	8269	1339	1489	6207.894	6692.677	8342.108	8076.886	292.155	376.065	54.158	60.388
100470	0	2.08512765361679	1.20429700480286e-233	11.7068583132611	8.86196699512757e-238	518	378	1570	1670	12061	16669	190454	193519	21.493	16.677	72.924	83.436	542.272	758.087	7703.257	7848.347
21825	0	-0.401226720805205	1.35522092192821e-122	11.6581689394093	1.49588386834859e-126	174383	204218	135571	111311	29844	36069	1263	1112	7235.579	9010.133	6297.037	5561.272	1341.810	1640.377	51.084	45.098
12992	0	6.0905070366318	2.80031732361536e-102	10.5656614561064	4.12129559382665e-106	21	24	1427	1216	311	465	90958	90464	0.871	1.059	66.282	60.753	13.983	21.148	3678.961	3668.854
14621	0	-4.5330237722058	1.44811045301932e-98	4.43553399757245	2.66402452816388e-102	2476	2112	108	61	31	49	1	1	102.735	93.182	5.016	3.048	1.394	2.228	0.040	0.041
14620	0	-3.57400172459654	2.44370021378793e-88	5.00992954498983	5.39468018791256e-92	3256	3166	276	186	158	143	0	6	135.099	139.684	12.820	9.293	7.104	6.503	0.000	0.243
211577	0	5.1531143997712	7.47802663488233e-84	3.15170321706668	1.92597911785483e-87	24	30	786	867	1	1	0	2	0.996	1.324	36.508	43.317	0.045	0.045	0.000	0.081
21953	0	5.75381812718086	4.07336042526265e-83	4.25758229806202	1.19897286147766e-86	26	52	2211	1445	6	4	3	4	1.079	2.294	102.697	72.194	0.270	0.182	0.121	0.162
17304	0	0.394378097826147	1.35704020435235e-70	11.6638806880517	4.4936759406789e-74	18097	16784	20052	19118	54502	68613	122448	150668	750.889	740.513	931.381	955.165	2450.452	3120.441	4952.631	6110.484
140474	0	-7.14873425218859	1.74830302766003e-64	6.110911946518	6.43255096824766e-68	219	159	1	1	5587	5457	605	598	9.087	7.015	0.046	0.050	251.196	248.178	24.470	24.252
228413	0	-3.29296024585709	1.60087868285541e-61	3.97843858958393	6.47914401243958e-65	486	457	44	38	706	653	266	244	20.165	20.163	2.044	1.899	31.742	29.698	10.759	9.896
226025	0	-2.24249559757141	1.84095944720345e-47	4.12089244481938	8.12815532817299e-51	1662	1546	288	291	5	1	1	4	68.960	68.210	13.377	14.539	0.225	0.045	0.040	0.162
54156	0	1.97360341992689	1.86488327779486e-47	4.52655355988809	8.91993178973956e-51	571	491	1770	1787	12	18	2	3	23.692	21.663	82.213	89.281	0.540	0.819	0.081	0.122
226101	0	2.32922739262806	1.8982171002833e-45	6.35609867051752	1.02431971662434e-48	566	637	2860	2338	1841	1612	1882	2124	23.485	28.105	132.842	116.810	82.773	73.312	76.121	86.141
231830	0	-2.24282309821428	1.8982171002833e-45	5.30538599171909	1.04761972494387e-48	2872	2386	523	424	720	780	223	270	119.166	105.271	24.292	21.184	32.372	35.474	9.020	10.950
16012	0	2.87456996667447	4.5038493069809e-44	3.87734714677143	2.651370135461e-47	170	218	1205	1244	12	12	10	17	7.054	9.618	55.970	62.152	0.540	0.546	0.404	0.689
231991	0	2.58029248860549	9.41585700304414e-44	4.6133907942578	5.88945763463521e-47	272	337	1579	1555	450	534	41	33	11.286	14.868	73.342	77.690	20.232	24.286	1.658	1.338
12740	0	-5.31320308215898	4.32054931874068e-42	9.64767692006391	2.86139621536231e-45	2699	2036	57	44	57915	76464	5790	3559	111.988	89.829	2.648	2.198	2603.904	3477.495	234.187	144.339
16819	0	-1.78223180198381	2.58446287747447e-40	10.9322908471153	1.80671822627819e-43	62380	61501	17705	13184	46083	47259	47358	47328	2588.300	2713.435	822.366	658.693	2071.928	2149.285	1915.480	1919.432
21827	0	3.4314277191439	2.52893739927444e-39	3.210616402596	1.86094955610909e-42	63	96	737	744	36	44	28	24	2.614	4.236	34.232	37.171	1.619	2.001	1.133	0.973
381290	0	2.15076317080513	5.58206386561165e-38	6.36060031012783	4.31301155958073e-41	1668	1795	7334	5880	32	32	20	17	69.209	79.196	340.652	293.774	1.439	1.455	0.809	0.689
74747	0	-2.16408943715282	8.07469313714966e-38	6.62827098941899	6.53604801564784e-41	6753	5981	1089	1332	1059	1052	1182	1368	280.199	263.883	50.582	66.549	47.613	47.844	47.808	55.481
12737	0	-3.26713776644521	1.42505804401352e-36	5.73823581792829	1.20594337585308e-39	229	170	15	20	3854	4008	666	608	9.502	7.500	0.697	0.999	173.279	182.279	26.938	24.658
14115	0	-2.2543189798605	2.56276495960867e-36	5.17421307054784	2.26301037678384e-39	3877	2607	524	625	90	84	81	69	160.866	115.021	24.339	31.226	4.046	3.820	3.276	2.798
12654	0	-2.33179229201326	4.26994692108217e-36	5.80816431418591	3.9276159176958e-39	4786	5395	1007	734	140	122	94	76	198.583	238.028	46.773	36.672	6.295	5.548	3.802	3.082
16071	0	-6.16702031905889	5.07807350754509e-36	0.10174561402825	4.85779135347777e-39	129	63	2	0	0	1	0	0	5.353	2.780	0.093	0.000	0.000	0.045	0.000	0.000
320297	0	4.18722038023903	2.0869404145335e-34	0.107252820908729	2.0731958936092e-37	2	9	104	72	0	0	0	0	0.083	0.397	4.831	3.597	0.000	0.000	0.000	0.000
20317	0	-1.70394791258047	2.78463313995279e-34	5.12023779331127	2.86874895760249e-37	3043	2877	813	741	37	34	27	42	126.262	126.934	37.762	37.022	1.664	1.546	1.092	1.703
22044	0	-4.2049707312381	3.29962439958252e-33	0.0616196680302906	3.5207000841787e-36	71	107	6	2	0	1	0	0	2.946	4.721	0.279	0.100	0.000	0.045	0.000	0.000
170770	0	-2.48841032700015	4.14593791545975e-33	4.07865682174541	4.57625878302338e-36	1056	998	120	192	480	407	100	82	43.816	44.032	5.574	9.593	21.581	18.510	4.045	3.326
12424	0	4.01372570770518	1.17511859235695e-32	4.34327697886149	1.3403243814366e-35	18	30	265	404	287	159	761	1083	0.747	1.324	12.309	20.184	12.904	7.231	30.780	43.922
214685	0	-2.30444525818245	6.04232686123105e-32	5.13706387672473	7.11411234995377e-35	3118	2026	421	459	924	648	14	10	129.373	89.387	19.555	22.932	41.544	29.470	0.566	0.406
67111	0	2.55001357762793	8.49508686406923e-32	3.89433553966974	1.03145026128366e-34	134	139	773	599	116	83	310	416	5.560	6.133	35.905	29.927	5.215	3.775	12.539	16.871
56636	0	-5.39072517007916	2.36709763675582e-31	0.235341660315395	2.96115823428742e-34	133	78	2	2	0	1	0	0	5.518	3.441	0.093	0.100	0.000	0.045	0.000	0.000
170761	0	3.33213575559146	6.11760912793285e-31	2.12318048906492	7.87800579409285e-34	42	42	340	385	3	5	3	3	1.743	1.853	15.792	19.235	0.135	0.227	0.121	0.122
215384	0	-2.7287010900261	3.83695842288584e-30	6.28920942093294	5.15684120083075e-33	593	491	65	74	5082	5259	1415	889	24.605	21.663	3.019	3.697	228.491	239.173	57.232	36.054
217166	0	-2.29329516428548	3.83695842288584e-30	6.41682513081898	5.22342476348564e-33	5634	3511	849	728	2071	1841	1264	949	233.769	154.906	39.435	36.372	93.114	83.727	51.125	38.488
11636	0	-2.72552379502118	6.24379991418501e-30	5.58659712669643	8.72969560097981e-33	4425	4953	771	451	56	70	9	8	183.604	218.527	35.812	22.533	2.518	3.184	0.364	0.324
55987	0	1.52253029615966	9.57137675141074e-30	6.06213904472611	1.37342688584944e-32	2144	1845	4891	4880	9	6	10	12	88.960	81.402	227.178	243.812	0.405	0.273	0.404	0.487
11555	0	-1.57375756118717	1.00440722075793e-29	5.86352905423293	1.47821070791115e-32	2232	1845	574	592	1223	1033	1483	1355	92.611	81.402	26.661	29.577	54.987	46.980	59.983	54.953
68828	0	3.66275175270112	1.40862202791368e-29	2.14951914541722	2.12493112860888e-32	37	32	436	314	7	8	0	5	1.535	1.412	20.251	15.688	0.315	0.364	0.000	0.203
66234	0	2.04674618595701	5.71814447243537e-29	5.07358819618664	8.83630993937545e-32	404	311	1458	1060	344	250	971	878	16.763	13.721	67.722	52.959	15.467	11.370	39.274	35.608
17476	0	-3.91432002527083	5.90226430858069e-29	0.425505346262549	9.33799496923984e-32	94	87	6	4	30	19	5	0	3.900	3.838	0.279	0.200	1.349	0.864	0.202	0.000
101612	0	-1.98363839112351	1.16264957861151e-28	4.44296157073671	1.88220984800421e-31	1256	900	269	194	722	575	190	203	52.115	39.708	12.495	9.693	32.462	26.150	7.685	8.233
67971	0	2.60470871977272	6.48569645431156e-28	6.42535768123739	1.07383031179962e-30	1070	1639	7490	6801	77	102	74	70	44.397	72.313	347.897	339.789	3.462	4.639	2.993	2.839
76123	0	2.16970731839318	7.27800121424579e-28	6.11047243912049	1.23178945456163e-30	1195	1377	4638	5302	232	131	368	350	49.583	60.753	215.427	264.896	10.431	5.958	14.884	14.195
232016	0	2.58117227466075	1.33143661062046e-27	5.31635223798222	2.30242174837786e-30	544	709	2900	3559	67	104	33	47	22.572	31.281	134.700	177.813	3.012	4.730	1.335	1.906
12023	0	1.98690430293528	1.66773595553536e-27	4.50468772531039	2.94533742469175e-30	104	67	285	292	1387	1411	277	265	4.315	2.956	13.238	14.589	62.361	64.171	11.204	10.747
14038	0	-2.2237435071388	4.2767103906377e-27	10.7142901257868	7.71032080434333e-30	2961	2621	492	527	65049	93549	46219	52937	122.859	115.639	22.853	26.330	2924.654	4254.501	1869.411	2146.910
76964	0	4.27890865109386	5.85255331520412e-27	-0.333138403289575	1.07666825769972e-29	0	7	62	59	2	2	1	0	0.000	0.309	2.880	2.948	0.090	0.091	0.040	0.000
24117	0	-1.81321922380907	1.20917005301554e-26	6.66303737766102	2.26894560888159e-29	9573	8683	2243	2193	17	22	1	1	397.207	383.095	104.183	109.566	0.764	1.001	0.040	0.041
12739	0	-2.32322120994746	1.30568569580997e-26	6.61753204653077	2.4980925045851e-29	387	269	54	57	7695	7430	1038	912	16.058	11.868	2.508	2.848	345.973	337.908	41.984	36.987
12834	0	2.40949378462461	3.51515194303553e-26	6.29366659620167	6.85466915563056e-29	1171	1611	6760	6022	72	55	55	97	48.588	71.078	313.990	300.869	3.237	2.501	2.225	3.934
72515	0	-1.91607148134716	4.56471221771497e-26	6.32859366568617	9.06929834639275e-29	4353	3338	1015	720	2622	2391	673	854	180.617	147.273	47.145	35.972	117.887	108.740	27.221	34.635
545370	0	1.57107193261044	1.12802850957979e-25	5.65455520731115	2.28270238150367e-28	1434	1474	3881	3527	7	5	9	13	59.500	65.033	180.266	176.214	0.315	0.227	0.364	0.527
20319	0	-3.39620109632015	2.86301579991235e-25	3.03618797606364	5.89899866790874e-28	755	480	54	45	44	78	78	106	31.327	21.178	2.508	2.248	1.978	3.547	3.155	4.299
14299	0	-2.18543573675376	4.50314961482024e-25	3.37358353010398	9.4440387080008e-28	776	775	162	130	143	158	7	10	32.198	34.193	7.525	6.495	6.429	7.186	0.283	0.406
16590	0	-3.75421537001034	8.20480566880482e-25	5.77514688113911	1.75090595235542e-27	199	214	13	13	3324	5898	253	234	8.257	9.442	0.604	0.650	149.450	268.234	10.233	9.490
270150	0	3.17342149925781	1.67390586207795e-24	2.68800229580755	3.63370417832147e-27	57	84	519	579	0	0	0	0	2.365	3.706	24.107	28.928	0.000	0.000	0.000	0.000
14586	0	1.86111007762679	1.81111796209257e-24	3.78166680554365	3.99819999726092e-27	325	337	1012	1048	5	11	2	5	13.485	14.868	47.006	52.360	0.225	0.500	0.081	0.203
72978	0	-3.55398234078751	2.54711144709319e-24	0.0103833456266056	5.71668561288807e-27	96	45	2	8	0	0	12	14	3.983	1.985	0.093	0.400	0.000	0.000	0.485	0.568
59028	0	-1.89970753654527	2.69536034852974e-24	4.4156728622881	6.14858315643858e-27	859	540	165	152	812	676	355	382	35.642	23.825	7.664	7.594	36.508	30.744	14.359	15.492
319530	0	-4.07895017896071	4.60151783979264e-24	5.24110597819369	1.06661622542013e-26	99	65	6	2	2434	2604	698	628	4.108	2.868	0.279	0.100	109.435	118.427	28.232	25.469
12978	0	-4.0927825197847	4.7720998439317e-24	0.0563567165590919	1.12371459587045e-26	75	50	6	0	28	18	6	1	3.112	2.206	0.279	0.000	1.259	0.819	0.243	0.041
68026	0	-4.18174901154528	4.97764188497872e-24	2.84537499004674	1.19042909056116e-26	174	150	13	2	259	151	263	208	7.220	6.618	0.604	0.100	11.645	6.867	10.638	8.436
50786	0	-1.74591083014874	5.54580625214674e-24	3.73749749582924	1.34671331778831e-26	1186	1096	289	292	1	1	0	1	49.210	48.356	13.424	14.589	0.045	0.045	0.000	0.041
13386	0	-2.71135598545736	5.57203180790972e-24	0.522428778961936	1.37358302781541e-26	124	108	16	14	3	2	0	0	5.145	4.765	0.743	0.699	0.135	0.091	0.000	0.000
329739	0	1.5272189315894	2.52815802394717e-23	4.5477051653274	6.3252785469814e-26	655	519	1450	1430	225	275	55	56	27.178	22.898	67.350	71.445	10.116	12.507	2.225	2.271
68108	0	-1.53825374220913	2.9488966418651e-23	4.2381119521737	7.48643689203768e-26	821	650	229	202	692	592	209	225	34.065	28.678	10.637	10.092	31.113	26.923	8.453	9.125
78896	0	-2.7981497879567	3.75332847434924e-23	6.70781399230672	9.66676453160332e-26	11991	9261	1445	1155	23	12	0	2	497.536	408.597	67.118	57.706	1.034	0.546	0.000	0.081
16763	0	-2.0905260380436	3.85297055307013e-23	3.84461628023824	1.00651572636219e-25	329	319	74	56	643	691	235	248	13.651	14.074	3.437	2.798	28.910	31.426	9.505	10.058
68567	0	-2.98242544168554	8.10741945284819e-23	2.79390012040727	2.14773980133585e-25	434	382	54	34	188	251	24	15	18.008	16.854	2.508	1.699	8.453	11.415	0.971	0.608
12839	0	-2.88356054289944	1.29434543746786e-22	7.1064369112935	3.47647878638486e-25	1818	1461	197	181	3121	3790	4874	5597	75.433	64.460	9.150	9.043	140.323	172.365	197.138	226.992
12266	0	-4.02865484600158	2.22444549289493e-22	9.46517229649293	6.05647619390799e-25	14325	8858	677	524	56403	46800	5442	2744	594.379	390.816	31.445	26.180	2535.923	2128.410	220.112	111.286
79362	0	-1.77639624226968	2.28099127035156e-22	6.17758830487229	6.29435760242712e-25	5241	5769	1590	1175	693	789	166	173	217.462	254.529	73.853	58.705	31.158	35.883	6.714	7.016
107094	0	-1.70738162562197	4.26121465829135e-22	6.33751373622062	1.19155345682381e-24	2794	1809	647	546	2581	2162	1942	1807	115.930	79.813	30.052	27.279	116.044	98.325	78.548	73.285
53311	0	-2.10858681305162	4.33946535807093e-22	3.55824163440602	1.2294007600407e-24	991	1092	233	182	8	3	3	5	41.119	48.179	10.822	9.093	0.360	0.136	0.121	0.203
232431	0	-1.53193370122209	4.66544307689546e-22	4.40668446649444	1.33891813531714e-24	608	538	170	168	1285	1153	115	84	25.227	23.737	7.896	8.394	57.775	52.437	4.651	3.407
52530	0	-1.56164341926294	4.82873710243384e-22	5.3947597287476	1.40354770628895e-24	918	677	246	213	2008	1630	858	870	38.090	29.869	11.426	10.642	90.281	74.131	34.703	35.284
18260	0	-3.5098050494475	6.41542021918554e-22	4.98114263694361	1.88834621411694e-24	99	65	6	6	2053	2073	596	553	4.108	2.868	0.279	0.300	92.304	94.278	24.106	22.427
11472	0	3.2254532594851	1.14374574852035e-21	-0.164156906452461	3.40863922992562e-24	5	9	59	55	0	1	7	14	0.207	0.397	2.740	2.748	0.000	0.045	0.283	0.568
110196	0	1.80367754473632	1.52531335510164e-21	5.04437308452485	4.60192410016315e-24	284	167	689	644	390	287	1355	1257	11.784	7.368	32.003	32.175	17.535	13.052	54.805	50.979
229595	0	1.96076726184684	1.5784592215119e-21	4.50778982250265	4.82034347788689e-24	385	460	1328	1499	168	239	141	163	15.975	20.295	61.683	74.892	7.553	10.869	5.703	6.611
18826	0	-2.25431889016198	1.69188168357623e-21	6.18238904678555	5.22896579787347e-24	318	180	45	43	4065	4141	1665	1681	13.195	7.942	2.090	2.148	182.766	188.328	67.344	68.175
620695	0	-1.74988109206882	1.82637378873034e-21	5.63014781105216	5.77902593291913e-24	1701	1706	468	400	2613	2697	183	118	70.579	75.269	21.738	19.985	117.483	122.656	7.402	4.786
27409	0	-2.85013706242403	1.82637378873034e-21	-0.0438416113089825	5.77149861671423e-24	66	88	8	10	0	0	0	0	2.739	3.883	0.372	0.500	0.000	0.000	0.000	0.000
194126	0	1.71848022596741	2.29445774810672e-21	3.54034314402801	7.42898126617579e-24	306	275	792	840	20	21	24	20	12.697	12.133	36.787	41.968	0.899	0.955	0.971	0.811
14113	0	-1.57656067369966	2.29445774810672e-21	4.77638901384872	7.4075973984165e-24	1502	1221	437	341	821	597	240	276	62.322	53.871	20.298	17.037	36.913	27.151	9.707	11.193
329738	0	3.5003929048945	3.41975657633176e-21	0.368887632891394	1.11982904188354e-23	5	16	108	99	0	0	0	0	0.207	0.706	5.016	4.946	0.000	0.000	0.000	0.000
76982	0	2.50324219877157	4.19172749583085e-21	0.332407511102631	1.38804030547399e-23	15	18	84	77	9	7	6	5	0.622	0.794	3.902	3.847	0.405	0.318	0.243	0.203
15109	0	-2.82160762072782	5.61776728487992e-21	-0.0297093070745677	1.89493879138803e-23	42	109	10	8	2	2	0	0	1.743	4.809	0.464	0.400	0.090	0.091	0.000	0.000
235505	0	1.99554667936041	5.61776728487992e-21	4.88284311677731	1.90159531332629e-23	566	772	2566	2048	6	1	7	4	23.485	34.061	119.186	102.321	0.270	0.045	0.283	0.162
14287	0	-1.41437428327965	9.47376565074645e-21	5.01124904456359	3.24169471106155e-23	1348	1375	490	386	703	636	535	573	55.932	60.665	22.760	19.285	31.607	28.925	21.639	23.239
20564	0	1.3351528646661	1.53485652209592e-20	6.12740789236999	5.30838195213277e-23	2256	2297	4934	4907	18	13	16	24	93.607	101.344	229.176	245.161	0.809	0.591	0.647	0.973
319909	0	-1.29822201953634	1.76049116982812e-20	5.06130269117636	6.15352518980359e-23	2799	2535	897	954	39	22	17	17	116.137	111.845	41.664	47.663	1.753	1.001	0.688	0.689
67451	0	-3.42783858379561	2.20074694671995e-20	4.94751172677699	7.77334364344217e-23	95	60	5	7	1763	1655	818	718	3.942	2.647	0.232	0.350	79.266	75.268	33.085	29.119
109731	0	-2.760492143056	2.86293137004341e-20	2.67523773053726	1.02176070824611e-22	696	491	58	90	5	4	0	0	28.879	21.663	2.694	4.497	0.225	0.182	0.000	0.000
13040	0	-3.9208387037434	3.35408861682307e-20	-0.169361778590366	1.2093921205661e-22	69	42	1	5	22	13	2	1	2.863	1.853	0.046	0.250	0.989	0.591	0.081	0.041
235036	0	-1.57378369996585	3.4222226830483e-20	5.07122369206752	1.24655081357586e-22	1450	1326	434	363	1052	1124	317	432	60.164	58.503	20.159	18.136	47.299	51.118	12.822	17.520
26365	0	-3.48177211846861	7.26393783003558e-20	7.93772451121606	2.67262880534073e-22	839	726	49	70	14893	19988	3337	3337	34.812	32.031	2.276	3.497	669.601	909.031	134.971	135.335
16906	0	-1.82671450242581	7.57110203822175e-20	5.17610554532406	2.81350051826924e-22	1887	1245	377	370	1475	968	402	358	78.296	54.930	17.511	18.486	66.317	44.024	16.260	14.519
14181	0	2.31835608212545	1.17989871978238e-19	0.681063886372927	4.42803890569198e-22	24	29	111	116	2	6	1	0	0.996	1.279	5.156	5.796	0.090	0.273	0.040	0.000
100340	0	-3.17848547323456	2.19010703672148e-19	3.03538421954837	8.29982798419045e-22	387	226	36	21	495	289	59	67	16.058	9.971	1.672	1.049	22.256	13.143	2.386	2.717
239530	0	2.52516597280212	2.31598929712041e-19	-0.00781890371731376	8.86209525370775e-22	9	17	58	71	3	7	4	2	0.373	0.750	2.694	3.547	0.135	0.318	0.162	0.081
74376	0	2.43483621973708	2.6209783320989e-19	0.0456459120172382	1.01255647695053e-21	14	15	71	64	8	6	1	0	0.581	0.662	3.298	3.198	0.360	0.273	0.040	0.000
83554	0	-1.66939315594385	2.64406527610696e-19	4.09931289745608	1.03120394152595e-21	1361	1262	382	323	116	159	17	24	56.471	55.680	17.743	16.138	5.215	7.231	0.688	0.973
52033	0	-3.21449383584645	3.04681400027631e-19	3.42099551520122	1.1994889364199e-21	240	157	20	16	321	171	459	361	9.958	6.927	0.929	0.799	14.432	7.777	18.565	14.641
14748	0	-1.16178105106218	3.16080498926805e-19	5.37526275315396	1.25599521263089e-21	3182	2835	1193	1103	249	228	72	68	132.029	125.081	55.413	55.108	11.195	10.369	2.912	2.758
67223	0	-1.51014592089908	3.78058206263637e-19	4.43137320130022	1.51618324746078e-21	877	614	234	210	821	657	330	307	36.389	27.090	10.869	10.492	36.913	29.880	13.347	12.451
16878	0	-3.70705802581547	4.38000707413452e-19	7.33373869703567	1.77269501510283e-21	4101	3426	299	193	8699	12624	1041	712	170.161	151.156	13.888	9.643	391.114	574.125	42.105	28.876
18440	0	2.72942147703092	5.11657546155559e-19	0.277082976187204	2.08962756625583e-21	12	10	60	66	8	3	17	31	0.498	0.441	2.787	3.297	0.360	0.136	0.688	1.257
60599	0	1.26433446144384	6.0533235154408e-19	5.69238800402103	2.49447085517999e-21	1009	977	2019	2061	1127	881	741	746	41.866	43.105	93.779	102.971	50.671	40.067	29.971	30.255
74134	0	2.06867943255451	8.3571106823147e-19	3.20428744868228	3.47457046654241e-21	180	208	645	752	5	10	5	4	7.469	9.177	29.959	37.571	0.225	0.455	0.202	0.162
67619	0	-1.2476968051215	8.52769622661443e-19	4.72138529271548	3.57686953101308e-21	1274	975	408	397	852	762	255	243	52.861	43.017	18.951	19.835	38.307	34.655	10.314	9.855
17279	0	-3.30064860605198	8.68091762053025e-19	2.70340334408945	3.67307673704323e-21	142	104	15	6	225	151	240	211	5.892	4.588	0.697	0.300	10.116	6.867	9.707	8.557
22354	0	2.31154253176381	9.48517377386876e-19	5.5278556645173	4.04827314385657e-21	204	140	632	815	1388	740	1477	1804	8.464	6.177	29.355	40.719	62.406	33.654	59.740	73.163
108673	0	-1.40438298881951	1.18294493799269e-18	4.56045033274842	5.09233444001415e-21	990	780	303	266	806	737	264	345	41.078	34.414	14.074	13.290	36.238	33.518	10.678	13.992
68775	0	-2.13129998806922	1.22429073764581e-18	5.66852780009644	5.31536506281343e-21	477	272	67	77	3607	4212	368	354	19.792	12.001	3.112	3.847	162.174	191.557	14.884	14.357
211945	0	-2.34946543616233	1.61374529653119e-18	2.86867192075027	7.06559072398584e-21	399	269	66	45	254	222	67	81	16.555	11.868	3.066	2.248	11.420	10.096	2.710	3.285
18194	0	1.24396010148658	2.67331437266343e-18	5.00444535177488	1.18031467206156e-20	476	391	893	857	352	378	997	966	19.750	17.251	41.478	42.817	15.826	17.191	40.325	39.177
226255	0	1.14846110049745	3.31086271248369e-18	5.78911716731096	1.47398501861925e-20	1204	1150	2243	2219	1271	1187	616	582	49.957	50.738	104.183	110.865	57.145	53.983	24.915	23.604
170459	0	1.60304406152501	3.42191365338207e-18	4.32645138692204	1.53601481184963e-20	289	262	735	695	223	127	574	516	11.991	11.559	34.139	34.723	10.026	5.776	23.216	20.927
18008	0	-1.6403753396269	3.64433065473986e-18	3.99896475800688	1.64926108588617e-20	856	603	212	185	446	339	225	206	35.518	26.604	9.847	9.243	20.053	15.417	9.101	8.355
11910	0	1.88178439421627	4.01847834594573e-18	9.90189096055925	1.83336883217657e-20	15151	15376	47165	49188	15535	18381	10454	9555	628.652	678.392	2190.732	2457.509	698.466	835.947	422.831	387.512
11535	0	-1.3681457805848	4.55016333228464e-18	4.49577165032531	2.09268338252172e-20	1629	1547	540	512	180	231	55	62	67.591	68.254	25.082	25.580	8.093	10.506	2.225	2.514
224997	0	-2.4404896489532	5.02923694344663e-18	0.0738607731721314	2.33152012536986e-20	68	86	15	9	7	3	0	0	2.821	3.794	0.697	0.450	0.315	0.136	0.000	0.000
104662	0	-1.43335150623903	5.46409489071881e-18	5.59773132984604	2.55322142507557e-20	2116	1623	662	516	1507	1386	625	762	87.798	71.607	30.749	25.780	67.756	63.034	25.279	30.904
16669	0	2.30570469066731	5.62300527138586e-18	9.06738237448494	2.64816466660801e-20	2143	2507	10011	9770	28693	27957	7507	7343	88.918	110.609	464.994	488.124	1290.060	1271.452	303.634	297.802
231713	0	-1.26252699396353	6.04059844403382e-18	5.28347107914712	2.86705618043476e-20	1674	1348	591	482	1229	1036	517	548	69.458	59.474	27.451	24.081	55.257	47.116	20.911	22.225
72713	0	2.17099406350597	6.28925323071686e-18	0.10042310429999	3.03135572767176e-20	18	20	84	63	0	0	0	2	0.747	0.882	3.902	3.148	0.000	0.000	0.000	0.081
53624	0	-3.23328980797667	6.28925323071686e-18	6.99540021448404	3.02981627952175e-20	368	204	24	27	7208	7104	3293	2852	15.269	9.001	1.115	1.349	324.077	323.082	133.191	115.666
66240	0	-2.59381447791432	7.24087901496412e-18	0.491519037323697	3.51667106948476e-20	135	87	16	15	4	3	0	1	5.601	3.838	0.743	0.749	0.180	0.136	0.000	0.041
327900	0	-1.26954077728162	7.37768048202715e-18	5.09718240509106	3.61025609518235e-20	1378	1128	447	438	1238	1266	322	385	57.177	49.768	20.762	21.883	55.661	57.576	13.024	15.614
20448	0	-1.70786692750596	8.96308182454582e-18	3.02397594504498	4.41904766359741e-20	637	551	159	151	79	73	14	13	26.431	24.310	7.385	7.544	3.552	3.320	0.566	0.527
74035	0	-1.45117548705142	1.01816571808256e-17	5.11632627630374	5.05730056076916e-20	1577	1180	467	390	1192	1078	347	461	65.434	52.062	21.691	19.485	53.593	49.026	14.035	18.696
71819	0	-2.80711265709275	1.27280300056898e-17	2.91666440320423	6.36893219314107e-20	417	256	39	42	302	169	111	97	17.302	11.295	1.811	2.098	13.578	7.686	4.490	3.934
74427	0	-1.20316937147849	1.42233557323121e-17	6.32959778249003	7.1695048946862e-20	3000	2491	1101	932	2726	2483	1153	1228	124.477	109.903	51.140	46.564	122.563	112.924	46.635	49.803
19283	0	3.15182412763741	1.5656811429039e-17	3.68001227447948	7.94966693847231e-20	88	193	1309	878	18	15	7	4	3.651	8.515	60.801	43.866	0.809	0.682	0.283	0.162
18973	0	-2.07524190747942	1.89211147655815e-17	4.25868796729148	9.67671714344097e-20	440	331	61	94	616	375	585	672	18.257	14.604	2.833	4.696	27.696	17.055	23.661	27.254
329876	0	2.08818332193634	1.96605308286967e-17	0.18703864610099	1.01272096692944e-19	18	25	89	68	0	0	0	0	0.747	1.103	4.134	3.397	0.000	0.000	0.000	0.000
404710	0	-3.06261258339477	2.04643263337527e-17	3.46637007001433	1.06918368571062e-19	272	193	25	22	528	285	358	231	11.286	8.515	1.161	1.099	23.739	12.961	14.480	9.368
74754	0	1.50885610613788	2.04643263337527e-17	5.63875834851299	1.06420563177614e-19	630	412	1281	1231	701	513	1700	1572	26.140	18.178	59.500	61.503	31.518	23.331	68.760	63.754
18491	0	-2.63186009927442	2.26281148994122e-17	4.85662748881661	1.19055904581329e-19	2401	2280	303	342	140	249	250	127	99.623	100.594	14.074	17.087	6.295	11.324	10.112	5.151
69573	0	-1.6127174933125	2.30900867252856e-17	5.20857750281664	1.22336086259286e-19	1207	823	274	288	1667	2013	373	368	50.081	36.311	12.727	14.389	74.950	91.549	15.087	14.925
74137	0	-1.66794287731867	2.61138948297513e-17	4.7310885132057	1.39317662545125e-19	1568	1249	423	332	657	858	163	130	65.060	55.106	19.648	16.587	29.539	39.021	6.593	5.272
14061	0	2.46466816130554	3.04672378099748e-17	-0.0953969598199597	1.63663737453782e-19	8	17	77	42	2	8	3	3	0.332	0.750	3.577	2.098	0.090	0.364	0.121	0.122
