SYMBOL,basal.pregnant,basal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LC,MCL1.LD,MCL1.DG,MCL1.DH,MCL1.LE,MCL1.LF,MCL1.LA CPM,MCL1.LB CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.LE CPM,MCL1.LF CPM
Hcar2,0,-1.54008157393193,2.5960708699392e-9,4.50744866474248,4.51797903337591e-11,877,749,1204,1769,417,462,132,117,330,493,89,78,43.007,34.503,49.957,78.049,19.369,23.082,5.935,5.321,14.207,22.638,3.600,3.163
Chaf1b,0,-1.73816913592102,2.84547412801021e-9,3.9912396872616,4.96248845313235e-11,677,631,240,193,60,50,565,274,493,418,369,320,33.199,29.067,9.958,8.515,2.787,2.498,25.403,12.461,21.225,19.194,14.925,12.978
Ptpru,0,1.15675721013174,2.99451169647165e-9,4.2056093113006,5.23342674794523e-11,192,288,290,260,502,540,107,123,1815,1448,13,8,9.415,13.267,12.033,11.471,23.317,26.979,4.811,5.594,78.140,66.489,0.526,0.324
Hook1,0,-1.23372615443021,3.0933175169877e-9,5.77209778735401,5.41748827435206e-11,1285,1412,499,288,156,126,1987,1610,933,823,1949,1928,63.015,65.045,20.705,12.707,7.246,6.295,89.337,73.221,40.168,37.791,78.831,78.192
Slc6a14,0,-3.26331108591185,3.16331171127753e-9,3.57814413983386,5.5749891817283e-11,120,121,54,28,5,2,944,1019,13,5,344,216,5.885,5.574,2.241,1.235,0.232,0.100,42.443,46.343,0.560,0.230,13.914,8.760
Tacc3,0,-1.2962182657821,3.21641465151512e-9,4.43593357362884,5.68041146740961e-11,665,814,410,293,121,121,604,395,513,518,656,516,32.611,37.497,17.012,12.927,5.620,6.045,27.156,17.964,22.086,23.786,26.533,20.927
Srm,0,-1.05594715025598,3.24834078059228e-9,6.15462876375426,5.7487468834942e-11,1027,1031,2300,2019,1021,748,1784,1360,1466,1740,1829,1806,50.363,47.494,95.433,89.079,47.424,37.371,80.210,61.851,63.114,79.898,73.977,73.244
Alox12e,0,-2.43750134739733,3.27378326637527e-9,3.87367300785058,5.81786422480319e-11,1932,1460,82,60,9,13,379,293,199,105,6,9,94.743,67.256,3.402,2.647,0.418,0.650,17.040,13.325,8.567,4.821,0.243,0.365
Tmem158,0,-1.0811725066303,3.27833598172332e-9,5.05574504403482,5.85007892540495e-11,1345,1850,1689,1395,642,595,229,184,948,1188,60,58,65.957,85.221,70.081,61.548,29.820,29.727,10.296,8.368,40.813,54.551,2.427,2.352
Gab3,0,1.40773413767669,3.59806279768224e-9,0.440002132881095,6.46033571974293e-11,1,1,38,42,88,93,1,0,37,31,6,11,0.049,0.046,1.577,1.853,4.087,4.646,0.045,0.000,1.593,1.423,0.243,0.446
Cfb,0,-1.34433546242398,3.61863046293013e-9,5.61575164771682,6.5105791102426e-11,449,382,445,359,161,108,3002,3232,299,228,1588,1176,22.018,17.597,18.464,15.839,7.478,5.396,134.972,146.988,12.873,10.469,64.230,47.694
Peg3,0,1.11185585976779,3.74292775452983e-9,5.20667443835259,6.74798410434386e-11,586,704,720,675,1267,1298,706,912,1232,1192,469,345,28.737,32.430,29.875,29.781,58.850,64.850,31.742,41.477,53.040,54.734,18.970,13.992
Ccl2,0,-1.73145532366748,3.88293881807404e-9,5.75400626515313,7.01859536224497e-11,45,90,5614,4853,1533,1150,157,290,1198,1108,47,27,2.207,4.146,232.939,214.115,71.205,57.456,7.059,13.189,51.576,50.877,1.901,1.095
Lipe,0,-1.42908317996133,4.11725977331126e-9,4.83916193201911,7.46829930550223e-11,1076,1636,315,339,97,110,1424,1544,275,374,344,310,52.765,75.363,13.070,14.957,4.505,5.496,64.024,70.219,11.839,17.173,13.914,12.572
D7Ertd443e,0,-2.51039315090899,4.17684022480344e-9,2.4750210683367,7.59174020770779e-11,276,267,66,43,8,8,367,286,19,22,67,66,13.535,12.300,2.739,1.897,0.372,0.400,16.501,13.007,0.818,1.010,2.710,2.677
Kif22,0,-2.44934581532141,4.26717361843877e-9,2.65237167360102,7.77162861447144e-11,217,238,158,108,23,18,170,77,150,159,215,129,10.641,10.964,6.556,4.765,1.068,0.899,7.643,3.502,6.458,7.301,8.696,5.232
Htr2a,0,-2.95278103640165,4.50468055920156e-9,0.0245997935102484,8.23733852578525e-11,3,3,159,48,9,13,0,0,12,17,0,0,0.147,0.138,6.597,2.118,0.418,0.650,0.000,0.000,0.517,0.781,0.000,0.000
Adamts18,0,-1.92208670072393,4.55455698643697e-9,5.97600398461493,8.34530107526256e-11,10,18,4827,2091,629,890,25,9,6301,5133,0,1,0.490,0.829,200.284,92.255,29.216,44.466,1.124,0.409,271.272,235.698,0.000,0.041
Mal2,0,-2.0466704207989,4.6274288039279e-9,5.46068203331014,8.51287538895452e-11,1518,1749,148,55,23,18,2320,2492,32,31,1091,1290,74.441,80.569,6.141,2.427,1.068,0.899,104.309,113.333,1.378,1.423,44.127,52.317
Bub1b,0,-2.34877045682528,4.74814838712362e-9,3.31043542878775,8.76989767959107e-11,333,401,217,162,42,21,361,148,258,252,270,190,16.330,18.472,9.004,7.147,1.951,1.049,16.231,6.731,11.107,11.571,10.921,7.706
Rbm47,0,-1.34682587162758,4.76269777999366e-9,6.41717789222934,8.83181751027191e-11,2041,2641,732,557,254,176,4042,3552,152,234,2637,3038,100.088,121.659,30.372,24.575,11.798,8.793,181.731,161.541,6.544,10.745,106.658,123.209
Nrxn1,0,-1.6088179174176,4.83007317477662e-9,0.175860694545755,8.99229929885931e-11,2,4,73,71,22,18,0,3,56,44,1,1,0.098,0.184,3.029,3.133,1.022,0.899,0.000,0.136,2.411,2.020,0.040,0.041
Gal3st1,0,1.8416894105891,4.9215652224567e-9,-0.441505307933517,9.19884886496193e-11,4,8,12,17,43,46,0,4,26,17,1,2,0.196,0.369,0.498,0.750,1.997,2.298,0.000,0.182,1.119,0.781,0.040,0.081
Tnfaip2,0,-1.33733806885926,4.94600211041466e-9,5.84584749000346,9.3131783255232e-11,5522,5166,264,296,88,101,1799,2081,271,281,588,436,270.791,237.975,10.954,13.060,4.087,5.046,80.884,94.641,11.667,12.903,23.783,17.682
Tktl1,0,1.56656024266282,4.94600211041466e-9,0.787869855824148,9.31731513496561e-11,0,9,44,40,106,106,4,5,82,60,1,1,0.000,0.415,1.826,1.765,4.924,5.296,0.180,0.227,3.530,2.755,0.040,0.041
Prmt6,0,-1.28651118341965,4.97397095606883e-9,4.03494350300003,9.38830383922628e-11,464,573,529,400,189,134,528,423,376,464,206,241,22.754,26.396,21.950,17.648,8.779,6.695,23.739,19.238,16.188,21.306,8.332,9.774
Gm4419,0,1.85919112081059,5.01167689352168e-9,-0.148808960224322,9.47791281235566e-11,24,27,14,14,45,42,10,6,17,8,10,8,1.177,1.244,0.581,0.618,2.090,2.098,0.450,0.273,0.732,0.367,0.404,0.324
Krt90,0,1.87026923012701,5.0236884073763e-9,1.41115226002875,9.51911229183854e-11,2,0,30,33,105,92,0,0,267,214,0,0,0.098,0.000,1.245,1.456,4.877,4.596,0.000,0.000,11.495,9.826,0.000,0.000
Rph3al,0,1.36737928687322,5.17020221179167e-9,3.20157880971646,9.81611523674969e-11,120,130,66,68,160,135,114,102,204,202,423,438,5.885,5.989,2.739,3.000,7.432,6.745,5.126,4.639,8.783,9.275,17.109,17.764
Gprc5a,0,-1.52601461889932,5.17020221179167e-9,5.36321461929363,9.83477884946573e-11,2357,3662,608,538,170,168,1285,1153,946,1491,115,84,115.584,168.692,25.227,23.737,7.896,8.394,57.775,52.437,40.727,68.464,4.651,3.407
Zfp248,0,1.36889447631107,5.68564110049807e-9,2.62287328252519,1.08651139026619e-10,89,102,184,148,408,321,45,53,161,154,17,21,4.364,4.699,7.635,6.530,18.951,16.038,2.023,2.410,6.931,7.071,0.688,0.852
Syt9,0,-1.35411067718707,5.68564110049807e-9,4.10228420613675,1.08780064471062e-10,147,129,234,177,62,74,509,352,411,432,710,760,7.209,5.942,9.709,7.809,2.880,3.697,22.885,16.009,17.694,19.837,28.717,30.823
F2,0,2.45869603813087,6.10642264007455e-9,0.0873898552184837,1.17279981534233e-10,28,54,8,17,77,42,2,8,12,18,3,3,1.373,2.488,0.332,0.750,3.577,2.098,0.090,0.364,0.517,0.827,0.121,0.122
Padi1,0,1.67976275109029,6.20189747390848e-9,0.000733876694205248,1.19341858745875e-10,20,15,21,17,41,63,2,3,33,23,9,6,0.981,0.691,0.871,0.750,1.904,3.148,0.090,0.136,1.421,1.056,0.364,0.243
Lyz2,0,-2.70280841718415,6.23794497765958e-9,1.25988210225329,1.20265026980155e-10,36,27,109,150,20,14,30,63,95,92,10,8,1.765,1.244,4.523,6.618,0.929,0.699,1.349,2.865,4.090,4.224,0.404,0.324
Kti12,0,-1.04851326273593,6.26523242679442e-9,4.3136601759234,1.21021635235552e-10,473,474,779,545,274,267,548,404,717,720,191,220,23.195,21.835,32.323,24.045,12.727,13.340,24.639,18.373,30.868,33.061,7.725,8.922
Hpse2,0,-2.04365065663614,6.39951595408919e-9,-0.490012252047396,1.23850965519368e-10,0,1,49,44,13,6,13,37,4,5,1,0,0.000,0.046,2.033,1.941,0.604,0.300,0.584,1.683,0.172,0.230,0.040,0.000
Timm10,0,-1.55625490101541,6.41989591258797e-9,2.89569538891375,1.2448159041664e-10,252,213,309,266,88,78,136,117,244,261,88,51,12.358,9.812,12.821,11.736,4.087,3.897,6.115,5.321,10.505,11.985,3.559,2.068
E2f3,0,-1.14561048250849,6.89669118558789e-9,4.36654137255702,1.34487888750932e-10,709,833,768,533,296,202,541,500,517,578,200,193,34.768,38.373,31.866,23.516,13.749,10.092,24.324,22.739,22.258,26.541,8.089,7.827
Mrto4-ps2,0,-1.07880505509982,6.99871928347778e-9,4.00109418368403,1.36734976986891e-10,566,494,471,397,187,162,458,358,504,496,199,189,27.756,22.756,19.543,17.516,8.686,8.094,20.592,16.281,21.698,22.775,8.049,7.665
Hbegf,0,-1.90995551974668,7.05102468250913e-9,7.52541204964271,1.3801630417215e-10,6416,7340,3180,2863,692,675,6020,8807,6817,7791,1554,1014,314.631,338.122,131.946,126.316,32.142,33.724,270.664,400.532,293.487,357.748,62.854,41.124
Spc24,0,-2.5294024997106,7.59389575679069e-9,2.4694475479765,1.49201233824873e-10,212,235,95,83,13,13,156,81,128,109,210,117,10.396,10.825,3.942,3.662,0.604,0.650,7.014,3.684,5.511,5.005,8.494,4.745
Twistnb,0,-1.0990443126263,7.64279305545883e-9,3.94103630807297,1.50724348862207e-10,402,384,600,444,232,181,379,321,461,490,191,191,19.714,17.689,24.895,19.589,10.776,9.043,17.040,14.599,19.847,22.500,7.725,7.746
Nog,0,-1.78951441442006,7.91314780981774e-9,0.856022924237867,1.56347193563859e-10,12,16,127,94,27,27,23,36,69,52,3,2,0.588,0.737,5.270,4.147,1.254,1.349,1.034,1.637,2.971,2.388,0.121,0.081
Ruvbl1,0,-1.09371460708152,8.12428409003769e-9,3.71246471939479,1.61031811093004e-10,366,344,564,445,217,184,218,171,512,452,123,136,17.948,15.847,23.402,19.633,10.079,9.193,9.801,7.777,22.043,20.755,4.975,5.516
Myadm,0,1.7645385736677,8.12428409003769e-9,7.04748179501292,1.61116638747942e-10,2168,2653,2839,3515,10009,8522,505,739,3571,2696,273,239,106.316,122.212,117.797,155.082,464.901,425.772,22.705,33.609,153.739,123.795,11.042,9.693
Tmem201,0,-1.02017796914448,8.23192090912458e-9,4.92996006615757,1.635541149758e-10,693,722,1387,867,456,480,652,544,858,763,448,502,33.984,33.259,57.550,38.252,21.180,23.982,29.314,24.740,36.939,35.036,18.120,20.359
Usp43,0,-1.65428679672675,8.25092237363414e-9,4.0231167404733,1.64235218519301e-10,926,1092,103,83,24,26,783,876,137,122,178,164,45.410,50.304,4.274,3.662,1.115,1.299,35.204,39.839,5.898,5.602,7.200,6.651
C4b,0,-2.16505863438804,8.85296503389278e-9,5.94999112477475,1.7719610649537e-10,1369,1354,1975,2570,478,393,70,229,5155,4802,324,316,67.134,62.373,81.948,113.389,22.202,19.635,3.147,10.415,221.934,220.499,13.105,12.816
Tm6sf1,0,2.16555993819523,8.88520426726738e-9,1.79993030458664,1.78168303677866e-10,10,20,60,92,301,286,8,7,54,82,6,5,0.490,0.921,2.490,4.059,13.981,14.289,0.360,0.318,2.325,3.765,0.243,0.203
Medag,0,-1.80678971321342,9.44809902974966e-9,5.65335625571005,1.90150857988633e-10,30,46,3145,3157,965,577,13,13,2617,4928,11,13,1.471,2.119,130.494,139.287,44.823,28.828,0.584,0.591,112.667,226.285,0.445,0.527
Knl1,0,-2.36771507687744,9.62213861612603e-9,2.3413533737422,1.94715634823552e-10,156,160,111,108,22,14,127,65,101,100,213,127,7.650,7.371,4.606,4.765,1.022,0.699,5.710,2.956,4.348,4.592,8.615,5.151
Gpt2,0,-1.09623504125344,1.04733387404335e-8,6.45987789093967,2.12711394264663e-10,572,685,2821,1951,1019,868,2214,1643,1427,1647,2800,3254,28.050,31.555,117.050,86.078,47.331,43.367,99.543,74.722,61.435,75.627,113.251,131.969
Il13ra1,0,-1.19545940309848,1.05030816418248e-8,6.29444571804405,2.1370190764668e-10,4685,4400,3249,3047,1465,884,317,280,2643,2993,234,200,229.746,202.689,134.809,134.434,68.047,44.166,14.253,12.734,113.787,137.433,9.465,8.111
Cenph,0,-2.29397740309478,1.09567594488101e-8,2.25709677212419,2.23738971047118e-10,199,194,92,71,15,13,154,86,145,153,102,76,9.759,8.937,3.817,3.133,0.697,0.650,6.924,3.911,6.243,7.025,4.126,3.082
Epcam,0,-1.14657896944308,1.15726884562985e-8,9.93179914248264,2.37593736289583e-10,55615,53202,13464,11531,5630,3983,33960,35551,14705,15755,15388,12553,2727.280,2450.784,558.654,508.750,261.504,198.997,1526.868,1616.819,633.082,723.440,622.396,509.099
Ucma,0,-2.01229305138448,1.15726884562985e-8,-0.804770947242784,2.3722116454302e-10,12,3,51,40,9,10,1,0,5,5,0,0,0.588,0.138,2.116,1.765,0.418,0.500,0.045,0.000,0.215,0.230,0.000,0.000
Clspn,0,-1.45642570196033,1.20254155933487e-8,3.85020663675788,2.47773381370738e-10,299,299,177,134,55,41,299,201,213,208,745,650,14.663,13.774,7.344,5.912,2.555,2.048,13.443,9.141,9.170,9.551,30.133,26.361
Esrp2,0,-1.15735129289655,1.21236304471463e-8,5.23410199946673,2.50243080350604e-10,1492,1803,324,207,102,99,1767,1685,460,405,703,817,73.166,83.056,13.444,9.133,4.738,4.946,79.446,76.632,19.804,18.597,28.434,33.134
Jph2,0,1.16075421839748,1.27431790753565e-8,6.09049568543267,2.63968866383078e-10,7,20,2416,2864,5142,4967,12,9,2407,1618,2,4,0.343,0.921,100.246,126.360,238.837,248.159,0.540,0.409,103.627,74.296,0.081,0.162
Bicdl2,0,1.39064516964621,1.30861105650299e-8,4.87150420873061,2.71554007089182e-10,344,328,84,52,145,157,843,767,160,93,1375,1751,16.869,15.110,3.485,2.294,6.735,7.844,37.902,34.882,6.888,4.270,55.614,71.013
Trim9,0,3.56891795513495,1.36203203726143e-8,0.0041541259788632,2.83140697248871e-10,0,0,0,4,22,21,1,0,133,78,0,2,0.000,0.000,0.000,0.176,1.022,1.049,0.045,0.000,5.726,3.582,0.000,0.081
Sowahb,0,-1.46765953753196,1.57150654152845e-8,6.59688131611484,3.2784289673889e-10,2580,3226,307,223,81,81,4848,5250,515,780,2905,2550,126.520,148.608,12.738,9.839,3.762,4.047,217.970,238.764,22.172,35.816,117.498,103.418
Dmc1,0,2.84705493006918,1.5720551074419e-8,-1.15389473349434,3.28535744886494e-10,5,3,2,9,31,38,0,1,6,5,0,0,0.245,0.138,0.083,0.397,1.440,1.899,0.000,0.045,0.258,0.230,0.000,0.000
Efnb1,0,-1.14811342530226,1.64611340018468e-8,6.1813899039707,3.44618464514913e-10,1154,1652,3733,4125,1489,1540,1090,1083,2485,3255,80,77,56.591,76.100,154.891,181.996,69.161,76.941,49.007,49.254,106.985,149.464,3.236,3.123
Hmgcs1,0,1.47170220009536,1.71445226831325e-8,6.8916487324885,3.60817799578785e-10,1775,1492,2855,2220,6380,5554,1081,814,3222,2428,1967,1729,87.043,68.730,118.461,97.947,296.340,277.487,48.603,37.020,138.714,111.489,79.559,70.121
Tg,0,-7.2100116541304,1.73048750752613e-8,-0.949236736775148,3.64829221756676e-10,0,2,19,22,0,0,5,4,17,52,0,0,0.000,0.092,0.788,0.971,0.000,0.000,0.225,0.182,0.732,2.388,0.000,0.000
Srfbp1,0,-1.04015376603972,1.73467635901899e-8,3.63606318028995,3.66350575840501e-10,381,352,473,440,208,170,246,227,437,401,102,104,18.684,16.215,19.626,19.413,9.661,8.493,11.060,10.324,18.814,18.413,4.126,4.218
Exph5,0,1.45507046707321,1.75234872695526e-8,3.35794961750672,3.71372334054317e-10,282,268,86,124,251,243,196,234,133,135,330,285,13.829,12.346,3.568,5.471,11.659,12.141,8.812,10.642,5.726,6.199,13.347,11.558
Stmn1,0,-1.0777926875896,1.80119339196554e-8,5.46669455205056,3.8304933240961e-10,1655,1774,976,682,347,317,1516,1304,1317,1313,681,476,81.159,81.720,40.497,30.090,16.118,15.838,68.161,59.304,56.700,60.291,27.544,19.305
Ppp1r12b,0,1.09310597067657,1.81198882229843e-8,4.59290566015974,3.86011820931894e-10,203,214,802,957,1547,1663,158,107,552,369,79,76,9.955,9.858,33.277,42.223,71.855,83.086,7.104,4.866,23.765,16.944,3.195,3.082
Pappa,0,-2.62511872446225,1.81462388471208e-8,5.27379537086749,3.87783531647442e-10,125,37,2401,2280,303,342,140,249,2236,3119,250,127,6.130,1.704,99.623,100.594,14.074,17.087,6.295,11.324,96.265,143.219,10.112,5.151
AI506816,0,-1.28951231496667,1.81462388471208e-8,4.73728011562423,3.8790848707374e-10,900,924,1096,731,365,267,789,493,868,687,218,294,44.135,42.565,45.476,32.252,16.954,13.340,35.474,22.421,37.369,31.546,8.817,11.923
Synpo2,0,1.80363562306311,1.82136449900071e-8,7.51121815815767,3.90019551277978e-10,30,48,4899,6620,18059,16515,42,27,2389,1780,29,34,1.471,2.211,203.272,292.076,838.809,825.115,1.888,1.228,102.852,81.734,1.173,1.379
Cd164l2,0,-1.78012385460419,1.84518642764838e-8,2.76754607094037,3.95799583251409e-10,408,425,132,84,28,25,199,188,73,65,135,103,20.008,19.578,5.477,3.706,1.301,1.249,8.947,8.550,3.143,2.985,5.460,4.177
Rhbdl3,0,-1.13135500606778,1.94449358753116e-8,4.18821206474194,4.18532230290197e-10,174,164,984,651,362,269,190,145,1329,1155,29,31,8.533,7.555,40.829,28.722,16.814,13.440,8.543,6.594,57.216,53.035,1.173,1.257
Mmab,0,1.18835904984613,1.94579582644724e-8,3.18116416834695,4.19528442657228e-10,154,131,200,159,341,353,139,101,167,151,213,219,7.552,6.035,8.298,7.015,15.839,17.636,6.250,4.593,7.190,6.934,8.615,8.882
Nox4,0,1.24132449661093,1.96512058845188e-8,4.63784629115424,4.24418037978312e-10,440,354,382,560,959,956,70,56,2021,1667,10,16,21.577,16.307,15.850,24.707,44.544,47.763,3.147,2.547,87.008,76.546,0.404,0.649
Ptpn13,0,1.19466790684988,2.21417041578124e-8,5.05343916857245,4.81465365071089e-10,374,353,837,1053,2204,1516,43,59,1597,1622,23,29,18.340,16.261,34.729,46.459,102.372,75.742,1.933,2.683,68.754,74.479,0.930,1.176
Pthlh,0,1.42111364233983,2.26809698538107e-8,4.24285255692396,4.95695062112792e-10,8,16,376,349,678,969,9,7,957,643,358,527,0.392,0.737,15.601,15.398,31.492,48.413,0.405,0.318,41.201,29.525,14.480,21.373
Umps,0,-1.18517501927732,2.27330040024704e-8,4.41741963140385,4.97668692058938e-10,690,678,700,515,266,187,508,323,631,630,341,403,33.837,31.233,29.045,22.722,12.355,9.343,22.840,14.690,27.166,28.928,13.792,16.344
Ppp1r3c,0,2.70209510168951,2.28524547344339e-8,0.319718898257867,5.01124508691364e-10,8,10,8,25,75,111,1,2,52,25,1,3,0.392,0.461,0.332,1.103,3.484,5.546,0.045,0.091,2.239,1.148,0.040,0.122
Nop56,0,-1.01188528519483,2.32066377634964e-8,6.42748102520729,5.09745124721563e-10,2549,2355,3282,2488,1167,1253,1606,1201,4508,3407,648,776,124.999,108.485,136.178,109.771,54.205,62.602,72.207,54.620,194.079,156.443,26.210,31.471
Pdzrn3,0,-1.32384585780357,2.32459741593026e-8,5.24151841076303,5.1146445959244e-10,932,1211,420,339,88,168,2377,1796,1277,1118,372,353,45.704,55.785,17.427,14.957,4.087,8.394,106.872,81.680,54.978,51.336,15.046,14.316
Traf1,0,1.87964065311637,2.4069537105238e-8,2.56651804060245,5.31355909457404e-10,163,235,30,42,108,119,21,37,120,134,232,243,7.993,10.825,1.245,1.853,5.016,5.945,0.944,1.683,5.166,6.153,9.384,9.855
Amdhd1,0,-2.93998670427995,2.46698220731403e-8,-0.827362673433915,5.45515400344284e-10,1,2,19,37,2,4,0,0,24,45,0,0,0.049,0.092,0.788,1.632,0.093,0.200,0.000,0.000,1.033,2.066,0.000,0.000
Tnfsf8,0,2.307680189002,2.50967897586492e-8,0.480336717457861,5.55880180827361e-10,1,1,16,29,97,95,0,0,81,42,1,1,0.049,0.046,0.664,1.279,4.505,4.746,0.000,0.000,3.487,1.929,0.040,0.041
Mcm3,0,-2.01290642485142,2.51448866457002e-8,5.12624972684437,5.57870659235336e-10,1737,1458,733,504,143,116,1102,354,1394,1176,552,591,85.180,67.164,30.414,22.237,6.642,5.796,49.547,16.100,60.015,54.000,22.327,23.969
Adcy1,0,-2.13102122655646,2.52486458358267e-8,0.755810310828847,5.61101662490868e-10,31,36,56,53,14,7,13,9,34,44,58,73,1.520,1.658,2.324,2.338,0.650,0.350,0.584,0.409,1.464,2.020,2.346,2.961
Nacad,0,1.48048090084952,2.56641172933858e-8,2.89669354947038,5.71278963997881e-10,28,32,196,199,445,494,10,5,414,263,9,3,1.373,1.474,8.133,8.780,20.669,24.681,0.450,0.227,17.824,12.076,0.364,0.122
Ntn4,0,1.88080981684394,2.62210133710482e-8,4.31930612999812,5.84640130352669e-10,90,106,154,347,738,862,1,0,2029,1667,1,10,4.413,4.883,6.390,15.310,34.279,43.067,0.045,0.000,87.353,76.546,0.040,0.406
Mitf,0,1.6505594911504,2.65697279932394e-8,2.02474671914705,5.93392872875983e-10,78,60,83,69,182,223,44,27,102,108,58,50,3.825,2.764,3.444,3.044,8.454,11.141,1.978,1.228,4.391,4.959,2.346,2.028
Cavin3,0,1.03479310627099,2.66528576888685e-8,5.06455051210943,5.96230084801943e-10,934,1010,784,1074,1634,1635,118,91,1359,1214,23,28,45.802,46.526,32.530,47.385,75.896,81.687,5.305,4.139,58.508,55.745,0.930,1.136
Sox4,0,-1.51044716312173,2.80650203869992e-8,7.69924859972671,6.2885306360361e-10,5262,5501,8018,7787,2396,2330,7342,6177,6737,7826,887,700,258.041,253.407,332.687,343.564,111.290,116.410,330.102,280.923,290.042,359.355,35.876,28.389
Lrrtm1,0,-2.48180714940305,2.93032746746885e-8,-0.291973586108965,6.5875495147852e-10,0,0,45,22,5,5,0,0,91,40,0,0,0.000,0.000,1.867,0.971,0.232,0.250,0.000,0.000,3.918,1.837,0.000,0.000
Arhgap40,0,-1.95771140952011,3.00226610132965e-8,2.704207099905,6.7603180912239e-10,596,743,155,156,31,37,32,38,48,91,21,15,29.227,34.227,6.431,6.883,1.440,1.849,1.439,1.728,2.067,4.179,0.849,0.608
Ano9,0,-5.24315589782022,3.10009199405506e-8,3.8532308268832,6.99200262097851e-10,1443,1372,47,9,1,0,760,349,157,98,55,39,70.763,63.202,1.950,0.397,0.046,0.000,34.170,15.872,6.759,4.500,2.225,1.582
Galnt16,0,-1.5087036278757,3.10924272230378e-8,3.36892678956915,7.02408120789772e-10,14,33,234,227,79,59,9,14,1192,1308,1,1,0.687,1.520,9.709,10.015,3.669,2.948,0.405,0.637,51.318,60.061,0.040,0.041
Slc28a3,0,-1.63777982667244,3.16597018222067e-8,8.87719900260314,7.16388263757207e-10,10917,11916,628,398,113,164,14200,16083,180,156,20881,23580,535.354,548.918,26.057,17.560,5.249,8.194,638.443,731.436,7.749,7.163,844.570,956.309
Cntn2,0,-1.60285986807301,3.18632918964233e-8,4.26468532094398,7.2216740160406e-10,2,7,341,574,138,122,1,4,2194,2620,1,2,0.098,0.322,14.149,25.325,6.410,6.095,0.045,0.182,94.456,120.305,0.040,0.081
Nr3c2,0,1.08201937667389,3.22996380339953e-8,4.47189226632843,7.33245397806215e-10,500,767,659,522,1147,975,263,209,534,624,80,82,24.519,35.332,27.344,23.031,53.276,48.713,11.825,9.505,22.990,28.653,3.236,3.326
Nek2,0,-1.91018402274278,3.26152186380192e-8,3.98730671803401,7.41609519051321e-10,347,391,173,112,41,23,444,268,267,234,886,528,17.016,18.012,7.178,4.941,1.904,1.149,19.963,12.188,11.495,10.745,35.836,21.414
