EntrezGeneID	Basal.Preg	Basal.Lac	FDR	AveExpr	P value	MCL1.DI	MCL1.DJ	MCL1.DK	MCL1.DL	MCL1.DI CPM	MCL1.DJ CPM	MCL1.DK CPM	MCL1.DL CPM
245945	0	-1.36473090430795	9.04075838363018e-12	4.24405505830546	1.39375170636927e-13	732	557	254	176	30.372	24.575	11.798	8.793
228359	0	1.26035735853607	9.28487246459821e-12	8.43959570698894	1.43480129332619e-13	4701	4974	11211	8866	195.056	219.454	520.731	442.959
239530	0	2.51068331989273	9.50561423329378e-12	0.909786747652405	1.47241016675252e-13	9	17	58	71	0.373	0.750	2.694	3.547
241556	0	-1.01851766764193	9.51366132167094e-12	5.64984258068539	1.47715702481516e-13	1687	1497	633	718	69.998	66.048	29.402	35.872
78834	0	-1.44455469519447	9.58058173283283e-12	3.73857624061124	1.49107254607906e-13	535	384	145	144	22.198	16.942	6.735	7.194
16858	0	2.08150934790128	9.77493477646984e-12	6.5876855852611	1.52491715855006e-13	597	1119	2629	3721	24.771	49.370	122.112	185.907
53310	0	1.02546308178707	1.02800230887345e-11	5.292725522208	1.60749468807246e-13	681	549	1040	1109	28.256	24.222	48.306	55.407
434175	0	-3.32355318007839	1.03691806727352e-11	0.317270824246309	1.62525146862842e-13	62	34	5	3	2.573	1.500	0.232	0.150
320315	0	-2.458380564512	1.04055575516561e-11	0.805555666004545	1.63478166031022e-13	71	58	11	9	2.946	2.559	0.511	0.450
328417	0	1.06352344545777	1.05058008889107e-11	5.10585344129256	1.65439596028323e-13	513	542	923	981	21.286	23.913	42.872	49.012
215210	0	-1.07392827276968	1.05324528163657e-11	4.90030108118706	1.66246817698255e-13	1033	882	431	352	42.862	38.914	20.019	17.586
74148	0	-1.03319838745722	1.05991155396116e-11	6.64929827267749	1.67689012915596e-13	3659	2766	1378	1313	151.821	122.036	64.006	65.600
16987	0	1.17397073083144	1.06872830726972e-11	4.50123646937724	1.69477133240093e-13	386	278	675	610	16.016	12.265	31.353	30.477
14264	0	-1.05572631493908	1.10545988673068e-11	9.65322005667414	1.76115431382458e-13	27529	24157	11835	9591	1142.246	1065.811	549.715	479.181
57741	0	-1.0830490993073	1.10545988673068e-11	5.68406295381006	1.75882619150843e-13	1915	1409	718	627	79.458	62.165	33.350	31.326
21877	0	-2.14376415282063	1.12520497596626e-11	2.08084711023585	1.7967510194244e-13	181	134	35	26	7.510	5.912	1.626	1.299
20200	0	1.89714912240956	1.13980831749644e-11	9.83473469351414	1.82426365249256e-13	6310	11714	31739	27227	261.817	516.824	1474.221	1360.304
216188	0	-1.25245135659376	1.33463732752222e-11	4.02611282173261	2.1409981044177e-13	586	494	216	174	24.315	21.795	10.033	8.693
18432	0	-1.18056448389333	1.39189957071297e-11	7.68814979285102	2.23797826410672e-13	7601	6030	2734	2430	315.384	266.045	126.990	121.407
20198	0	1.3382619346646	1.47326992184865e-11	4.17694102457915	2.37423093480153e-13	216	268	575	487	8.962	11.824	26.708	24.331
216877	0	-1.07537319699965	1.48942454001317e-11	5.58859864882117	2.40574477745974e-13	1799	1307	637	625	74.645	57.665	29.588	31.226
17768	0	-1.63251349718711	1.50463869384272e-11	4.23350111397903	2.43585498101769e-13	875	477	199	172	36.306	21.045	9.243	8.593
217011	0	-1.56455936056024	1.59214573251977e-11	3.85630618063183	2.58337785805665e-13	633	390	152	143	26.265	17.207	7.060	7.145
68048	0	-1.17354956685158	1.63715785144656e-11	5.26707638117118	2.66243706663004e-13	1401	1129	561	404	58.131	49.812	26.057	20.184
16881	0	-1.25237613979655	1.67193304978964e-11	3.96509401223794	2.72514198850882e-13	565	470	179	194	23.443	20.736	8.314	9.693
20537	0	-3.08298847625139	1.77912488128014e-11	0.404952185774386	2.90640364725849e-13	64	37	4	6	2.656	1.632	0.186	0.300
67134	0	-1.02992733596869	1.78843834665296e-11	6.49568080381204	2.92819847772386e-13	3282	2488	1167	1253	136.178	109.771	54.205	62.602
208659	0	-1.84075239611047	1.79835931281538e-11	3.23219374122373	2.95105873474248e-13	432	257	90	74	17.925	11.339	4.180	3.697
18102	0	-1.71001897455609	1.80093138525379e-11	3.86074582515576	2.96190562275449e-13	602	445	176	99	24.978	19.633	8.175	4.946
11685	0	-2.45713582167335	1.81185727664251e-11	0.934754168956195	2.98654130003253e-13	82	60	9	13	3.402	2.647	0.418	0.650
30059	0	-1.57431541504927	1.86505183890406e-11	3.04581272113936	3.08794778140044e-13	309	266	88	78	12.821	11.736	4.087	3.897
80385	0	1.01407164019863	1.88615169250095e-11	4.98498350119523	3.12982233826826e-13	497	497	896	837	20.622	21.928	41.618	41.818
19273	0	1.13865615530095	1.98166881849923e-11	4.21224451400951	3.29561170742724e-13	290	260	502	540	12.033	11.471	23.317	26.979
13448	0	-1.05476253185289	1.99150368798953e-11	4.7130405060755	3.32768778028213e-13	854	815	369	324	35.435	35.958	17.139	16.188
207911	0	-2.75183918441624	1.99150368798953e-11	0.470132073229864	3.33394965979335e-13	49	54	9	4	2.033	2.382	0.418	0.200
72027	0	-2.21972450161156	1.99150368798953e-11	1.55843685161132	3.32867937304927e-13	122	96	19	21	5.062	4.236	0.883	1.049
64009	0	1.00351265617328	2.16634086028811e-11	6.06353506683493	3.63461287130277e-13	1029	1078	1957	1697	42.696	47.562	90.899	84.785
72269	0	-1.50884343530654	2.45967967057236e-11	5.84549687154769	4.1358166579034e-13	1617	2362	684	537	67.093	104.212	31.771	26.829
26886	0	-2.31281508503202	2.47128130431391e-11	1.1437890956014	4.16441678272111e-13	92	71	15	13	3.817	3.133	0.697	0.650
18003	0	-1.13254474121652	2.62509563458163e-11	7.94309785440804	4.43327162983541e-13	8112	7902	3204	3098	336.587	348.638	148.820	154.781
24004	0	1.14847361027088	2.69243953490448e-11	6.15564866941328	4.55690859139799e-13	981	1113	1834	2179	40.704	49.106	85.186	108.866
55927	0	1.4802427307152	2.77909811025578e-11	3.25003184334752	4.71380193836386e-13	132	107	274	299	5.477	4.721	12.727	14.939
76441	0	1.27814269652173	2.82080523467314e-11	6.4224675295944	4.79492261826775e-13	1037	1322	2795	2184	43.028	58.327	129.823	109.116
72978	0	-3.55011004223028	2.88615770710363e-11	0.813512727794216	4.91663055443167e-13	96	45	2	8	3.983	1.985	0.093	0.400
23921	0	-1.45739211774739	3.19931940367353e-11	3.27313772255125	5.46187940433613e-13	363	299	105	102	15.062	13.192	4.877	5.096
66570	0	-2.67837129192409	3.22130091775799e-11	0.688788543625566	5.5112584228907e-13	74	47	7	9	3.070	2.074	0.325	0.450
243385	0	1.77059716253067	3.22978636089779e-11	2.98067486634901	5.54588610999432e-13	72	97	239	261	2.987	4.280	11.101	13.040
108888	0	-1.17744489954247	3.22978636089779e-11	4.86525686498812	5.54954277397721e-13	1141	780	360	366	47.343	34.414	16.721	18.286
98999	0	1.05750295765416	3.24690541008681e-11	4.46237425122607	5.59090375628473e-13	363	317	617	601	15.062	13.986	28.659	30.027
230734	0	-1.02526722828963	3.33894036038463e-11	5.61130608075886	5.76166536303907e-13	1752	1363	708	606	72.695	60.136	32.885	30.277
98956	0	-1.16443465876821	3.38777898132381e-11	4.94766277493115	5.85840583252582e-13	1204	825	391	383	49.957	36.399	18.161	19.135
68671	0	1.06240715915695	3.8529493797329e-11	4.92708942928977	6.67699016834393e-13	540	400	844	839	22.406	17.648	39.202	41.918
215387	0	-1.92185584811576	3.87900359903091e-11	2.51252035216747	6.7364130348526e-13	245	172	44	50	10.166	7.589	2.044	2.498
21664	0	-1.06966778003136	4.19824245326971e-11	6.68065672005227	7.3217076524149e-13	3856	2773	1305	1396	159.995	122.345	60.615	69.746
13605	0	-1.74973780890031	4.26587640491363e-11	2.73260451756018	7.45535631308722e-13	271	204	63	58	11.244	9.001	2.926	2.898
244058	0	1.09941281450253	4.36649267370181e-11	5.28583581139873	7.64726631841517e-13	614	565	969	1203	25.476	24.928	45.008	60.104
66058	0	-1.08401708590967	4.42063183484982e-11	7.18912164457397	7.75834793488857e-13	4970	4442	2010	1814	206.218	195.982	93.361	90.630
14747	0	1.61904115215675	4.54484722854783e-11	5.28279340971942	7.99307176587021e-13	336	560	1150	1253	13.941	24.707	53.416	62.602
108682	0	-1.11416195274097	4.58488300877579e-11	6.19198661457649	8.0803523352721e-13	2821	1951	1019	868	117.050	86.078	47.331	43.367
67291	0	-1.13778663113478	4.59745416763678e-11	4.3667178420857	8.11942308571197e-13	756	585	276	247	31.368	25.810	12.820	12.341
20810	0	-1.07397111057722	4.74922215818737e-11	6.0699308904743	8.40492975491418e-13	2300	2019	1021	748	95.433	89.079	47.424	37.371
12683	0	1.88483454553481	4.90148926380508e-11	2.32468408775683	8.69243837210364e-13	48	53	176	147	1.992	2.338	8.175	7.344
110749	0	-1.7562527817676	4.95021305793505e-11	2.60247961298519	8.79705988808502e-13	240	193	60	50	9.958	8.515	2.787	2.498
21926	0	-2.20198011448951	5.03718666868008e-11	2.32531641204023	8.98868808385091e-13	220	158	25	45	9.128	6.971	1.161	2.248
110109	0	-1.00402732424333	5.19058598228518e-11	5.84846162197961	9.28152171673202e-13	2089	1570	810	754	86.678	69.269	37.623	37.671
69656	0	2.15421799500047	5.56937566024983e-11	2.41380364065826	9.97934415004845e-13	33	59	178	179	1.369	2.603	8.268	8.943
16822	0	2.65857727684613	5.70519484355205e-11	0.281846393330763	1.02436994873005e-12	3	12	44	39	0.124	0.529	2.044	1.949
110596	0	1.3246309838989	6.58962000018888e-11	5.02119204232867	1.18801788148665e-12	398	477	815	1080	16.514	21.045	37.855	53.958
75475	0	1.05176549095578	7.03324961322724e-11	5.0005116981544	1.27317370385511e-12	467	518	884	882	19.377	22.854	41.060	44.066
545481	0	-1.97592634243375	7.0456688490946e-11	2.09960775129342	1.27801418102345e-12	155	156	31	37	6.431	6.883	1.440	1.849
240505	0	1.16616447653467	7.48057926821724e-11	7.58456229465573	1.36240727685622e-12	2732	2868	5223	5631	113.357	126.537	242.599	281.334
13824	0	1.08184658424499	7.60123316170348e-11	4.43068485797036	1.3871782067791e-12	330	326	642	557	13.693	14.383	29.820	27.829
12259	0	-2.77457649120435	8.0261457030232e-11	0.270527314907471	1.47345599191743e-12	48	41	8	3	1.992	1.809	0.372	0.150
235442	0	-1.00606062529021	8.0261457030232e-11	6.49564200571304	1.47358133331196e-12	3288	2453	1305	1146	136.427	108.227	60.615	57.256
12832	0	1.50126883140927	8.02720032269605e-11	7.32716434955743	1.47672841581663e-12	1597	2337	4816	4891	66.263	103.109	223.695	244.362
433855	0	-1.30742449620138	8.23468256916614e-11	4.75453867530633	1.5179277998279e-12	1096	731	365	267	45.476	32.252	16.954	13.340
53619	0	-1.09016390359389	8.49537568865867e-11	5.3366237266017	1.56910798620503e-12	1357	1243	609	445	56.305	54.841	28.287	22.233
14860	0	-1.11480873900509	8.70079925020979e-11	4.25403288834672	1.61025130536647e-12	657	573	268	221	27.261	25.281	12.448	11.042
71393	0	-1.31647442954623	8.92282975722941e-11	3.72546846550086	1.65462533487017e-12	458	426	169	137	19.004	18.795	7.850	6.845
69387	0	1.41137212410991	9.08168079750193e-11	3.24312379804252	1.68742367369604e-12	133	113	279	284	5.518	4.986	12.959	14.189
208213	0	-2.84370693159724	9.11161101443074e-11	0.203334530765432	1.69633730943079e-12	44	41	7	3	1.826	1.809	0.325	0.150
100303738	0	-2.84342094770862	9.95851887373843e-11	0.204146945029284	1.87599310620482e-12	43	42	3	7	1.784	1.853	0.139	0.350
13731	0	1.11482520394929	9.9793050178157e-11	7.95983041624028	1.88358051221143e-12	3718	3734	6974	6958	154.269	164.745	323.930	347.633
12821	0	1.07017453927409	1.00104202443389e-10	10.2308328134808	1.89313661488289e-12	16517	20029	34365	32251	685.331	883.683	1596.195	1611.310
114304	0	-1.65613315705398	1.00897283338361e-10	3.83954636134756	1.91184741599234e-12	628	398	113	164	26.057	17.560	5.249	8.194
110253	0	1.00302514888343	1.01055605368955e-10	6.89700772114811	1.91856552376395e-12	1844	1912	3395	3113	76.512	84.358	157.692	155.530
66039	0	1.01192742913006	1.02419540532984e-10	5.07511108584665	1.94822850198877e-12	517	541	895	947	21.452	23.869	41.571	47.314
54141	0	-1.97585725623888	1.05139179003751e-10	2.62519016963618	2.00604716448021e-12	279	177	58	41	11.576	7.809	2.694	2.048
15366	0	-2.1002921895892	1.06544550729287e-10	2.04661206872424	2.03845492399386e-12	180	126	35	26	7.469	5.559	1.626	1.299
17121	0	-2.67147084532297	1.0784198682788e-10	0.597195860767775	2.06724585662922e-12	70	43	7	8	2.904	1.897	0.325	0.400
403205	0	3.24113371915523	1.10420071841301e-10	-0.241360175970926	2.12818764797844e-12	2	5	33	26	0.083	0.221	1.533	1.299
12509	0	1.28756817535343	1.10420071841301e-10	6.13220295851531	2.12885380789735e-12	830	1089	2305	1775	34.439	48.047	107.063	88.682
108907	0	-2.05333220175294	1.10420071841301e-10	2.16023486644292	2.12725170979252e-12	194	136	40	28	8.050	6.000	1.858	1.399
21949	0	2.29233802654756	1.19855597637671e-10	1.50339375135335	2.31958660574028e-12	16	29	97	95	0.664	1.279	4.505	4.746
213773	0	-1.00229068091443	1.20496704450417e-10	4.72400768797905	2.33642750820007e-12	906	761	355	360	37.592	33.575	16.489	17.986
18553	0	-1.81778380374165	1.22812348215619e-10	4.04618596029761	2.38584642031887e-12	828	396	143	151	34.356	17.472	6.642	7.544
75141	0	-2.38058233872818	1.31001472870192e-10	2.15594565006575	2.55457451051186e-12	221	122	34	22	9.170	5.383	1.579	1.099
70701	0	-2.29639977155614	1.37531712657496e-10	0.862822304374207	2.68697668866149e-12	64	68	12	11	2.656	3.000	0.557	0.550
106795	0	-1.57134721044821	1.40388994700453e-10	3.06312772158888	2.74796516356896e-12	329	254	77	91	13.651	11.207	3.577	4.547
13349	0	-1.43990613882882	1.69349834930887e-10	3.48703813632359	3.33353551227141e-12	357	405	125	118	14.813	17.869	5.806	5.895
224997	0	-2.46419748309163	1.72238439305988e-10	1.05215765327476	3.39673289922402e-12	68	86	15	9	2.821	3.794	0.697	0.450
70572	0	-1.25190923783047	1.90151790479342e-10	8.23853518687037	3.75700031227811e-12	11276	8989	4255	3066	467.869	396.596	197.637	153.182
240672	0	-1.10011662582023	2.01153610103478e-10	7.28665196870844	3.98177424613381e-12	5317	4788	2229	1835	220.615	211.247	103.533	91.679
56774	0	-3.28387697174442	2.12459847542592e-10	0.1121483038666	4.21339482046643e-12	54	28	5	2	2.241	1.235	0.232	0.100
18968	0	-1.04345219963296	2.20979830690772e-10	4.57356485081952	4.39048929589082e-12	846	671	333	299	35.103	29.605	15.467	14.939
72948	0	1.0466646821409	2.2126030637283e-10	5.75827551171993	4.40420272076607e-12	769	898	1524	1460	31.908	39.620	70.787	72.944
110197	0	-2.40726511121694	2.23977225749108e-10	0.695747754756898	4.46652402060475e-12	56	62	7	12	2.324	2.735	0.325	0.600
67973	0	-1.2658140449591	2.30443447647214e-10	4.17421113767703	4.61243002023932e-12	695	510	248	182	28.837	22.501	11.519	9.093
72720	0	1.35082409077892	2.32123810615849e-10	3.62990957076911	4.65460380387938e-12	184	148	408	321	7.635	6.530	18.951	16.038
140703	0	-1.19272125507223	2.376632981702e-10	7.16148137211284	4.77442734467527e-12	5654	3865	1737	1820	234.598	170.524	80.681	90.930
13404	0	2.83322067418854	2.39837955554768e-10	0.0115574929462292	4.8269385072467e-12	2	9	31	38	0.083	0.397	1.440	1.899
16785	0	-1.10689519679739	2.53682727998339e-10	8.33049520790359	5.11490985478089e-12	11778	9180	4426	3926	488.698	405.023	205.580	196.149
20539	0	-1.0892166163725	2.69417362870962e-10	7.94994523205728	5.44207410928135e-12	7982	7947	3361	3105	331.193	350.623	156.113	155.131
71007	0	-2.52980119734441	2.75099362972698e-10	0.566559845074972	5.56696896997623e-12	66	43	8	8	2.739	1.897	0.372	0.400
208936	0	-1.9396511825849	2.77383766600147e-10	6.49783416740619	5.62340245765779e-12	4827	2091	629	890	200.284	92.255	29.216	44.466
72713	0	2.15581461748609	2.92489726228408e-10	1.15121545709695	5.96193047317922e-12	18	20	84	63	0.747	0.882	3.902	3.148
75785	0	1.02635437335705	3.00266967810166e-10	5.43772362277968	6.13150473286883e-12	658	693	1109	1266	27.302	30.575	51.511	63.251
18263	0	-1.31171136081441	3.20216973617726e-10	7.94423418774613	6.56245094760932e-12	9894	6889	3338	2457	410.526	303.944	155.044	122.756
16534	0	-2.46961787640185	3.29465314072806e-10	2.18512043867351	6.77622835890572e-12	236	118	22	32	9.792	5.206	1.022	1.599
72107	0	-2.56817924580438	3.32594517404613e-10	0.420210024193182	6.85282496584066e-12	58	40	7	7	2.407	1.765	0.325	0.350
244418	0	-1.16720311309881	3.37084578925784e-10	4.87532693403308	6.95774122584954e-12	1033	887	440	297	42.862	39.135	20.437	14.839
21414	0	-1.14985885035385	3.44716109806967e-10	4.81673263460723	7.12794634502798e-12	1104	743	380	332	45.808	32.781	17.650	16.587
329251	0	1.07500599676576	3.47586019183125e-10	5.85571818154341	7.20007832518118e-12	802	957	1547	1663	33.277	42.223	71.855	83.086
15904	0	-1.01724465821406	3.50915392712157e-10	6.47391580003343	7.28195597666053e-12	3213	2453	1102	1294	133.315	108.227	51.186	64.650
66422	0	-1.70337163990576	3.59428582015382e-10	2.88345266078424	7.47184034875054e-12	315	211	71	67	13.070	9.309	3.298	3.347
70465	0	-1.07242526317728	3.72223132550169e-10	5.39697389618806	7.76520534809765e-12	1600	1119	593	514	66.388	49.370	27.544	25.680
215193	0	-1.31341753852842	3.93042377140838e-10	3.75917931600761	8.21399132477265e-12	510	398	143	170	21.161	17.560	6.642	8.493
20019	0	-1.12556219358825	3.96037467281026e-10	5.17493392533805	8.29115563055682e-12	1423	937	471	453	59.044	41.341	21.877	22.633
67052	0	-1.97440126377369	4.25167426647478e-10	1.6707409287104	8.91664274583548e-12	121	108	26	24	5.021	4.765	1.208	1.199
77996	0	2.26688424319934	4.40070591454518e-10	1.24315076348838	9.2453845881206e-12	14	24	72	87	0.581	1.059	3.344	4.347
70835	0	-1.93889102767675	4.49654473815008e-10	2.99928343761395	9.49636366201166e-12	365	227	84	48	15.145	10.015	3.902	2.398
11482	0	1.23678746472003	4.56774793116952e-10	5.59841395538724	9.66354560661714e-12	575	783	1483	1303	23.858	34.546	68.883	65.100
232943	0	1.22424756474638	4.82665125392726e-10	4.52007556710747	1.02290412534019e-11	290	359	608	705	12.033	15.839	28.241	35.223
28126	0	-1.22608174141329	4.89959325024069e-10	4.40002539302643	1.04016531343643e-11	842	561	278	235	34.937	24.751	12.913	11.741
11752	0	2.6172612182054	5.16816033197238e-10	3.08646170342064	1.10098415402039e-11	27	84	328	274	1.120	3.706	15.235	13.689
20510	0	-2.90111351388104	5.33622620047226e-10	0.877320421153578	1.14026974474836e-11	95	47	10	6	3.942	2.074	0.464	0.300
56040	0	-1.07486017242705	5.33622620047226e-10	8.2667099136882	1.14071430975179e-11	11086	8813	4261	3850	459.985	388.831	197.916	192.352
16890	0	-1.44726469647978	5.54088235331798e-10	3.26625937657617	1.18650190574748e-11	315	339	97	110	13.070	14.957	4.505	5.496
26563	0	-1.0833706171318	5.57549512663206e-10	4.38833904588278	1.19596514177361e-11	764	582	290	255	31.700	25.678	13.470	12.740
13447	0	-2.03230961506252	5.83350668364277e-10	1.44331337537682	1.2534559414428e-11	108	88	20	21	4.481	3.883	0.929	1.049
107995	0	-1.74244597543122	5.89328980951338e-10	2.77460930109176	1.26846997261317e-11	295	195	61	64	12.240	8.603	2.833	3.198
22704	0	1.04245589946253	6.40508248176539e-10	7.33952043202371	1.38098470669065e-11	2566	2456	4664	4261	106.470	108.359	216.635	212.886
53623	0	-1.36173124465694	6.97003064791972e-10	3.32967213982482	1.5053563377346e-11	373	304	107	119	15.477	13.413	4.970	5.945
67573	0	1.71597152863857	7.04669467323791e-10	2.36931483325964	1.52450659253979e-11	54	60	167	157	2.241	2.647	7.757	7.844
84004	0	1.12830150964631	7.11611940095429e-10	7.66721823063798	1.54476266476435e-11	2924	3112	6204	5221	121.324	137.302	288.165	260.849
99470	0	-1.00468761704858	7.23197782730399e-10	4.72421654354635	1.57257400785042e-11	937	734	380	335	38.878	32.384	17.650	16.737
16765	0	-1.09578833355996	7.65436152617696e-10	4.68005777389593	1.66723647797813e-11	976	682	347	317	40.497	30.090	16.118	15.838
80981	0	-1.39583304560728	7.83706674037363e-10	8.85645926740912	1.70991595608432e-11	16549	15328	6577	3905	686.659	676.274	305.490	195.100
57783	0	-1.38582073075759	8.03763900905779e-10	6.05022919845327	1.75663474424384e-11	2999	1601	721	773	124.436	70.636	33.489	38.620
100504186	0	1.32301375949959	8.22412664675451e-10	3.89710108031028	1.80041773237387e-11	183	219	401	469	7.593	9.662	18.626	23.432
14782	0	-1.222411879971	8.56429453243832e-10	4.60238987325025	1.87803802249282e-11	750	845	348	245	31.119	37.282	16.164	12.241
70312	0	-1.01211917382828	8.87342441766909e-10	5.02381718585729	1.94909098103258e-11	1193	873	431	446	49.501	38.517	20.019	22.283
241452	0	1.63402842853039	9.39693594133576e-10	5.19366595655629	2.06754026745604e-11	307	528	1300	972	12.738	23.295	60.383	48.563
81799	0	2.49608978053598	9.48323826811586e-10	0.15145145388593	2.09001792656146e-11	5	10	36	38	0.207	0.441	1.672	1.899
20017	0	-1.39643708841243	1.0039196757996e-9	3.69975262557176	2.21623976408169e-11	535	353	139	149	22.198	15.574	6.456	7.444
63953	0	1.02267949872497	1.04135398188895e-9	4.39529971382348	2.30271070721976e-11	369	292	569	584	15.311	12.883	26.429	29.178
18795	0	1.10277608245568	1.07563854147547e-9	7.09690344530306	2.38248059887498e-11	1935	2174	4054	3594	80.288	95.917	188.301	179.562
229706	0	-2.1512324006971	1.0780797861493e-9	0.914885219137593	2.39396119076803e-11	68	67	10	16	2.821	2.956	0.464	0.799
16666	0	-1.37662002080249	1.07860044028051e-9	6.18290999668025	2.40094656304394e-11	2099	2820	985	668	87.093	124.419	45.752	33.374
71740	0	-2.91801552834713	1.11855621953597e-9	0.266553967059089	2.49400297670555e-11	58	32	8	2	2.407	1.412	0.372	0.100
268697	0	-2.26658058469559	1.14502051099007e-9	1.29100866539076	2.55722230461377e-11	111	70	17	15	4.606	3.088	0.790	0.749
17342	0	1.63236682295036	1.21665720652416e-9	2.71209800170242	2.72168800017179e-11	83	69	182	223	3.444	3.044	8.454	11.141
216892	0	-1.40355992752914	1.25821499165154e-9	3.51967173994328	2.81928301231019e-11	467	316	128	125	19.377	13.942	5.945	6.245
21834	0	1.03688488080938	1.26942889833334e-9	4.80611666122675	2.84908064308231e-11	402	464	769	769	16.680	20.472	35.719	38.420
50781	0	1.40874282934651	1.30666493738421e-9	7.33528514008644	2.93746008588157e-11	1680	2466	4834	4764	69.707	108.800	224.531	238.017
217216	0	-3.06414074722364	1.40855659072569e-9	0.0983270301523206	3.17688358701515e-11	51	29	8	0	2.116	1.279	0.372	0.000
108148	0	1.09269296405642	1.42041576073645e-9	6.2138429279167	3.20885712164605e-11	982	1250	2058	2075	40.746	55.150	95.591	103.670
93689	0	1.12692317765956	1.48969425826564e-9	8.35637178844933	3.38180712075462e-11	4520	5198	9098	9286	187.546	229.337	422.586	463.943
16600	0	1.0051402547505	1.50503738826532e-9	9.33111452824239	3.43325060055372e-11	9836	10428	16907	18232	408.120	460.085	785.301	910.899
117198	0	-1.18932737586624	1.55032281893934e-9	7.54940206963526	3.54225862085186e-11	7502	4960	2410	2258	311.276	218.836	111.940	112.813
20877	0	-2.97403382417052	1.62215936914631e-9	1.48235465261087	3.73026824282147e-11	140	82	20	4	5.809	3.618	0.929	0.200
20515	0	-1.05686958736832	1.71656705088756e-9	7.007786513935	3.95368105469521e-11	4857	3442	1766	1648	201.529	151.862	82.028	82.337
225845	0	-1.24815289740324	1.72779754416271e-9	3.85806666546825	3.99226188503691e-11	448	505	172	175	18.589	22.281	7.989	8.743
218977	0	-2.26183744934607	1.77338105700011e-9	0.950764925367745	4.11063713127809e-11	86	55	13	12	3.568	2.427	0.604	0.600
320587	0	1.57495021142954	1.79819605673794e-9	5.10659655556297	4.1813897047661e-11	301	510	1205	912	12.489	22.501	55.970	45.565
27984	0	-1.29973908550719	1.82885208193733e-9	8.25019756317498	4.2594038333505e-11	10009	10470	4351	2864	415.298	461.938	202.096	143.090
269120	0	1.14221446811415	1.8795060104902e-9	4.62939471257567	4.38429232367191e-11	325	403	756	639	13.485	17.780	35.115	31.925
234094	0	1.12920751232577	1.88702560113175e-9	7.09963433703953	4.40877610183841e-11	1859	2201	4054	3652	77.134	97.108	188.301	182.460
50778	0	-2.18262043563293	1.92880637955742e-9	0.713139017353033	4.51348783030472e-11	64	53	14	8	2.656	2.338	0.650	0.400
66793	0	1.00164364450417	2.04533779230096e-9	4.35423347917764	4.80122709256415e-11	329	317	588	528	13.651	13.986	27.312	26.380
19124	0	-1.32184158338735	2.06536603850369e-9	4.63172911622333	4.85584053351433e-11	698	955	321	255	28.962	42.135	14.910	12.740
103172	0	-2.15891090776791	2.07442430597695e-9	1.24670337742117	4.89240214920057e-11	104	69	17	16	4.315	3.044	0.790	0.799
59091	0	1.14248396629381	2.09971351100282e-9	7.4879483765596	4.95977068348287e-11	2416	2864	5142	4967	100.246	126.360	238.837	248.159
17075	0	-1.16462387562329	2.31230763675116e-9	8.57007955050352	5.49597385239062e-11	13464	11531	5630	3983	558.654	508.750	261.504	198.997
56847	0	-2.11724188459049	2.3462266846737e-9	1.03672852007204	5.59749387996588e-11	74	73	10	19	3.070	3.221	0.464	0.949
12443	0	-1.13581477330882	2.3462266846737e-9	7.46335144296497	5.59877892477572e-11	6479	5076	2569	1951	268.830	223.954	119.326	97.475
170942	0	-1.3130467064221	2.3462266846737e-9	4.18536556971794	5.60249132916308e-11	652	569	265	159	27.053	25.104	12.309	7.944
18619	0	-1.98802537086516	2.43076221555713e-9	2.3182826586593	5.82223850151841e-11	225	142	48	31	9.336	6.265	2.230	1.549
71952	0	-1.15347443933512	2.43567723231317e-9	3.87078101602463	5.84297271962982e-11	490	457	199	168	20.331	20.163	9.243	8.394
16792	0	-2.682673443743	2.53048041157029e-9	0.0733884252423995	6.07970752697082e-11	39	37	6	4	1.618	1.632	0.279	0.200
329876	0	2.07018943178728	2.61286319021438e-9	1.26049892322686	6.28763988336682e-11	18	25	89	68	0.747	1.103	4.134	3.397
11464	0	2.04943243954569	2.61286319021438e-9	1.45764092051187	6.29686666025395e-11	20	30	98	82	0.830	1.324	4.552	4.097
78733	0	-2.2026587281906	2.61978043256979e-9	0.602386052559376	6.3231758481393e-11	59	49	9	11	2.448	2.162	0.418	0.550
67849	0	-2.08391413439718	2.66960733716778e-9	0.80910301248813	6.45326178490463e-11	65	59	11	14	2.697	2.603	0.511	0.699
76044	0	-1.13208579324784	2.81281837136735e-9	4.01008068317307	6.80979612332947e-11	569	473	230	179	23.609	20.869	10.683	8.943
21807	0	1.40178165058171	2.86473048388042e-9	10.6134926769771	6.95655513212803e-11	15222	25009	49445	43620	631.598	1103.401	2296.634	2179.323
100039795	0	-2.01968234122535	2.87813248296568e-9	1.36425642416712	7.00368153483834e-11	106	79	22	17	4.398	3.485	1.022	0.849
21857	0	-1.69261669859404	3.13445245271543e-9	2.19340957865875	7.65766374260659e-11	171	149	42	43	7.095	6.574	1.951	2.148
16571	0	-1.89062266799757	3.18173952769644e-9	2.51270566062823	7.78489563971498e-11	240	175	62	34	9.958	7.721	2.880	1.699
19387	0	-1.08392934793321	3.19574280926834e-9	6.28674718518553	7.83091618886904e-11	2859	2191	1210	838	118.627	96.667	56.202	41.868
434341	0	-1.39919086797052	3.32850565231744e-9	5.57578174750031	8.16848769305616e-11	1741	1533	699	374	72.238	67.636	32.467	18.686
