EntrezGeneID	Basal.Preg	Basal.Lac	FDR	AveExpr	P value	MCL1.DI	MCL1.DJ	MCL1.DK	MCL1.DL	MCL1.DI CPM	MCL1.DJ CPM	MCL1.DK CPM	MCL1.DL CPM
22171	0	-1.45187960705093	0.00000685266182358844	2.68222926293181	3.48192574354304e-7	258	179	88	49	10.705	7.898	4.087	2.448
68235	0	1.34540216872458	0.00000685397263839459	2.33499640262229	3.48733318749597e-7	59	75	144	151	2.448	3.309	6.689	7.544
12563	0	-1.25096868940903	0.00000711588369107546	2.86363750257596	3.62876294044321e-7	289	190	90	82	11.991	8.383	4.180	4.097
83490	0	-4.09930882241726	0.00000732905731834411	-0.701710872712281	3.75095431392496e-7	37	8	2	0	1.535	0.353	0.093	0.000
230678	0	-1.60396760471305	0.00000746666897155357	1.24509202280881	3.82687732343873e-7	95	65	27	18	3.942	2.868	1.254	0.899
243300	0	1.22458277688647	0.00000772135811269534	2.49192895431403	3.98298100518741e-7	77	82	160	161	3.195	3.618	7.432	8.044
55983	0	-1.34077260444191	0.00000795520658013342	3.49727947915146	4.11531713884528e-7	420	339	88	168	17.427	14.957	4.087	8.394
12021	0	-1.4695388921516	0.0000080968914395726	1.1166165092846	4.20350778955699e-7	74	68	21	23	3.070	3.000	0.975	1.149
100504586	0	1.13059138695109	0.00000844073919448282	3.18086015934621	4.39754468500963e-7	120	148	240	268	4.979	6.530	11.148	13.390
12306	0	1.09280356789725	0.00000850277973258095	9.00472580923939	4.43612408874491e-7	6348	9044	16617	12068	263.394	399.023	771.831	602.936
212753	0	-5.41431943214305	0.00000862800733031273	-0.402112433638749	4.51733118622282e-7	0	58	0	1	0.000	2.559	0.000	0.050
66701	0	-1.24523147245297	0.0000086524753279155	2.67475655485364	4.53332531253971e-7	245	173	82	69	10.166	7.633	3.809	3.447
332131	0	2.01824563672337	0.00000865500569728917	1.23262964319981	4.53783550485193e-7	13	30	94	59	0.539	1.324	4.366	2.948
12794	0	-1.53470825331499	0.00000914997008467885	1.22621549769703	4.8175456018159e-7	92	64	22	24	3.817	2.824	1.022	1.199
105439	0	-3.27504893862067	0.00000946331563914587	-0.919040215558641	4.99297053848014e-7	16	20	1	2	0.664	0.882	0.046	0.100
71367	0	1.57372564272004	0.00000949880071189151	0.525914711632499	5.01868274118849e-7	17	16	39	46	0.705	0.706	1.811	2.298
18599	0	1.66573774232722	0.0000103495626054881	0.780603189091451	5.49102957324177e-7	21	17	41	63	0.871	0.750	1.904	3.148
12521	0	-1.26819330872664	0.0000105395064164358	3.56824011045385	5.60731678066381e-7	524	270	144	136	21.742	11.912	6.689	6.795
57814	0	-1.45780554202272	0.0000109373385142841	3.08842559709411	5.84714406757232e-7	214	359	87	95	8.879	15.839	4.041	4.746
54199	0	-1.28825762439293	0.0000109839815563326	2.49116486924284	5.87612096946454e-7	173	194	73	57	7.178	8.559	3.391	2.848
100039062	0	-1.25829762014988	0.0000112167526810031	2.69959921584671	6.00890095424427e-7	229	196	93	60	9.502	8.648	4.320	2.998
210710	0	1.38808723918436	0.0000113281220005644	1.62824912128531	6.07689829530997e-7	38	42	88	93	1.577	1.853	4.087	4.646
269328	0	-1.07488270315487	0.000011359018737007	4.72464959948822	6.09765198767183e-7	1048	659	276	413	43.484	29.075	12.820	20.634
319765	0	-1.69210881032444	0.0000116141241467804	0.887302220694602	6.25596149633412e-7	77	48	21	12	3.195	2.118	0.975	0.600
224065	0	1.52435320152277	0.0000118593597704352	3.18648929978965	6.40114823327881e-7	80	140	342	213	3.319	6.177	15.885	10.642
68014	0	-1.27889258845077	0.0000119076005997414	2.47892761317326	6.43156763693309e-7	212	154	59	70	8.796	6.795	2.740	3.497
50877	0	-1.47084570535023	0.0000120597154785138	1.29207034080739	6.52703979870261e-7	77	84	24	26	3.195	3.706	1.115	1.299
100038560	0	1.456447018537	0.0000121527877163673	2.29558880030521	6.58635575488759e-7	50	73	168	126	2.075	3.221	7.803	6.295
243529	0	-1.41450567609609	0.0000123110051812649	1.63708582409041	6.68116289869596e-7	108	97	29	37	4.481	4.280	1.347	1.849
23967	0	1.12453380537749	0.0000125239611118494	5.08044496761763	6.81516556327506e-7	530	481	680	1209	21.991	21.222	31.585	60.404
13058	0	-2.19130241345521	0.0000125867510587939	-0.306759600423011	6.85396503440707e-7	28	26	5	5	1.162	1.147	0.232	0.250
99151	0	1.34719202388037	0.0000126875921838465	2.80313956251242	6.92754950543739e-7	74	111	189	220	3.070	4.897	8.779	10.992
114249	0	-1.26346620153734	0.0000128962766416714	2.72681131912123	7.04623820334889e-7	265	171	75	80	10.996	7.545	3.484	3.997
242505	0	-1.65667816012744	0.0000130631901493856	0.539240961969928	7.15185508748881e-7	57	39	16	10	2.365	1.721	0.743	0.500
66197	0	-1.34377707189107	0.0000131350200707541	2.58012084694042	7.19601342409683e-7	242	157	58	76	10.041	6.927	2.694	3.797
16670	0	1.42784785374894	0.0000133508136116351	2.45191675598304	7.32063707500638e-7	54	85	179	147	2.241	3.750	8.314	7.344
76131	0	-2.44507819143985	0.0000135517627086962	-0.393007547511076	7.45424233765069e-7	35	17	7	1	1.452	0.750	0.325	0.050
73808	0	-4.25238883736855	0.0000136070073076692	-1.30388951440757	7.48963645913134e-7	15	12	1	0	0.622	0.529	0.046	0.000
64424	0	-1.1194094365523	0.0000137112996467622	3.02799936158703	7.55713119351329e-7	307	216	104	102	12.738	9.530	4.831	5.096
76872	0	1.30659826278222	0.0000140589325520398	1.92836336255121	7.75907826927396e-7	51	52	109	111	2.116	2.294	5.063	5.546
69480	0	-2.95976269770341	0.0000141692132061292	-0.832219812355938	7.84079497480345e-7	22	16	3	1	0.913	0.706	0.139	0.050
67689	0	1.452950089715	0.0000145508577821416	2.05148726771546	8.07339988059512e-7	43	61	114	133	1.784	2.691	5.295	6.645
14622	0	-1.75133872337985	0.0000145978904292648	0.325127779523571	8.11023751727063e-7	51	32	11	10	2.116	1.412	0.511	0.500
108052	0	-2.83962328236483	0.0000146299992262194	-0.665896650944161	8.1334592261737e-7	16	27	3	2	0.664	1.191	0.139	0.100
14239	0	-1.56127374957079	0.0000162249175834415	0.791500486287834	9.08577359798906e-7	68	46	18	15	2.821	2.030	0.836	0.749
77411	0	-1.17351617101152	0.0000163525201639053	3.03079566224294	9.1813332978106e-7	324	207	102	99	13.444	9.133	4.738	4.946
75686	0	1.41700888530946	0.0000163964773555271	2.10651200966727	9.21204640416864e-7	45	65	122	133	1.867	2.868	5.667	6.645
224674	0	-1.70696909406433	0.0000166154540098487	0.470906986886041	9.34730092389661e-7	57	35	11	13	2.365	1.544	0.511	0.650
51944	0	-1.52575254913074	0.0000172035393877672	2.20080705154583	9.70345703721515e-7	196	119	37	56	8.133	5.250	1.719	2.798
235604	0	-2.12629557372614	0.000017617865119322	-0.124005103330311	9.94363482579933e-7	41	21	9	3	1.701	0.927	0.418	0.150
237436	0	-1.67824296983482	0.0000178294639504765	2.81347897911601	0.00000100696225630014	265	231	99	35	10.996	10.192	4.598	1.749
16985	0	1.44278723306635	0.0000178833108177206	1.79978824840635	0.00000101066137150075	45	43	123	84	1.867	1.897	5.713	4.197
56072	0	-1.51104853521718	0.0000183966838456551	1.40447620707508	0.00000104113220934883	107	70	26	27	4.440	3.088	1.208	1.349
59053	0	-1.19208122177397	0.0000193293763871346	2.90017391102297	0.00000110020770708625	283	202	106	76	11.742	8.912	4.924	3.797
21838	0	1.0448931884563	0.0000195508755613577	3.84138821672415	0.00000111353454391191	184	256	427	363	7.635	11.295	19.833	18.136
11668	0	-1.53377767405767	0.0000199921991683724	0.596743437360773	0.00000114087718128502	51	47	16	13	2.116	2.074	0.743	0.650
73121	0	-1.2689340796517	0.0000202964900235187	2.7177394898717	0.00000116048219200662	186	242	76	78	7.718	10.677	3.530	3.897
76972	0	-1.31982564037598	0.0000203219309652064	2.12113047652065	0.00000116268452301027	167	119	48	50	6.929	5.250	2.230	2.498
328779	0	-1.7642936671252	0.0000207690569571485	0.393702018932282	0.000001190558546644	36	51	12	10	1.494	2.250	0.557	0.500
100040447	0	2.12945174323464	0.0000216645775026066	-0.412358439327232	0.00000124587860615086	7	5	28	18	0.290	0.221	1.301	0.899
17082	0	-2.80685317031136	0.0000231408214824155	0.630838842092665	0.00000134237979526156	93	25	9	5	3.859	1.103	0.418	0.250
208943	0	-1.67878398430086	0.0000233131340152813	1.6272642123786	0.00000135440739578826	135	79	36	21	5.601	3.485	1.672	1.049
66060	0	-1.79035537904798	0.0000233776672759321	0.0760985891037644	0.0000013596257867375	38	31	8	9	1.577	1.368	0.372	0.450
319888	0	-1.87846243640007	0.0000237936829280961	0.710793999304949	0.00000138757818319409	76	37	11	15	3.153	1.632	0.511	0.749
52024	0	-2.02292779815273	0.0000248247976366741	0.173772233191042	0.00000145775698252812	53	24	8	8	2.199	1.059	0.372	0.400
260315	0	-1.91462089319844	0.0000250264902383716	-0.0840179415131912	0.00000147052153908089	30	32	7	7	1.245	1.412	0.325	0.350
13867	0	-1.33969582631536	0.0000260725445765899	2.40539721359485	0.00000153870125835572	212	140	70	49	8.796	6.177	3.251	2.448
67824	0	-1.34154626363332	0.0000261480664837901	1.49715594473167	0.0000015460444769657	98	85	32	30	4.066	3.750	1.486	1.499
14570	0	-2.01080675640173	0.0000265638852443865	-0.209865521625037	0.00000157453987007273	30	27	4	8	1.245	1.191	0.186	0.400
72415	0	-1.67052710103285	0.0000270890747780356	0.326477710395798	0.00000160666649038572	47	35	15	7	1.950	1.544	0.697	0.350
69740	0	-1.00996730850199	0.0000275796726482874	3.03369317723818	0.00000163880831991553	278	233	110	108	11.535	10.280	5.109	5.396
18969	0	-1.04252386120779	0.0000276404395990323	3.23457559703608	0.00000164343612318467	349	246	116	131	14.481	10.854	5.388	6.545
19668	0	1.60796790492616	0.000027766237037918	0.329786937506786	0.00000165193735201124	12	16	32	42	0.498	0.706	1.486	2.098
17112	0	1.01628896040528	0.0000278341819103298	9.69511150607192	0.00000165700380186591	10934	14841	27424	18111	453.679	654.787	1273.797	904.854
78317	0	-1.86134482751726	0.0000279527922556616	-0.0349365927233632	0.00000166715023534447	34	30	10	5	1.411	1.324	0.464	0.250
320571	0	1.93538167089928	0.0000281164735032268	-0.266533091701068	0.00000168001593028589	10	5	24	26	0.415	0.221	1.115	1.299
545551	0	-1.71230237626233	0.0000284590825524424	0.632792119963566	0.00000170491151235999	67	37	16	11	2.780	1.632	0.743	0.550
271970	0	-1.42662546098743	0.0000284590825524424	1.41949658719497	0.00000170572300224175	100	76	24	32	4.149	3.353	1.115	1.599
26427	0	-1.30050844728076	0.0000286747448305655	3.04993278857707	0.0000017207589984419	361	193	90	101	14.979	8.515	4.180	5.046
52028	0	1.19539177994369	0.0000295139390428558	2.55088232591133	0.00000177980595648261	96	73	149	183	3.983	3.221	6.921	9.143
67434	0	-1.51468552119041	0.0000297510369782881	0.946822641817832	0.00000179629315579568	56	70	20	18	2.324	3.088	0.929	0.899
11687	0	-2.76921380156758	0.0000299104523768362	-0.718074546529781	0.0000018070187572304	16	25	1	4	0.664	1.103	0.046	0.200
18175	0	-2.54656787141212	0.0000299968769189831	-0.668245092092391	0.00000181444739154524	22	20	5	1	0.913	0.882	0.232	0.050
16854	0	-1.3798205420976	0.0000307583208220132	2.21383607614503	0.00000186503229385473	135	171	59	43	5.601	7.545	2.740	2.148
627872	0	1.4827969265523	0.0000312523601120857	0.731010686022463	0.00000189958787685955	15	25	48	49	0.622	1.103	2.230	2.448
240633	0	1.73547536790344	0.000031621057503818	1.78408411646631	0.00000192548843477754	37	38	74	141	1.535	1.677	3.437	7.045
100216534	0	-1.08751667979591	0.0000332818530223978	2.74144226703995	0.00000203519039417289	232	191	90	81	9.626	8.427	4.180	4.047
69270	0	-1.5190080445637	0.0000338845918656286	0.67674337541816	0.00000207828156444324	62	42	16	15	2.573	1.853	0.743	0.749
56742	0	-1.45616147109409	0.0000343853509475565	0.756057320499129	0.0000021127906134302	62	47	18	16	2.573	2.074	0.836	0.799
76375	0	1.15642497015467	0.0000346805407512705	2.5688957031483	0.00000213220440764462	80	93	179	155	3.319	4.103	8.314	7.744
108961	0	-1.24223895580919	0.000035452474227819	2.65198601184063	0.00000218227268785243	240	171	90	59	9.958	7.545	4.180	2.948
104367	0	-1.24563137328524	0.0000357781566395621	2.18800638008845	0.00000220626919783311	146	148	61	46	6.058	6.530	2.833	2.298
77022	0	-1.68053053268815	0.0000362284736903086	0.27396620179866	0.00000223670403077147	48	31	9	12	1.992	1.368	0.418	0.600
71982	0	-1.11056705007899	0.000036239727961851	3.39660449534314	0.00000223873222885124	289	379	152	117	11.991	16.722	7.060	5.846
11537	0	4.2105683091057	0.0000368702723039569	-1.60194989207434	0.00000228039765050044	0	1	10	10	0.000	0.044	0.464	0.500
625514	0	-1.13302857152	0.0000369306148338025	2.47016742513769	0.00000228684737353433	187	165	70	68	7.759	7.280	3.251	3.397
100216537	0	-1.43157176733471	0.0000374956397405466	0.925757446715925	0.00000232873320880248	71	52	18	21	2.946	2.294	0.836	1.049
243339	0	-1.44525721648921	0.0000380807566557037	1.59692907916813	0.00000236927626126034	119	82	27	36	4.938	3.618	1.254	1.799
171282	0	-1.83706684270118	0.0000391665538352086	-0.0520269790852392	0.00000244547782693804	36	27	7	8	1.494	1.191	0.325	0.400
260299	0	-1.21085886270011	0.0000394975223545235	2.13936120233471	0.00000247195575720389	155	128	56	49	6.431	5.647	2.601	2.448
277973	0	-1.0139572265767	0.0000399078087827474	3.18910099724915	0.00000250057023279072	328	244	135	108	13.610	10.765	6.271	5.396
14421	0	-1.17556325191098	0.0000421036389277164	3.00667612531565	0.00000264745277337162	276	243	76	121	11.452	10.721	3.530	6.045
27221	0	-1.16615294527034	0.0000438861855827248	2.93839731854177	0.00000277407067335521	307	190	98	91	12.738	8.383	4.552	4.547
72446	0	-1.23650359348455	0.0000441267722720576	2.8970786152962	0.0000027925254169741	268	219	114	64	11.120	9.662	5.295	3.198
19131	0	2.46467147188784	0.000044274291652261	-0.674388522985184	0.00000280511903400395	4	4	13	26	0.166	0.176	0.604	1.299
11517	0	1.88518852349716	0.0000447559623586609	-0.0630567711206844	0.00000284222344571355	9	9	39	19	0.373	0.397	1.811	0.949
69878	0	-1.19612469098932	0.0000455174397323155	2.8290739429671	0.00000289393045577251	248	212	108	65	10.290	9.353	5.016	3.248
78284	0	1.08344160796914	0.0000458868505576594	2.61981309080159	0.00000292079368132569	93	93	165	175	3.859	4.103	7.664	8.743
18595	0	-1.34699492959356	0.0000462705550567101	1.17583538719622	0.0000029522751122097	74	71	27	22	3.070	3.133	1.254	1.099
105853	0	-2.05953343885905	0.0000462705550567101	1.47311055748836	0.0000029537294611057	148	55	23	18	6.141	2.427	1.068	0.899
245671	0	1.260266469771	0.0000469893083605391	2.23379869652656	0.00000300306959867016	56	74	133	137	2.324	3.265	6.178	6.845
76261	0	-1.41313435203247	0.0000472851896688488	1.91916932912399	0.0000030237190347128	150	102	49	32	6.224	4.500	2.276	1.599
70024	0	-1.20192767052705	0.0000474874769877783	2.21065975132616	0.00000304189622266169	144	152	56	55	5.975	6.706	2.601	2.748
19362	0	-1.58740146868986	0.0000478149904821479	0.539368789743698	0.0000030663942165048	57	38	18	9	2.365	1.677	0.836	0.450
269513	0	1.31586989165684	0.0000503401072462357	1.67157238807041	0.00000323944396680033	52	34	97	87	2.158	1.500	4.505	4.347
27214	0	-1.05320106490993	0.0000506148402477279	2.84477292069289	0.00000325898562984377	252	200	99	88	10.456	8.824	4.598	4.397
69032	0	3.57280907744327	0.0000521652681126485	-1.41493583451214	0.00000336649178665828	1	1	10	13	0.041	0.044	0.464	0.650
72807	0	1.29919506333012	0.0000532674485770514	1.31194894090145	0.00000344414639786934	39	28	73	69	1.618	1.235	3.391	3.447
216225	0	-1.37454957197106	0.0000540205789816739	0.884907341455257	0.00000350212517626511	64	54	18	21	2.656	2.382	0.836	1.049
110095	0	1.26712222138121	0.0000542906367899433	1.55785471383425	0.00000352163040070164	45	36	88	80	1.867	1.588	4.087	3.997
320405	0	-1.32563053432346	0.0000552204162538457	1.3924481876775	0.00000358803690732888	87	82	33	25	3.610	3.618	1.533	1.249
54120	0	-1.74644187585794	0.0000559901910827236	0.044331895383035	0.00000364011433986433	40	27	8	9	1.660	1.191	0.372	0.450
231946	0	1.48550538573987	0.0000565834461632044	0.92835246354842	0.00000368909329265971	16	30	56	56	0.664	1.324	2.601	2.798
22437	0	-1.5293460077635	0.0000567952415240182	1.60493886631035	0.00000370708114587028	84	119	33	28	3.485	5.250	1.533	1.399
56314	0	1.37357864000518	0.0000571370020038131	1.38750098442268	0.00000373569493214526	34	34	66	86	1.411	1.500	3.066	4.297
28240	0	-2.68816488500216	0.0000574809813041248	-0.776646494610983	0.00000376241457522492	25	14	4	1	1.037	0.618	0.186	0.050
70335	0	-1.30943074721804	0.0000578752011625948	1.28397966247386	0.00000379247703265688	85	71	28	26	3.527	3.133	1.301	1.299
17879	0	2.62487393088383	0.000058996609830786	-0.903099127192907	0.00000387464397321288	4	2	13	20	0.166	0.088	0.604	0.999
271849	0	-1.07166395872665	0.0000613578483019536	2.71586831263152	0.00000405229543772791	227	187	79	90	9.419	8.250	3.669	4.497
19415	0	-2.08992565014599	0.000063524809063285	0.144509282117896	0.00000420242123315009	54	22	5	10	2.241	0.971	0.232	0.500
12828	0	-1.01376452980232	0.0000635288630528739	3.30988682757591	0.00000420502684543656	298	320	156	109	12.365	14.118	7.246	5.446
73420	0	-1.00483384565364	0.0000640889929178895	3.02158118132752	0.00000424681836142312	261	244	122	95	10.830	10.765	5.667	4.746
69568	0	-1.06737654451836	0.000064392974471427	3.04768163706399	0.00000427169995113812	315	210	103	111	13.070	9.265	4.784	5.546
100502946	0	-1.65383443861658	0.0000652442467218688	0.122646748385444	0.00000434017432845722	36	34	10	9	1.494	1.500	0.464	0.450
100503545	0	1.84429967346625	0.0000679535585889473	-0.246607613578432	0.00000454290503536249	10	6	21	29	0.415	0.265	0.975	1.449
20724	0	1.07716044443517	0.0000684822002401283	7.52201342192503	0.0000045858053805156	2221	3321	6026	4206	92.155	146.523	279.897	210.138
665270	0	-1.41529384947168	0.0000686373414314849	1.01441661638239	0.00000459871955357938	78	53	24	18	3.236	2.338	1.115	0.899
16516	0	-1.53109710601442	0.0000690974195691485	0.638218324540549	0.00000463462952553655	52	49	22	8	2.158	2.162	1.022	0.400
15437	0	1.45770501710307	0.0000692804790571052	0.491158925116973	0.00000465200611792991	13	21	41	40	0.539	0.927	1.904	1.998
15365	0	-2.27058319375807	0.0000692804790571052	-0.523204797457995	0.00000465135388670288	29	17	2	6	1.203	0.750	0.093	0.300
56508	0	1.15925728447424	0.0000722268066096942	2.69301370753694	0.00000485515933904526	81	107	173	191	3.361	4.721	8.036	9.543
328234	0	4.13907694567792	0.0000722910684070189	-1.65327413545177	0.00000486213889576623	1	0	9	10	0.041	0.000	0.418	0.500
13537	0	-1.05266346313355	0.0000746807183189662	3.55328688316025	0.00000503657697617174	447	300	127	180	18.547	13.236	5.899	8.993
14794	0	1.13679854284996	0.0000746807183189662	2.26786632754957	0.00000503660019421851	74	68	129	140	3.070	3.000	5.992	6.995
219140	0	-1.08780712875759	0.0000749449949658885	2.876437288458	0.00000506821077844303	277	190	99	89	11.493	8.383	4.598	4.447
233781	0	-1.21121253047501	0.0000766233641488717	2.28240530816666	0.00000518735016129821	181	133	52	64	7.510	5.868	2.415	3.198
234396	0	-1.57945795815761	0.0000791694435776823	0.262832697554967	0.0000053713695852403	43	34	8	14	1.784	1.500	0.372	0.699
16578	0	1.2583011996826	0.0000795671311123914	1.64247794626421	0.00000540420633700558	40	46	91	87	1.660	2.030	4.227	4.347
319186	0	1.48960726498215	0.0000796518608317242	0.34194242165105	0.00000541506986357473	13	17	33	40	0.539	0.750	1.533	1.998
18025	0	-1.46059289174614	0.0000800759842806015	0.544838151955974	0.00000544760642167969	44	49	15	14	1.826	2.162	0.697	0.699
211480	0	-1.51788572161179	0.0000834749902017727	0.675766374635891	0.0000057126267256079	64	40	19	12	2.656	1.765	0.883	0.600
72155	0	-1.47026562760188	0.0000849394268410654	1.87095909415506	0.00000583159683893551	148	98	49	27	6.141	4.324	2.276	1.349
66538	0	-1.02895020968646	0.000091039443755541	2.88223274075611	0.00000630064364782268	262	200	93	101	10.871	8.824	4.320	5.046
72147	0	-1.29609406439622	0.0000959646470809587	1.99678592625677	0.0000066591605428709	144	116	56	35	5.975	5.118	2.601	1.749
11876	0	1.20845896779127	0.0000978634830451909	2.07031263751185	0.00000682333052616493	54	65	116	122	2.241	2.868	5.388	6.095
66175	0	-1.50134119883558	0.0000990053310721307	1.58401644585883	0.00000692479982222011	82	117	34	27	3.402	5.162	1.579	1.349
24084	0	1.36625164056764	0.0000992509551845168	0.749609266092522	0.00000695017356304052	18	25	45	51	0.747	1.103	2.090	2.548
11979	0	-1.40504953059693	0.0000996043548439152	0.757513439503064	0.00000698484316393394	57	51	23	12	2.365	2.250	1.068	0.600
210853	0	1.63435413236315	0.000100542243573235	0.0831771732562112	0.00000706559053772687	13	10	39	23	0.539	0.441	1.811	1.149
217328	0	-1.34756646551142	0.000103023468995568	1.11991408364609	0.00000727028270111112	66	73	21	26	2.739	3.221	0.975	1.299
319655	0	-1.33231711731875	0.000103579920198633	1.27636790131871	0.00000732098409439544	89	67	23	30	3.693	2.956	1.068	1.499
69631	0	-2.37165207093128	0.000106296356487965	-0.615299856557539	0.00000752862453509448	17	26	6	1	0.705	1.147	0.279	0.050
72792	0	-1.72364999944988	0.000106423140537799	-0.0500034542198772	0.00000754151987474889	32	30	6	10	1.328	1.324	0.279	0.500
77032	0	1.13579726253511	0.000108317000805337	2.09847789983047	0.00000771557870264297	64	62	125	114	2.656	2.735	5.806	5.696
66548	0	1.28094046258597	0.000108317000805337	1.72171556375977	0.00000771192326868014	42	48	86	103	1.743	2.118	3.995	5.146
16176	0	-1.68473802932929	0.000108998438449563	0.075075282972743	0.00000777614968003618	42	26	7	11	1.743	1.147	0.325	0.550
20972	0	-1.96951777427302	0.000110279207507203	-0.039666316108346	0.00000788375216845706	46	19	8	6	1.909	0.838	0.372	0.300
12322	0	-2.75144302793195	0.000111590971055512	-0.72431087614004	0.00000798574041366389	30	11	4	1	1.245	0.485	0.186	0.050
74782	0	1.37424120031041	0.000112223604539067	0.686610677897479	0.00000803514236848395	21	20	54	38	0.871	0.882	2.508	1.899
245386	0	-1.03136094613525	0.00011425419016896	2.91272587909196	0.00000819734614332652	277	196	97	101	11.493	8.648	4.505	5.046
50934	0	-1.373034918153	0.000114627752457646	0.847832906418644	0.00000823680049118009	67	48	22	16	2.780	2.118	1.022	0.799
100503185	0	1.66260343417234	0.000117108878267225	-0.0800366822882029	0.00000843232182085284	10	10	24	31	0.415	0.441	1.115	1.549
209588	0	-1.17451787990583	0.000117270005466297	2.32653409368372	0.00000844823837164758	191	131	62	60	7.925	5.780	2.880	2.998
230587	0	-1.4428790826433	0.000118137919936367	0.485529374875705	0.00000852380370856969	51	38	15	13	2.116	1.677	0.697	0.650
70808	0	1.09415786619877	0.000122053499293477	2.44746490205639	0.000008842243647995	81	83	140	162	3.361	3.662	6.503	8.094
246316	0	-2.20807985996007	0.000123558291829802	-0.569791050449732	0.00000896489758594388	27	17	3	5	1.120	0.750	0.139	0.250
108078	0	-2.85101177909883	0.000125742325250178	-0.917473133356518	0.00000913724170753527	13	22	2	2	0.539	0.971	0.093	0.100
19364	0	1.04584353071184	0.000126006956550003	3.03126680208727	0.00000916574388680067	110	141	212	237	4.564	6.221	9.847	11.841
58203	0	-1.51870143072553	0.000129841013120472	0.276916086154729	0.00000946535202920452	40	37	15	8	1.660	1.632	0.697	0.400
78801	0	-1.86049745559673	0.000130009663721278	-0.122866943109996	0.00000948560149966129	40	20	9	5	1.660	0.882	0.418	0.250
100217423	0	-1.38702071728823	0.00013094203882989	0.784027788270845	0.00000956808157460398	64	46	22	14	2.656	2.030	1.022	0.699
107373	0	-1.29227638796343	0.000131683658900629	1.34675636802106	0.00000963680773955449	94	69	31	26	3.900	3.044	1.440	1.299
71174	0	-1.25909796593482	0.000133646530870323	1.27354892468178	0.00000978537092725791	76	77	28	27	3.153	3.397	1.301	1.349
66952	0	1.26892494622578	0.000134796572612947	1.472666282512	0.00000988425997088904	38	38	71	87	1.577	1.677	3.298	4.347
21679	0	-1.36436801259954	0.000134796572612947	0.729337427688912	0.00000988941336289846	55	50	22	13	2.282	2.206	1.022	0.650
435626	0	-1.13521239620222	0.00013903701350308	2.32177882277082	0.0000102260933070627	184	134	64	60	7.635	5.912	2.973	2.998
217219	0	1.08579988509642	0.000142352825172825	2.91401008720727	0.0000105066325948963	125	104	174	243	5.187	4.588	8.082	12.141
93897	0	-1.2475643968482	0.000142391552899962	1.87210742915279	0.0000105147300000082	137	99	39	46	5.684	4.368	1.811	2.298
229933	0	1.18366294561215	0.000145380784406802	1.95164990234121	0.0000107675602123291	55	56	120	98	2.282	2.471	5.574	4.896
319954	0	1.01869281866904	0.000147586039797395	2.69057286046575	0.0000109363215773926	96	105	177	175	3.983	4.633	8.221	8.743
15361	0	-1.19131648653427	0.000148538873940768	2.05685111459107	0.0000110123930604749	149	117	57	43	6.182	5.162	2.648	2.148
68173	0	-1.05761064145126	0.00014929044816666	2.69867305140918	0.0000110790990820911	213	194	73	95	8.838	8.559	3.391	4.746
59006	0	2.83447786636507	0.000151873979829335	-1.21068839027934	0.0000112931790439342	1	3	12	14	0.041	0.132	0.557	0.699
56538	0	-4.09236266797896	0.000158139485761914	-1.42655710668847	0.0000118288963741849	9	15	0	1	0.373	0.662	0.000	0.050
17285	0	1.20215017487038	0.000161499782708182	1.6839652454828	0.000012109958319264	43	48	89	92	1.784	2.118	4.134	4.596
258571	0	-2.91000869301976	0.000164643593177714	-0.863477540981342	0.0000123699259453582	27	10	3	1	1.120	0.441	0.139	0.050
78772	0	-1.17964508815783	0.000164801722775578	2.34129291620152	0.0000123878700331324	197	129	65	58	8.174	5.692	3.019	2.898
18585	0	-1.69825272415767	0.000166594856211898	-0.0685194225057079	0.0000125410455060724	36	25	7	9	1.494	1.103	0.325	0.450
13924	0	-1.47386464800682	0.000167654200194173	2.47245231333008	0.0000126269600720215	265	116	58	58	10.996	5.118	2.694	2.898
26909	0	-1.94351558703714	0.000168206671883843	-0.369062380369417	0.0000126809474480295	31	19	6	5	1.286	0.838	0.279	0.250
240638	0	-1.88916347436402	0.000171294534669232	0.67004501108342	0.0000129515533590372	78	32	10	15	3.236	1.412	0.464	0.749
330406	0	-1.99912375509305	0.000174114700062542	0.453550752551183	0.0000132032229599654	69	26	12	8	2.863	1.147	0.557	0.400
243382	0	1.15115202922016	0.000175292003454611	2.63364029592411	0.0000132989481262522	105	78	144	204	4.357	3.441	6.689	10.192
71870	0	2.01560919083196	0.000175818623557818	-0.599789633463453	0.0000133453703373847	6	5	21	18	0.249	0.221	0.975	0.899
78354	0	-2.71430718770515	0.000177255142095628	-1.01484488897598	0.000013473973419536	18	14	3	1	0.747	0.618	0.139	0.050
77595	0	-1.22192047808401	0.000178978637500621	2.91614175046997	0.0000136510804495672	243	247	121	61	10.083	10.898	5.620	3.048
70036	0	-1.13632107633228	0.000181202262792496	2.13989641226603	0.0000138273480640067	155	124	61	48	6.431	5.471	2.833	2.398
12557	0	1.56403783922061	0.00018243942576828	1.38262513808444	0.0000139418921711879	37	25	57	100	1.535	1.103	2.648	4.996
30060	0	1.42686059697248	0.000184046955267272	1.53446408231628	0.0000140850534219775	47	27	103	68	1.950	1.191	4.784	3.397
245596	0	-1.23231938046785	0.000187595107343737	1.68327177829917	0.0000143772989660033	111	94	44	31	4.606	4.147	2.044	1.549
