SYMBOL,luminal.pregnant,luminal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LC,MCL1.LD,MCL1.DG,MCL1.DH,MCL1.LE,MCL1.LF,MCL1.LA CPM,MCL1.LB CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.LE CPM,MCL1.LF CPM
Mmp7,0,-5.73215937573496,0.030319864459612,-2.65287108959735,0.00763490755221253,2,0,1,1,1,0,6,6,3,0,0,0,0.098,0.000,0.041,0.044,0.046,0.000,0.270,0.273,0.129,0.000,0.000,0.000
NA,0,5.16474742693315,0.0303567122399088,-2.78807681809997,0.0076464201035511,3,0,0,1,2,2,0,0,1,2,2,3,0.147,0.000,0.000,0.044,0.093,0.100,0.000,0.000,0.043,0.092,0.081,0.122
Selplg,0,3.22503108337156,0.0304158385547818,-2.15307380580137,0.00766243226699258,0,1,2,5,9,7,1,0,2,4,2,5,0.000,0.046,0.083,0.221,0.418,0.350,0.045,0.000,0.086,0.184,0.081,0.203
Ptger3,0,-2.70760072967083,0.0305071387488096,-1.8253075236854,0.00769104509756958,1,5,9,3,5,2,7,15,2,3,0,2,0.049,0.230,0.373,0.132,0.232,0.100,0.315,0.682,0.086,0.138,0.000,0.081
Drc3,0,-1.38712793084081,0.0305317606190819,0.210756891366182,0.00769949914578119,44,41,18,29,28,25,16,18,35,39,4,4,2.158,1.889,0.747,1.279,1.301,1.249,0.719,0.819,1.507,1.791,0.162,0.162
Lrrc14b,0,1.07559898520564,0.0305317606190819,-0.610689709931669,0.00769855971676805,13,20,14,11,10,14,15,7,14,9,15,14,0.638,0.921,0.581,0.485,0.464,0.699,0.674,0.318,0.603,0.413,0.607,0.568
Bco2,0,5.82829908507908,0.0305344880232022,-2.65062474780266,0.0077024338602257,8,3,0,0,0,0,0,0,0,1,5,3,0.392,0.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.202,0.122
Rasa4,0,-1.47506571728927,0.0307510225200106,3.11635288399305,0.0077604497393117,114,131,234,227,278,361,13,23,515,630,3,5,5.590,6.035,9.709,10.015,12.913,18.036,0.584,1.046,22.172,28.928,0.121,0.203
Sh2d4b,0,-1.10698886795214,0.0308362849181174,0.152612229288427,0.00778537058420551,15,40,27,20,19,10,55,29,17,27,15,9,0.736,1.843,1.120,0.882,0.883,0.500,2.473,1.319,0.732,1.240,0.607,0.365
Gm14207,0,-1.92158619736069,0.0308621891060679,-1.6528271787188,0.00779531727485029,7,15,0,1,2,5,13,12,3,2,2,2,0.343,0.691,0.000,0.044,0.093,0.250,0.584,0.546,0.129,0.092,0.081,0.081
Myom1,0,-1.19788144791158,0.0309026369877656,1.86762825134365,0.00781121881253723,94,72,101,109,89,85,24,35,197,208,5,11,4.610,3.317,4.191,4.809,4.134,4.247,1.079,1.592,8.481,9.551,0.202,0.446
C230035I16Rik,0,2.55390406134032,0.0310733769553235,-1.23371117195505,0.00785551981529959,7,5,10,11,11,8,2,0,12,20,3,5,0.343,0.230,0.415,0.485,0.511,0.400,0.090,0.000,0.517,0.918,0.121,0.203
Zfp995,0,-1.15302437528977,0.0311279108604524,1.01301455830556,0.00787493767694689,87,65,31,50,50,70,42,30,47,50,9,11,4.266,2.994,1.286,2.206,2.322,3.497,1.888,1.364,2.023,2.296,0.364,0.446
Sox11,0,-2.3138767935948,0.0313160056140006,1.34642666947119,0.00792953201499512,6,10,290,74,86,80,15,10,57,70,2,1,0.294,0.461,12.033,3.265,3.995,3.997,0.674,0.455,2.454,3.214,0.081,0.041
C1rb,0,1.8997291007451,0.0313759234176619,0.293734840731906,0.00794816706761109,23,23,50,66,24,23,2,3,44,51,4,8,1.128,1.060,2.075,2.912,1.115,1.149,0.090,0.136,1.894,2.342,0.162,0.324
Rab38,0,1.29125399759208,0.0315146151583731,0.98345773491403,0.0079902576642389,41,36,73,91,79,97,14,5,22,37,13,16,2.011,1.658,3.029,4.015,3.669,4.846,0.629,0.227,0.947,1.699,0.526,0.649
Epha7,0,-1.35702018567357,0.0316051673930995,3.311758645191,0.00801670495632759,92,180,536,454,411,466,31,19,260,401,8,4,4.512,8.292,22.240,20.031,19.090,23.282,1.394,0.864,11.194,18.413,0.324,0.162
Calcb,0,-5.8334584447127,0.0316228772366611,-2.55960710536698,0.00802352409669286,1,8,1,0,0,0,8,5,0,0,0,0,0.049,0.369,0.041,0.000,0.000,0.000,0.360,0.227,0.000,0.000,0.000,0.000
Gm4013,0,-1.08493931978115,0.0316649135484267,-0.316112399090234,0.00803768492478,21,21,15,28,18,9,25,23,8,16,5,9,1.030,0.967,0.622,1.235,0.836,0.450,1.124,1.046,0.344,0.735,0.202,0.365
Zswim3,0,1.07099954677778,0.0316916525292773,1.64447913624368,0.00804680430128198,58,61,114,98,126,93,16,19,143,83,22,24,2.844,2.810,4.730,4.324,5.852,4.646,0.719,0.864,6.156,3.811,0.890,0.973
Prune2,0,1.57636419895764,0.031798275538148,3.22056129396285,0.00807504682895975,51,32,335,286,666,699,3,6,254,246,11,6,2.501,1.474,13.900,12.618,30.935,34.923,0.135,0.273,10.935,11.296,0.445,0.243
Tnmd,0,-5.15469941510732,0.0319453593618619,-1.26278524211669,0.00812062577104028,21,8,16,9,17,6,5,3,1,6,0,0,1.030,0.369,0.664,0.397,0.790,0.300,0.225,0.136,0.043,0.276,0.000,0.000
A230056P14Rik,0,1.23139923234348,0.0321707023455009,0.752111070751729,0.00818382707298992,19,24,67,66,85,78,11,6,37,24,13,12,0.932,1.106,2.780,2.912,3.948,3.897,0.495,0.273,1.593,1.102,0.526,0.487
Lsp1,0,2.08070458598959,0.0322062305825821,0.595911254694209,0.00819445786814773,5,9,45,43,123,84,1,3,27,42,8,3,0.245,0.415,1.867,1.897,5.713,4.197,0.045,0.136,1.162,1.929,0.324,0.122
Gm10309,0,-2.84636987611488,0.0323986474428113,0.798271091894592,0.00825015780388156,0,5,153,105,76,83,8,5,12,14,1,0,0.000,0.230,6.348,4.633,3.530,4.147,0.360,0.227,0.517,0.643,0.040,0.000
Gm4994,0,4.85327569046992,0.0325761140797602,-2.18142359139904,0.00830373885516681,2,2,3,2,10,4,0,0,4,6,3,1,0.098,0.092,0.124,0.088,0.464,0.200,0.000,0.000,0.172,0.276,0.121,0.041
Nudt11,0,-2.84853976347754,0.0327357267505861,1.09864449665069,0.00834683345161932,6,13,139,93,67,65,6,7,99,90,1,0,0.294,0.599,5.767,4.103,3.112,3.248,0.270,0.318,4.262,4.133,0.040,0.000
Psg22,0,3.40441162347688,0.0330033472788269,-2.61679585531286,0.00842357040631452,2,3,4,1,0,2,0,1,0,0,4,4,0.098,0.138,0.166,0.044,0.000,0.100,0.000,0.045,0.000,0.000,0.162,0.162
Gm2401,0,-2.65021508187888,0.0332960858369311,-1.51439448699643,0.00850196238670673,9,4,11,7,6,1,4,17,6,6,2,0,0.441,0.184,0.456,0.309,0.279,0.050,0.180,0.773,0.258,0.276,0.081,0.000
Sp100,0,-1.31728070142539,0.0333903135458368,1.80390443948114,0.00852725141917118,94,100,55,87,103,93,21,35,170,210,10,4,4.610,4.607,2.282,3.838,4.784,4.646,0.944,1.592,7.319,9.643,0.404,0.162
NA,0,-5.95890884744821,0.0335221552548941,-2.30787172245655,0.00856462143897807,7,9,0,2,0,0,6,8,0,0,0,0,0.343,0.415,0.000,0.088,0.000,0.000,0.270,0.364,0.000,0.000,0.000,0.000
Clstn3,0,2.55173396238303,0.0335230617316602,0.662997157023156,0.00856608645374664,3,1,43,65,43,50,0,2,118,91,5,3,0.147,0.046,1.784,2.868,1.997,2.498,0.000,0.091,5.080,4.179,0.202,0.122
Pate6,0,2.65079029078808,0.0335535333423002,-1.33540634243199,0.00857634188634458,6,0,0,0,0,0,2,13,0,0,32,29,0.294,0.000,0.000,0.000,0.000,0.000,0.090,0.591,0.000,0.000,1.294,1.176
P2ry10,0,2.21454070875877,0.0336374446758582,-1.58646463611676,0.00860274027528204,0,1,16,5,7,4,4,0,10,9,4,8,0.000,0.046,0.664,0.221,0.325,0.200,0.180,0.000,0.431,0.413,0.162,0.324
Igdcc3,0,2.55303963737931,0.0339622225813796,-1.57674856952555,0.00869829763379755,18,13,9,5,6,6,1,1,1,1,3,5,0.883,0.599,0.373,0.221,0.279,0.300,0.045,0.045,0.043,0.046,0.121,0.203
Calhm6,0,-2.06920419482027,0.0339973381823437,-1.79193868430132,0.0087085421989579,7,4,6,3,0,1,12,9,7,4,1,2,0.343,0.184,0.249,0.132,0.000,0.050,0.540,0.409,0.301,0.184,0.040,0.081
Lrrc32,0,-1.04022758639229,0.0340393470055263,3.41145265308409,0.00872556497985584,243,359,285,378,102,127,48,48,646,946,20,9,11.916,16.538,11.825,16.677,4.738,6.345,2.158,2.183,27.812,43.439,0.809,0.365
Csf2rb2,0,-1.18102599284235,0.0341430566561769,3.70448932725448,0.00875591835216723,193,329,252,231,47,96,43,34,1065,1710,12,9,9.464,15.156,10.456,10.192,2.183,4.796,1.933,1.546,45.851,78.520,0.485,0.365
Gm2666,0,-5.4574692510773,0.0342174023126558,-2.62300832476765,0.0087809256128572,5,5,0,0,0,0,7,3,1,0,0,0,0.245,0.230,0.000,0.000,0.000,0.000,0.315,0.136,0.043,0.000,0.000,0.000
H2ac6,0,1.14871052878238,0.0342174023126558,-0.736718467741074,0.00878127897018928,21,46,5,6,6,8,12,6,2,5,8,17,1.030,2.119,0.207,0.265,0.279,0.400,0.540,0.273,0.086,0.230,0.324,0.689
Mybpc2,0,-1.98843964304344,0.0344475868217713,1.74740624221364,0.00884668884123639,220,136,35,55,125,78,9,17,164,112,3,1,10.788,6.265,1.452,2.427,5.806,3.897,0.405,0.773,7.061,5.143,0.121,0.041
B4galnt4,0,-1.5634679122511,0.0344836847800297,3.23420813917286,0.00885849689591844,146,166,382,301,346,310,18,11,566,519,3,3,7.160,7.647,15.850,13.280,16.071,15.488,0.809,0.500,24.368,23.832,0.121,0.122
Zfp688,0,1.24855959390519,0.0345773997083853,0.302222554485036,0.00888766011857609,67,64,10,20,12,36,16,9,18,30,18,19,3.286,2.948,0.415,0.882,0.557,1.799,0.719,0.409,0.775,1.378,0.728,0.771
Dzip1l,0,1.22940734500072,0.034909859792154,3.64877576878011,0.00898210565239828,136,173,499,546,681,691,8,9,430,398,12,13,6.669,7.969,20.705,24.090,31.631,34.523,0.360,0.409,18.512,18.275,0.485,0.527
Gm19592,0,-1.14656852909286,0.0352130884251369,-0.013896863709777,0.00907567182082064,23,29,30,34,20,16,29,14,22,23,4,8,1.128,1.336,1.245,1.500,0.929,0.799,1.304,0.637,0.947,1.056,0.162,0.324
Col8a2,0,1.35472675864346,0.035294189326578,1.75179541059622,0.00910047017184807,107,111,55,71,110,91,11,4,197,168,17,7,5.247,5.113,2.282,3.133,5.109,4.547,0.495,0.182,8.481,7.714,0.688,0.284
Gm17518,0,4.85332327503052,0.0354076065535667,-2.15698539499528,0.00913362263317474,1,1,7,11,4,7,0,0,1,2,3,1,0.049,0.046,0.290,0.485,0.186,0.350,0.000,0.000,0.043,0.092,0.121,0.041
Gpc3,0,1.87235345754675,0.0357464235156247,2.49823353113516,0.00923022922964987,14,18,452,244,194,147,5,1,218,315,4,10,0.687,0.829,18.755,10.765,9.011,7.344,0.225,0.045,9.385,14.464,0.162,0.406
Snord47,0,-1.16747458100685,0.0358290120566137,0.393364926880828,0.00925419127405085,26,23,36,49,25,30,29,29,56,23,6,10,1.275,1.060,1.494,2.162,1.161,1.499,1.304,1.319,2.411,1.056,0.243,0.406
B930082K07Rik,0,-4.97145032680556,0.035849902673148,-0.740244274782208,0.0092622251212644,13,21,12,8,15,11,5,2,26,31,0,0,0.638,0.967,0.498,0.353,0.697,0.550,0.225,0.091,1.119,1.423,0.000,0.000
Nrg4,0,-1.34396860769249,0.0360554428008072,-0.0800295432070489,0.00932461486614202,54,65,15,12,5,11,16,17,23,17,4,4,2.648,2.994,0.622,0.529,0.232,0.550,0.719,0.773,0.990,0.781,0.162,0.162
Gnat2,0,1.65270395934852,0.0361612555673378,-1.01213199425278,0.00935863246111536,9,12,10,9,15,16,3,4,14,7,9,5,0.441,0.553,0.415,0.397,0.697,0.799,0.135,0.182,0.603,0.321,0.364,0.203
Gm38418,0,5.01482832205888,0.0361851315980937,-2.44898738474203,0.00936614300719634,0,0,0,0,0,0,0,1,0,0,14,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.566,0.446
Il21r,0,2.01578696861913,0.0363130063966283,-1.74920721176268,0.00940191419894305,5,2,9,6,7,2,3,2,4,5,9,4,0.245,0.092,0.373,0.265,0.325,0.100,0.135,0.091,0.172,0.230,0.364,0.162
E330011O21Rik,0,-2.23603959346698,0.0363668151355605,-0.861857614704068,0.00941718403635436,21,38,17,10,5,10,4,12,4,7,1,1,1.030,1.750,0.705,0.441,0.232,0.500,0.180,0.546,0.172,0.321,0.040,0.041
Fndc1,0,1.3418243825353,0.0367030341778542,0.933576465021386,0.00951235044515268,31,63,42,36,37,34,20,3,95,119,13,23,1.520,2.902,1.743,1.588,1.719,1.699,0.899,0.136,4.090,5.464,0.526,0.933
Pabpc4l,0,3.00471705963838,0.03672540389193,-0.417682580228991,0.00952085050305525,1,1,51,30,15,23,1,0,21,36,3,3,0.049,0.046,2.116,1.324,0.697,1.149,0.045,0.000,0.904,1.653,0.121,0.122
5830432E09Rik,0,3.00472499125807,0.0367966251414176,-0.876563076772445,0.00954066806621177,1,2,20,19,15,30,1,0,21,12,1,5,0.049,0.092,0.830,0.838,0.697,1.499,0.045,0.000,0.904,0.551,0.040,0.203
Fbxl2,0,1.35853542198969,0.0373597014699385,0.484394512859559,0.00969916039983644,21,40,31,28,42,51,4,9,73,48,13,8,1.030,1.843,1.286,1.235,1.951,2.548,0.180,0.409,3.143,2.204,0.526,0.324
Apol11b,0,3.00456984422808,0.0373689257431152,0.183094706009837,0.00970614368887078,1,2,81,63,56,56,0,1,6,19,2,4,0.049,0.092,3.361,2.780,2.601,2.798,0.000,0.045,0.258,0.872,0.081,0.162
Wbscr25,0,-1.09820778673277,0.0374122934060814,-0.862444372028622,0.00972232342349435,18,32,4,6,2,4,20,25,3,1,7,6,0.883,1.474,0.166,0.265,0.093,0.200,0.899,1.137,0.129,0.046,0.283,0.243
Lrfn3,0,1.0895190351077,0.0376294759768337,0.625547239426716,0.00978430062652354,19,29,43,27,60,79,9,15,50,39,17,15,0.932,1.336,1.784,1.191,2.787,3.947,0.405,0.682,2.153,1.791,0.688,0.608
Zfp455,0,1.25614015326174,0.0377439746988331,-0.40072383010394,0.0098168496687167,30,47,15,8,14,12,9,5,14,12,9,12,1.471,2.165,0.622,0.353,0.650,0.600,0.405,0.227,0.603,0.551,0.364,0.487
Hc,0,2.08452347471089,0.0378558059442623,1.08877678177295,0.00985150724617416,307,236,4,8,11,3,3,1,10,10,8,3,15.055,10.871,0.166,0.353,0.511,0.150,0.135,0.045,0.431,0.459,0.324,0.122
Gm5073,0,6.28053683119038,0.0379812727782934,-2.85707138080395,0.00988843382336446,0,2,0,0,1,0,0,0,0,0,6,5,0.000,0.092,0.000,0.000,0.046,0.000,0.000,0.000,0.000,0.000,0.243,0.203
1110002L01Rik,0,1.09124930995796,0.0379895855772442,0.24395842414424,0.00989470827849853,31,23,38,31,23,33,10,11,34,43,18,10,1.520,1.060,1.577,1.368,1.068,1.649,0.450,0.500,1.464,1.974,0.728,0.406
Slc35d3,0,2.18584550912036,0.0380947864274336,-0.477297956875012,0.00992751919903295,22,33,21,31,19,9,1,2,15,15,6,3,1.079,1.520,0.871,1.368,0.883,0.450,0.045,0.091,0.646,0.689,0.243,0.122
Ttc30a2,0,2.55043356651758,0.0382246946996081,-1.86592713749971,0.00996719567813836,11,10,3,3,6,2,0,2,4,3,3,5,0.539,0.461,0.124,0.132,0.279,0.100,0.000,0.091,0.172,0.138,0.121,0.203
Mslnl,0,-4.97240575636145,0.0386035536349896,-1.16316773932521,0.0100816079951858,3,3,7,15,21,14,3,4,17,13,0,0,0.147,0.138,0.290,0.662,0.975,0.699,0.135,0.182,0.732,0.597,0.000,0.000
Fgf11,0,1.25590568248963,0.0386901209185232,0.0014789166599475,0.0101099098113747,35,23,22,32,31,26,5,9,25,25,9,12,1.716,1.060,0.913,1.412,1.440,1.299,0.225,0.409,1.076,1.148,0.364,0.487
Gm5458,0,6.51897201705631,0.0390136206790043,-2.81702573202859,0.0102030544091528,0,0,0,0,1,1,0,0,0,0,8,5,0.000,0.000,0.000,0.000,0.046,0.050,0.000,0.000,0.000,0.000,0.324,0.203
Styk1,0,-2.00601932827191,0.0390371736342512,-1.37815748502802,0.0102106504053089,12,21,6,7,2,2,7,13,5,5,0,3,0.588,0.967,0.249,0.309,0.093,0.100,0.315,0.591,0.215,0.230,0.000,0.122
Adgrf4,0,-1.1671773346548,0.0394658680219178,-0.632332796347805,0.0103416576052135,5,6,5,4,11,5,23,17,43,25,6,5,0.245,0.276,0.207,0.176,0.511,0.250,1.034,0.773,1.851,1.148,0.243,0.203
Gm14964,0,4.8523716603474,0.040021744439872,-2.12015702052376,0.0105005724861374,10,19,2,3,0,0,0,0,0,2,0,4,0.490,0.875,0.083,0.132,0.000,0.000,0.000,0.000,0.000,0.092,0.000,0.162
Ugt8a,0,-2.85203819309606,0.0401563966668527,1.45197419017136,0.0105418113329407,459,310,1,0,0,1,5,8,7,7,1,0,22.509,14.280,0.041,0.000,0.000,0.050,0.225,0.364,0.301,0.321,0.040,0.000
Rslcan18,0,1.49118209914572,0.0402215315547557,-1.03600708603875,0.0105603903445578,19,19,4,2,10,10,4,5,11,11,12,4,0.932,0.875,0.166,0.088,0.464,0.500,0.180,0.227,0.474,0.505,0.485,0.162
NA,0,3.00535928881842,0.0404053251807197,1.09046283990946,0.0106175662254204,82,115,46,56,69,70,1,0,69,73,4,2,4.021,5.298,1.909,2.471,3.205,3.497,0.045,0.000,2.971,3.352,0.162,0.081
8430431K14Rik,0,-4.97070142322073,0.0406217540539284,-1.92355592476698,0.0106834062319247,1,2,7,8,8,9,4,3,3,4,0,0,0.049,0.092,0.290,0.353,0.372,0.450,0.180,0.136,0.129,0.184,0.000,0.000
Ar,0,1.40583603454197,0.040628657337263,2.19452411800737,0.0106867166306374,63,60,188,198,263,265,7,5,92,102,15,5,3.089,2.764,7.801,8.736,12.216,13.240,0.315,0.227,3.961,4.684,0.607,0.203
Slc16a3,0,-1.8060286655902,0.0407305962654538,2.25077781846193,0.0107180258468128,36,43,111,136,92,84,9,14,434,423,1,3,1.765,1.981,4.606,6.000,4.273,4.197,0.405,0.637,18.685,19.423,0.040,0.122
Ccr10,0,1.49216746666332,0.0408955929944392,-1.09075950758815,0.0107689671827956,15,18,2,5,10,6,7,2,13,12,9,7,0.736,0.829,0.083,0.221,0.464,0.300,0.315,0.091,0.560,0.551,0.364,0.284
Scara3,0,-1.99623652715046,0.0411911402206349,2.94639506451674,0.0108543708841454,40,70,302,365,340,409,14,6,338,314,3,0,1.962,3.225,12.531,16.104,15.792,20.434,0.629,0.273,14.552,14.418,0.121,0.000
Gm5113,0,1.02251976214511,0.0412631383080309,1.22881954298233,0.0108778978614755,52,59,76,64,58,59,13,20,78,114,22,20,2.550,2.718,3.153,2.824,2.694,2.948,0.584,0.910,3.358,5.235,0.890,0.811
Tifa,0,1.00486157866266,0.041472485532288,2.59008504979818,0.0109412802115679,103,124,271,213,156,169,20,12,287,337,16,24,5.051,5.712,11.244,9.398,7.246,8.444,0.899,0.546,12.356,15.474,0.647,0.973
Ulk4,0,-1.44970740350156,0.041472485532288,0.532613857408543,0.0109422419423834,66,68,31,21,16,8,8,23,79,63,4,3,3.237,3.132,1.286,0.927,0.743,0.400,0.360,1.046,3.401,2.893,0.162,0.122
Vstm4,0,-2.73412415071732,0.0416059124704707,-0.410177331300708,0.0109820381935743,10,11,23,35,26,25,11,1,26,17,0,1,0.490,0.507,0.954,1.544,1.208,1.249,0.495,0.045,1.119,0.781,0.000,0.041
Plxnc1,0,-1.60999282190881,0.0417333707039686,-1.21457369925606,0.0110279652818685,2,4,10,13,11,9,12,13,8,8,2,3,0.098,0.184,0.415,0.574,0.511,0.450,0.540,0.591,0.344,0.367,0.081,0.122
1700008O03Rik,0,-5.159725870203,0.0420213280597476,-2.01222849885398,0.0111102418572187,9,8,7,0,1,1,4,4,8,3,0,0,0.441,0.369,0.290,0.000,0.046,0.050,0.180,0.182,0.344,0.138,0.000,0.000
1700123M08Rik,0,-2.94607049716691,0.0420937665332223,-1.7240818846227,0.0111317284283211,12,3,6,9,2,4,9,5,5,4,1,0,0.588,0.138,0.249,0.397,0.093,0.200,0.405,0.227,0.215,0.184,0.040,0.000
AI197445,0,2.90473606712813,0.0421474145813847,-2.54676041160825,0.0111513322143838,1,1,2,0,0,1,1,2,0,0,5,10,0.049,0.046,0.083,0.000,0.000,0.050,0.045,0.091,0.000,0.000,0.202,0.406
NA,0,4.8530489117414,0.0422432039512644,-3.0230365812609,0.0111797846139094,0,0,2,1,1,1,0,0,1,0,2,2,0.000,0.000,0.083,0.044,0.046,0.050,0.000,0.000,0.043,0.000,0.081,0.081
Igf2bp1,0,-2.66475764440344,0.0424105820863284,-1.73740222572934,0.0112272025501723,3,18,2,1,0,0,19,13,0,0,3,0,0.147,0.829,0.083,0.044,0.000,0.000,0.854,0.591,0.000,0.000,0.121,0.000
Iglon5,0,-2.73520720649874,0.0424310484901757,0.140291978566009,0.0112341817188014,1,2,47,51,46,56,2,10,41,26,0,1,0.049,0.092,1.950,2.250,2.137,2.798,0.090,0.455,1.765,1.194,0.000,0.041
Lta,0,1.29171334354684,0.0431256617066134,-1.12957455404025,0.0114387172170785,13,13,9,8,5,6,8,5,8,7,8,12,0.638,0.599,0.373,0.353,0.232,0.300,0.360,0.227,0.344,0.321,0.324,0.487
Mfsd4b5,0,1.53443473112304,0.0432825771644811,-2.00707378867549,0.0114851152180079,1,2,2,1,0,2,4,8,1,1,11,11,0.049,0.092,0.083,0.044,0.000,0.100,0.180,0.364,0.043,0.046,0.445,0.446
Cc2d2b,0,3.00343235745318,0.043332956194049,0.414057636908939,0.0115000777448646,5,3,92,59,103,59,0,1,5,12,1,5,0.245,0.138,3.817,2.603,4.784,2.948,0.000,0.045,0.215,0.551,0.040,0.203
Cngb1,0,-1.78091750448003,0.0434743640071933,0.361944577573438,0.0115424044547594,42,78,10,18,9,14,17,59,16,59,6,8,2.060,3.593,0.415,0.794,0.418,0.699,0.764,2.683,0.689,2.709,0.243,0.324
Tmem108,0,-4.97032772717009,0.043529652455909,-1.40363844542429,0.0115602866708397,9,4,16,16,6,13,4,3,3,7,0,0,0.441,0.184,0.664,0.706,0.279,0.650,0.180,0.136,0.129,0.321,0.000,0.000
Lipk,0,3.00582203071632,0.0436480804100987,0.44827259673022,0.0115981616954904,11,11,37,38,74,141,1,0,15,17,3,3,0.539,0.507,1.535,1.677,3.437,7.045,0.045,0.000,0.646,0.781,0.121,0.122
Gm3298,0,4.85343250944392,0.0437637177438211,-2.71908175077649,0.0116321092380648,0,0,3,1,3,2,0,0,4,1,3,1,0.000,0.000,0.124,0.044,0.139,0.100,0.000,0.000,0.172,0.046,0.121,0.041
Gm6981,0,2.55318882625359,0.043767313535742,-1.94026256218066,0.0116349961586671,2,3,3,5,4,7,1,1,6,8,6,2,0.098,0.138,0.124,0.221,0.186,0.350,0.045,0.045,0.258,0.367,0.243,0.081
Zpbp2,0,1.88280087544311,0.0437803385076416,-1.78891106552935,0.0116438419436387,2,5,2,3,0,3,2,9,0,3,14,12,0.098,0.230,0.083,0.132,0.000,0.150,0.090,0.409,0.000,0.138,0.566,0.487
Itih3,0,-4.97774998957826,0.0440307180224748,-1.56721650790742,0.0117186132273897,2,2,4,8,5,1,2,5,16,25,0,0,0.098,0.092,0.166,0.353,0.232,0.050,0.090,0.227,0.689,1.148,0.000,0.000
Ccdc65,0,1.07840891214484,0.0440307180224748,1.77201542664867,0.0117192764330764,19,8,161,182,211,174,13,15,51,47,17,20,0.932,0.369,6.680,8.030,9.801,8.693,0.584,0.682,2.196,2.158,0.688,0.811
H2-M9,0,-2.40170503898598,0.0440397344597692,1.09856789889555,0.0117249169782144,26,23,68,154,30,37,10,8,86,144,1,1,1.275,1.060,2.821,6.795,1.393,1.849,0.450,0.364,3.702,6.612,0.040,0.041
Gm10914,0,-1.11435527227504,0.0444892250079742,1.93767472549218,0.0118625929442875,32,47,109,172,224,177,39,31,98,97,10,10,1.569,2.165,4.523,7.589,10.404,8.843,1.753,1.410,4.219,4.454,0.404,0.406
1700119H24Rik,0,-5.80700582628664,0.0445198499037411,-2.62083039586113,0.0118734867980082,1,3,1,2,1,0,11,2,0,0,0,0,0.049,0.138,0.041,0.088,0.046,0.000,0.495,0.091,0.000,0.000,0.000,0.000
H1f10,0,-1.20665020248756,0.0449877602690096,1.76965984049031,0.012012074626447,66,144,108,97,29,37,97,39,157,146,26,10,3.237,6.633,4.481,4.280,1.347,1.849,4.361,1.774,6.759,6.704,1.052,0.406
Fancf,0,-1.08357824627047,0.0451400626028062,0.31959716938805,0.0120544013529257,30,48,35,28,19,23,28,20,33,48,6,8,1.471,2.211,1.452,1.235,0.883,1.149,1.259,0.910,1.421,2.204,0.243,0.324
2900060B14Rik,0,1.83340234485285,0.0453672829661489,-1.30214125514794,0.0121217560947854,4,8,16,3,2,4,6,2,10,15,4,14,0.196,0.369,0.664,0.132,0.093,0.200,0.270,0.091,0.431,0.689,0.162,0.568
Pde7b,0,1.20688501609759,0.0455377343437019,2.54011490510889,0.0121740011678626,298,246,125,152,256,193,5,21,133,194,13,25,14.613,11.332,5.187,6.706,11.891,9.643,0.225,0.955,5.726,8.908,0.526,1.014
Prdm16,0,1.94652846105185,0.0455377343437019,-0.283797971255879,0.01217267807769,11,20,14,15,5,18,2,2,54,56,4,6,0.539,0.921,0.581,0.662,0.232,0.899,0.090,0.091,2.325,2.571,0.162,0.243
Adamtsl2,0,1.94652827763951,0.045549052417811,-0.168759359392012,0.0121787028190968,1,2,29,38,39,51,2,2,29,19,5,5,0.049,0.092,1.203,1.677,1.811,2.548,0.090,0.091,1.249,0.872,0.202,0.203
Col22a1,0,5.16573747328261,0.0456981907692782,-2.86317400657414,0.0122236229034421,3,2,0,1,1,0,0,0,1,1,4,1,0.147,0.092,0.000,0.044,0.046,0.000,0.000,0.000,0.043,0.046,0.162,0.041
Sag,0,-2.85011881242962,0.0458429427861787,-1.46193103149752,0.0122640287353584,7,12,9,7,5,3,6,7,4,16,1,0,0.343,0.553,0.373,0.309,0.232,0.150,0.270,0.318,0.172,0.735,0.040,0.000
Syt5,0,-1.60953481452632,0.0460134630067858,-1.20004213971964,0.0123231905966516,19,10,4,4,0,2,13,12,12,16,4,1,0.932,0.461,0.166,0.176,0.000,0.100,0.584,0.546,0.517,0.735,0.162,0.041
2210416O15Rik,0,2.18651539608682,0.0460723379308752,-1.3999645192844,0.012342348595412,10,5,5,11,6,9,2,1,13,10,5,4,0.490,0.230,0.207,0.485,0.279,0.450,0.090,0.045,0.560,0.459,0.202,0.162
Cpxm2,0,1.22539019940505,0.0461159765848126,5.99900064248443,0.0123591292337384,8,8,2144,1845,4891,4880,9,6,2493,1968,10,12,0.392,0.369,88.960,81.402,227.178,243.812,0.405,0.273,107.329,90.367,0.404,0.487
Nlrp9b,0,1.17393480732333,0.0466876986398963,-1.17181789713716,0.0125329647623784,26,24,0,0,0,0,3,16,1,1,13,14,1.275,1.106,0.000,0.000,0.000,0.000,0.135,0.728,0.043,0.046,0.526,0.568
