SYMBOL,MCL1.DG,MCL1.DH,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LA,MCL1.LB,MCL1.LC,MCL1.LD,MCL1.LE,MCL1.LF
Tns1,6490,5599,23002,27489,35649,32593,235,455,237,210,812,785
Rufy4,93,94,184,134,64,60,19,28,13,11,13,6
NA,0,0,0,0,0,0,0,0,0,0,0,0
Cxcr2,1,1,5,1,0,0,0,2,1,3,0,0
Cxcr1,0,0,0,0,0,0,0,0,0,0,0,0
Mir1928,0,0,0,0,0,0,0,0,0,0,0,0
Arpc2,4717,4480,5435,5041,4903,4083,4520,5026,3942,4016,1652,1525
Gpbar1,0,1,1,1,1,1,0,2,0,0,0,1
Aamp,4434,4114,4602,3676,2925,2851,3805,4299,4336,3757,2252,2076
Pnkd,523,533,793,702,841,809,360,389,372,323,178,180
Tmbim1,3097,3179,3949,3734,3427,3095,4084,4610,5080,5236,2685,2790
Catip,20,7,18,12,22,20,1,0,0,1,1,1
Slc11a1,28,34,22,32,11,8,14,7,4,2,1,0
Ctdsp1,1330,1054,1193,1110,1198,1238,1125,1080,902,815,536,496
Mir26b,1,3,0,1,0,0,0,1,1,0,1,0
Vil1,17,29,26,27,16,12,2,6,3,5,2,3
Usp37,1858,2023,1907,1800,1461,912,1371,1364,857,562,370,348
Cnot9,797,697,560,441,426,479,911,967,659,409,395,457
Plcd4,96,97,88,48,78,67,15,22,6,13,10,7
Zfp142,1705,1448,1219,1038,1147,1069,723,808,575,449,185,183
Bcs1l,250,223,265,243,187,198,335,343,338,274,164,177
Rnf25,600,686,681,558,515,566,662,665,417,367,252,205
Stk36,206,149,85,82,81,102,151,176,47,44,17,19
Ttll4,972,739,748,492,370,315,1023,975,878,726,366,402
Cyp27a1,129,157,171,156,202,195,15,12,8,0,0,4
Prkag3,3,9,20,19,20,24,0,0,0,0,0,0
Wnt6,761,651,1673,1799,2222,2350,11,4,3,1,2,2
Wnt10a,2204,2086,1039,1163,1180,952,4,11,4,3,9,0
Cdk5r2,4,6,0,3,1,0,0,0,0,0,0,0
Fev,0,0,0,0,0,0,0,0,0,0,0,0
Cryba2,0,0,0,0,0,0,1,0,0,0,0,0
Mir375,0,0,0,0,0,0,0,0,0,0,0,0
Cfap65,0,0,0,0,0,1,1,1,0,0,1,0
Ihh,6,16,4,1,2,2,0,6,1,2,0,0
Nhej1,66,61,59,52,76,79,55,72,72,61,26,37
Slc23a3,124,102,61,54,50,50,30,57,20,35,13,11
Cnppd1,800,625,570,497,481,558,954,1124,1364,1550,632,592
Retreg2,947,765,592,475,554,613,1600,1696,1298,1256,861,815
Zfand2b,305,178,280,220,328,292,407,481,437,390,292,288
Abcb6,385,303,397,355,248,252,313,348,515,469,463,462
Atg9a,1019,832,1074,931,1010,1080,874,1079,1278,1172,1279,1320
Ankzf1,233,182,159,118,180,218,372,389,302,217,175,200
Glb1l,256,257,200,238,275,278,224,191,85,64,40,19
Stk16,797,599,750,674,593,608,960,976,610,546,402,432
Tuba4a,9211,6876,5306,4726,3718,3316,6493,5775,3203,2544,3699,4144
A630095N17Rik,3,4,0,1,2,1,5,6,0,1,3,1
Dnajb2,1001,1043,1291,1048,1316,1173,1356,1697,1309,1196,708,614
Ptprn,21,31,34,41,39,37,31,29,14,23,5,3
Resp18,0,1,2,0,0,0,0,0,1,0,0,1
Dnpep,909,680,642,522,556,561,1284,1419,1179,1070,738,695
Des,400,281,106,183,106,100,38,26,7,6,10,10
Gm15179,1,0,0,1,0,0,1,0,0,0,0,0
Speg,1453,1272,3032,3282,4325,4425,175,214,34,43,39,46
Gmppa,745,689,1084,1156,1145,1125,774,949,982,996,820,773
NA,0,0,0,0,1,1,0,0,0,0,0,0
Asic4,38,52,38,42,44,60,4,5,1,0,0,0
Chpf,2341,2371,2446,2032,1484,1340,1148,1148,1438,1153,747,750
Tmem198,318,277,241,249,217,189,73,80,57,41,71,81
Obsl1,1268,1313,1521,1162,888,956,327,435,107,54,18,18
Inha,72,81,167,171,134,158,87,114,27,11,17,11
Stk11ip,534,383,289,307,297,374,694,838,490,617,267,265
Slc4a3,1127,967,1516,1642,1413,1645,472,526,150,228,88,100
NA,0,0,0,0,4,0,0,0,0,0,0,0
Gm17751,0,0,0,0,0,0,0,0,0,0,0,0
Epha4,2683,2777,2688,1770,1366,1389,346,338,188,160,27,34
Pax3,2,0,0,0,0,0,0,0,0,0,1,0
Gm2102,0,0,0,0,0,0,0,0,0,0,0,0
Sgpp2,10,10,9,9,7,8,7,5,3,6,2,5
Farsb,1085,780,944,784,678,591,1017,1005,837,609,792,779
Mogat1,1,2,3,4,8,11,3,2,0,3,3,17
Acsl3,3296,3153,2278,1930,1154,1030,3860,3254,2762,2568,684,677
Utp14b,1001,858,907,724,492,485,570,521,481,472,141,167
Kcne4,236,369,214,359,87,95,20,61,12,12,2,5
Scg2,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,1,0,1,4,1,0
Ap1s3,103,85,101,72,45,36,194,218,150,116,127,102
Wdfy1,511,459,480,441,453,445,1039,1077,527,686,409,387
Gm10555,0,0,0,0,0,0,0,0,0,0,1,0
Mrpl44,156,138,179,131,72,98,309,308,259,198,229,264
NA,0,1,0,0,0,0,0,0,0,0,0,0
Serpine2,355,358,398,276,177,150,49,50,46,49,30,12
Fam124b,0,0,1,1,0,0,0,1,0,0,0,0
Cul3,4364,4387,5200,4481,3821,3289,3730,3877,3619,3445,1596,1611
1700016L21Rik,0,0,0,0,0,0,0,0,0,0,0,0
Dock10,91,135,51,42,39,36,23,22,94,47,5,1
Nyap2,0,0,0,0,0,0,0,0,0,0,0,0
Irs1,1449,951,687,659,979,1222,1054,1121,182,199,760,1106
Gm19537,6,1,1,2,2,4,5,15,1,3,10,16
Rhbdd1,1195,978,1370,1483,1370,1346,1182,1116,531,532,394,390
Gm19552,1,0,1,3,1,0,7,6,2,0,0,0
Col4a4,35,36,234,312,95,67,5,10,1,4,1,3
Col4a3,32,92,298,320,156,109,8,5,1,3,0,0
Mff,998,899,1218,1230,1225,1064,920,927,816,767,535,563
Tm4sf20,1,0,0,1,0,0,0,2,0,0,0,0
Gm17764,24,29,18,12,18,16,26,28,37,19,27,16
Agfg1,1638,1710,2064,1728,1450,1210,2748,2803,4191,3811,1240,1183
Slc19a3,25,32,29,52,56,67,14,11,0,2,0,0
Krtap28-13,0,1,0,1,1,1,0,0,0,0,0,0
Ccl20,10,0,22,5,2,0,26,26,310,249,161,178
Daw1,0,0,1,0,0,3,0,2,3,1,1,0
Sphkap,0,0,0,0,0,0,0,0,0,0,0,0
Pid1,39,38,74,86,93,87,3,5,0,2,0,0
Dner,0,0,0,1,0,0,0,0,0,0,0,0
Mir5126,0,0,0,0,0,0,0,0,0,0,0,0
Trip12,5556,5488,5484,5520,6524,6285,4183,4650,4114,4530,2389,2349
Fbxo36,6,6,13,12,14,13,44,49,75,56,53,51
Slc16a14,2,1,3,7,16,20,0,0,0,1,0,0
Gm15433,0,0,0,0,0,0,1,4,1,1,0,1
A530032D15Rik,2,2,0,2,0,2,3,3,3,0,0,1
A530040E14Rik,2,2,1,1,5,2,0,0,4,1,0,0
Gm2619,2,2,0,1,1,1,2,3,2,5,1,1
Gm7609,14,10,5,7,1,5,6,13,3,4,3,3
C130026I21Rik,5,4,7,8,3,9,2,3,3,6,1,1
Gm2666,1,0,0,0,0,0,5,5,7,3,0,0
Gm2427,56,62,38,47,54,65,33,42,27,33,6,9
Gm7592,0,0,0,1,0,0,3,1,2,2,0,0
Sp110,141,150,182,196,227,202,106,108,66,62,25,19
Sp140,236,225,241,234,328,342,207,207,155,191,38,37
Gm10552,0,0,1,0,1,0,0,1,0,1,0,0
NA,0,0,0,0,3,1,0,0,0,0,0,0
Sp100,170,210,55,87,103,93,94,100,21,35,10,4
A630001G21Rik,3,5,6,6,9,3,15,17,26,12,5,10
Cab39,2707,3082,3637,3217,2944,2599,3936,4449,4059,3625,1777,1819
Itm2c,6160,5797,9043,7862,7104,6757,2880,2876,2704,2387,1396,1352
4933407L21Rik,6,2,5,4,8,5,0,0,2,2,0,0
Gpr55,1,4,8,2,5,3,4,6,85,21,2,1
Spata3,1,3,0,0,0,0,0,0,0,0,0,0
2810459M11Rik,99,71,32,30,6,10,15,20,215,118,92,112
Psmd1,3828,2909,4018,3483,2982,2457,3695,3842,4142,3499,1814,1888
Htr2b,6,14,13,15,3,1,5,2,2,2,0,2
Armc9,462,344,312,338,465,408,220,219,102,86,42,27
NA,1,0,0,0,2,0,0,2,0,1,0,0
B3gnt7,32,37,16,23,14,19,309,384,26,15,4,5
Gm5258,0,0,0,0,0,0,0,0,0,0,0,0
Ncl,34824,31402,33474,24632,14438,12555,30222,26548,21395,16425,5762,5990
Snora75,39,34,44,44,21,19,22,16,21,12,7,5
Snord82,0,0,0,0,0,1,0,0,0,0,0,0
C130036L24Rik,16,31,12,19,11,9,15,16,17,12,8,8
Nmur1,0,1,0,0,0,0,0,0,1,0,0,0
Tex44,0,0,0,0,0,0,0,0,0,0,0,0
Ptma,33697,25551,24503,22808,14660,13623,32483,30663,20028,16222,7171,6950
Pde6d,260,208,270,235,287,332,174,159,62,52,48,38
Cops7b,209,152,172,143,131,138,232,219,209,159,169,141
Nppc,176,118,65,47,51,73,10,20,6,5,10,8
Dis3l2,345,323,443,347,242,234,565,545,555,461,178,167
Alppl2,0,2,0,0,1,0,0,0,0,0,0,0
Alpi,1,0,1,0,1,1,0,0,0,0,0,0
Akp3,2,3,0,1,0,0,0,2,0,2,0,0
Ecel1,22,30,20,15,4,6,1,4,2,4,0,0
Prss56,5,3,1,1,0,1,2,4,0,2,0,0
Chrnd,0,0,0,0,0,0,0,0,0,0,0,0
Chrng,0,0,0,0,0,0,0,0,0,1,0,0
Eif4e2,1345,1464,1561,1339,1153,1062,1403,1489,1942,1837,896,839
Efhd1,56,109,265,161,364,261,20,38,37,59,154,166
Gigyf2,1094,855,795,769,922,1047,1331,1409,1010,966,1148,1430
Kcnj13,17,32,137,133,42,75,7,7,11,7,11,11
Snorc,5,14,1,0,0,2,89,82,1,0,0,1
Ngef,30,27,12,4,4,0,542,596,105,90,139,115
A530079E22Rik,1,1,0,0,0,0,8,8,1,0,0,0
Gm6153,343,309,368,319,211,175,245,306,277,228,116,131
Neu2,2,3,2,0,1,0,51,44,31,25,51,41
Inpp5d,25,43,26,22,15,25,5,10,12,3,6,12
Atg16l1,637,564,689,593,561,640,753,804,659,504,312,406
Scarna6,1,0,0,2,0,3,2,4,2,1,0,0
Sag,4,16,9,7,5,3,7,12,6,7,1,0
Gm19582,0,0,3,0,0,0,0,1,1,0,2,1
Dgkd,1581,1392,1577,1299,1155,1008,2204,2333,1794,1786,869,837
Usp40,330,342,372,350,429,435,259,277,215,218,237,254
Ugt1a10,0,0,0,0,0,0,0,0,0,0,0,0
Ugt1a9,0,0,0,0,0,0,0,0,0,0,0,0
Ugt1a7c,1,0,2,1,1,0,0,0,1,0,0,0
Ugt1a6b,223,490,808,842,798,759,1,2,3,5,2,3
Ugt1a6a,159,367,574,607,642,597,4,2,4,7,2,3
Ugt1a5,0,0,0,0,0,1,0,0,0,0,0,0
Ugt1a2,0,0,0,1,2,1,0,0,0,0,0,0
Dnajb3,16,9,12,6,7,5,0,9,4,1,2,0
Ugt1a1,1,4,3,4,1,0,0,0,0,0,0,0
Mroh2a,6,1,20,12,10,6,2,0,2,3,0,0
Hjurp,103,103,85,71,77,84,136,184,113,89,56,60
6430706D22Rik,0,0,0,0,0,0,0,0,0,0,0,0
Trpm8,0,0,0,0,1,1,0,0,0,0,0,0
Spp2,0,1,0,0,0,0,0,0,0,0,0,0
Glrp1,26,35,10,26,6,23,0,0,0,0,0,0
Gm19589,4,11,4,3,0,0,1,2,0,0,0,0
Arl4c,3145,3900,5261,4244,2930,3196,575,772,318,320,95,93
Platr5,0,0,0,1,0,0,0,2,0,0,0,1
1700067G17Rik,0,0,0,0,1,0,0,1,0,0,3,0
Sh3bp4,1204,1202,1908,2269,3000,2640,2359,2422,3445,3513,3023,2528
C030007H22Rik,0,0,0,0,0,0,0,0,0,0,0,0
Agap1,978,687,975,903,662,640,1493,1684,1834,1543,1515,1507
4933400F21Rik,0,0,0,1,0,0,1,1,2,0,2,0
Gbx2,0,1,0,2,0,1,0,0,1,1,0,1
Asb18,0,0,0,0,0,0,0,0,0,0,0,0
Iqca,0,0,0,2,1,3,1,0,0,0,0,0
Ackr3,4031,4089,8197,8070,11635,9656,562,563,229,177,896,1160
Cops8,1835,1708,2068,1727,1555,1441,1499,1595,1201,1022,499,534
Gm9991,0,0,0,0,0,0,0,0,0,0,0,0
Col6a3,1026,1771,750,1508,1257,708,1929,6001,528,1046,655,339
Mlph,100,103,47,49,23,18,4760,4148,685,969,931,1102
Prlh,0,0,0,0,0,0,5,7,3,4,1,1
Rab17,29,57,48,50,28,32,798,1189,633,702,212,234
Lrrfip1,2409,2341,2433,2352,2629,2057,4248,4763,4137,4225,854,856
Rbm44,17,10,13,5,12,16,4,3,0,3,0,0
Ramp1,268,293,314,254,198,191,408,301,255,316,263,232
Ube2f,743,728,1129,1015,725,611,1089,1073,992,951,669,633
NA,289,264,279,227,175,157,294,314,337,302,215,230
Scly,220,186,233,205,180,158,849,884,872,770,794,925
Espnl,13,20,29,34,21,9,37,58,22,26,13,9
NA,0,0,0,0,0,0,0,0,0,0,0,0
Klhl30,8,14,2,6,2,1,2,5,1,1,2,0
Erfe,43,37,19,21,18,16,122,107,84,78,47,35
Ilkap,735,686,761,738,752,726,956,1040,644,535,371,376
1700020N18Rik,0,0,1,0,0,0,2,0,0,0,2,1
Hes6,234,149,132,107,274,299,457,505,375,339,202,217
Per2,1450,1844,2391,2594,3677,3608,6203,6736,3180,3589,913,906
Traf3ip1,148,117,162,169,193,197,247,235,111,110,67,78
Asb1,289,221,228,188,245,329,151,190,51,52,27,36
Twist2,12,12,33,27,23,33,5,2,0,0,0,0
Hdac4,1206,1146,815,726,956,938,427,528,221,187,137,102
Ndufa10,1130,999,1307,1306,907,837,1763,1572,2111,1824,1352,1389
Olfr1416,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1415,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1414,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1413,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1412,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1411,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1410,0,0,0,0,0,0,0,0,0,0,0,0
Olfr12,0,0,0,0,0,0,0,0,0,0,0,0
Cops9,555,625,687,781,644,593,717,776,673,690,580,557
Otos,1,2,0,2,1,2,0,2,0,0,0,0
Gpc1,1994,2088,1832,1658,1154,1140,950,1044,662,557,278,298
NA,0,1,0,0,0,1,0,0,0,0,0,0
Mir149,0,1,0,0,0,0,0,0,0,0,0,0
Ankmy1,4,5,7,5,3,5,3,7,4,9,5,2
Dusp28,157,120,133,152,106,103,190,180,161,108,92,66
Rnpepl1,1039,829,724,634,783,983,1136,1384,1651,1429,1186,1166
9430060I03Rik,2,2,3,3,1,0,3,1,1,2,0,0
Capn10,206,177,130,117,150,171,199,222,112,94,101,121
Gpr35,72,50,18,14,23,24,24,49,217,128,13,10
Aqp12,0,2,0,0,0,0,0,0,1,0,0,0
Kif1a,796,1008,337,325,128,100,15,31,15,14,22,23
Agxt,0,2,1,0,0,0,0,2,4,2,1,1
Mab21l4,185,182,56,36,0,1,102,147,225,265,1,0
Crocc2,5,3,4,4,4,2,7,4,0,2,2,1
Sned1,349,586,675,547,348,434,201,207,73,89,70,86
Mterf4,376,488,652,515,347,447,393,450,207,234,141,155
Pask,280,231,217,202,127,105,324,288,275,209,156,140
Ppp1r7,704,554,605,608,661,718,894,859,640,507,423,469
Ano7,5,0,1,2,0,0,1,7,1,2,0,2
Hdlbp,24982,24531,23390,19765,20065,17193,16942,19592,27296,23905,18743,18615
Sept2,5043,4595,5849,5474,5355,4667,3944,4340,3429,3310,1686,1775
Farp2,268,217,169,177,254,202,338,323,344,256,242,256
Stk25,2271,2024,2169,1834,1775,1809,2684,3127,2955,2926,2238,2709
Bok,810,533,971,872,755,679,89,116,17,15,14,14
Thap4,579,444,520,441,358,377,468,553,509,443,189,180
Atg4b,1230,1058,1014,940,885,824,1116,1153,833,754,419,422
Dtymk,738,600,587,492,359,318,1016,922,672,467,420,436
Ing5,1284,1176,1171,934,1047,1026,1008,1066,563,459,239,260
D2hgdh,110,65,88,80,84,91,183,182,140,133,97,102
Gal3st2,25,21,14,15,14,17,4,10,7,9,1,0
Gal3st2b,1,2,2,3,2,1,3,2,1,4,1,0
Gm7889,7,6,4,2,2,2,7,5,6,5,2,7
Gal3st2c,0,2,1,0,0,0,0,1,0,0,0,0
Neu4,0,0,0,0,1,0,0,0,0,0,0,0
Pdcd1,0,1,0,1,0,1,1,0,0,0,0,1
4930440C22Rik,0,0,0,0,0,0,0,0,0,0,0,0
Fam174a,300,274,297,270,356,368,323,320,193,232,224,234
St8sia4,21,37,31,28,36,36,18,10,5,6,10,6
4930598F16Rik,0,0,0,0,0,0,0,0,0,0,0,0
NA,401,429,489,412,465,442,292,288,305,313,193,195
1700063A18Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930533P14Rik,0,0,0,0,0,0,0,0,0,0,0,0
Slco4c1,0,3,0,1,0,0,5,2,19,11,64,57
Panct2,0,0,0,2,4,3,19,9,48,90,236,277
Slco6b1,0,0,0,0,0,0,0,0,0,0,0,0
Slco6c1,0,0,0,0,0,0,0,0,0,0,0,0
Gm7133,0,0,0,0,0,0,0,0,0,0,0,0
Gm7135,1,0,0,0,0,0,0,1,0,0,0,0
D1Ertd622e,470,409,482,456,305,255,724,851,708,608,317,318
Ppip5k2,1045,982,771,588,542,576,1446,1334,968,899,418,460
Gin1,66,68,79,64,67,91,103,101,96,67,63,58
Pam,3032,2609,2727,2546,2116,2065,2864,2508,1060,1010,366,315
B230216N24Rik,2,5,4,4,3,4,10,10,6,8,1,2
1810006J02Rik,2,6,1,0,5,2,0,0,0,0,1,0
Slco6d1,0,0,0,0,0,0,0,0,0,0,0,0
NA,130,139,120,107,78,72,144,163,133,116,61,62
Cntnap5b,0,0,0,0,0,0,1,2,1,3,0,0
Gm20268,0,0,0,0,0,0,0,0,0,0,0,0
Cdh20,3,1,1,0,0,0,0,0,0,0,0,0
Rnf152,153,157,75,81,236,321,25,27,3,1,5,3
Gm17634,1,0,0,0,0,6,1,1,0,0,0,0
Pign,1082,1136,895,795,757,687,1180,1139,546,542,402,428
Relch,997,885,726,665,741,982,1157,1263,1199,1305,928,1140
Gm10193,266,245,298,273,236,188,400,399,608,483,342,343
Tnfrsf11a,721,601,1155,1213,1891,1929,321,258,422,478,795,950
Gm7160,5,7,6,5,3,12,5,12,12,11,1,11
Zcchc2,1943,1700,2018,1593,1261,1188,862,934,951,859,403,466
Gm20753,1,0,1,4,3,0,0,0,2,0,0,0
Phlpp1,1088,1173,1307,1137,1134,1128,1613,1680,1096,1130,601,505
Bcl2,903,882,553,436,378,378,1065,841,91,106,17,17
D630008O14Rik,0,0,0,1,0,0,0,0,1,4,0,0
Kdsr,815,800,514,466,607,464,731,717,761,871,323,338
Vps4b,1533,1517,1636,1530,1553,1413,2165,2233,2289,2341,1169,1164
Serpinb5,5249,5417,2221,3321,6026,4206,2531,2886,670,1167,732,728
Serpinb12,8,0,3,4,12,9,0,0,0,1,0,1
Serpinb13,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb3a,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb3d,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb3b,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb3c,0,3,0,0,0,0,0,1,2,2,2,0
Serpinb11,1122,1213,10,4,1,0,16,25,10,13,13,6
Serpinb7,2,1,0,0,0,0,0,0,0,0,0,0
Serpinb2,7,7,5,5,2,1,1,1,0,0,0,0
Serpinb10,443,389,33,29,67,47,1,1,0,0,0,0
Serpinb8,58,62,54,26,21,13,64,101,69,84,12,13
Cdh7,0,0,0,0,0,0,0,0,0,0,0,0
Cdh19,20,22,5,3,1,0,4,9,13,15,35,26
Dsel,859,885,1007,852,837,777,376,353,309,309,148,181
Cntnap5a,0,0,0,0,0,0,0,0,0,0,0,0
Gm7145,0,0,0,0,0,0,0,0,0,0,0,0
Tsn,916,786,929,821,767,632,1381,1284,1191,885,868,902
Nifk,1427,1560,1757,1280,626,495,1359,1294,1190,1151,475,483
Clasp1,2473,2267,1968,2287,3524,3085,1503,1496,891,1029,484,492
2900060B14Rik,10,15,16,3,2,4,4,8,6,2,4,14
Tfcp2l1,502,324,171,115,170,96,1501,1567,663,621,876,750
Gli2,128,74,266,310,381,307,36,46,2,0,0,0
Inhbb,402,420,173,210,95,169,4510,4371,884,744,267,343
Gm19295,0,0,0,0,0,0,0,0,0,0,0,0
Ralb,845,1072,1124,904,816,647,2246,2261,1564,1582,460,492
Tmem185b,867,897,627,560,423,400,894,879,342,357,164,156
Epb41l5,352,369,280,177,138,147,1168,1108,522,631,300,268
Ptpn4,639,594,624,528,547,417,717,681,348,303,177,206
Tmem177,34,15,20,17,25,26,66,42,10,9,27,19
Cfap221,0,2,7,3,3,2,0,0,0,0,0,0
Sctr,1,2,3,1,0,1,0,0,1,1,0,0
Tmem37,45,44,187,142,66,92,37,30,113,88,26,21
Dbi,1559,1619,2845,2876,4363,3469,4037,3891,11050,10916,5542,5421
3110009E18Rik,48,45,35,37,22,28,36,53,23,31,10,13
Steap3,296,246,211,146,79,76,293,323,815,993,1317,1419
C1ql2,9,0,2,2,0,0,0,0,0,0,0,0
Marco,6,0,1,1,0,0,0,0,0,0,0,0
En1,2,4,0,2,0,1,0,0,0,0,0,0
Celrr,0,0,0,0,0,0,0,0,0,0,0,0
Insig2,918,896,665,690,838,798,566,565,219,275,305,301
Ccdc93,680,495,491,449,608,623,475,436,369,356,283,288
Htr5b,2,0,1,1,0,1,0,0,0,0,0,0
Ddx18,411,375,374,247,198,146,456,404,306,255,185,165
NA,0,0,0,0,0,0,0,0,0,0,0,0
Dpp10,0,0,0,1,0,0,0,1,0,8,3,4
Actr3,3930,3876,5897,4953,5123,4396,3226,3669,4543,4407,1762,1888
Slc35f5,1697,1777,1397,1306,1476,1216,1975,1961,1513,1504,1158,962
Gpr39,2,1,2,7,2,1,17,24,13,9,4,7
Lypd1,0,1,2,3,1,3,0,0,0,0,0,0
Nckap5,138,157,496,430,422,409,265,409,18,54,38,32
Mgat5,296,280,330,346,261,281,599,868,82,75,133,102
Gm8451,903,957,946,820,504,493,1518,1753,1223,981,483,459
Tmem163,1,2,2,5,1,0,0,2,0,0,0,1
Acmsd,2,0,3,2,5,1,0,0,1,0,0,1
2900009J06Rik,4,8,6,2,9,5,2,5,1,2,1,3
Ccnt2,912,811,890,701,633,639,1358,1531,1193,1167,650,685
Map3k19,0,0,0,1,1,0,0,1,2,1,0,1
Rab3gap1,1343,1370,1256,1111,1227,1200,1624,1734,1514,1526,1341,1254
Zranb3,261,257,216,203,137,176,229,241,172,111,175,138
R3hdm1,1608,1439,1482,1295,1316,1298,1679,1731,1582,1316,750,781
Mir128-1,0,0,0,0,1,0,0,0,0,0,0,0
Ubxn4,2780,3219,4215,4288,3835,3084,2943,3716,3644,3545,1754,1611
Lct,10,5,48,63,63,63,1,2,1,0,0,1
Mcm6,1429,1291,918,598,173,156,2725,2317,2023,774,1294,1318
Dars,1216,1015,1301,1047,949,884,1836,1832,1599,1150,872,876
Cxcr4,726,536,275,191,195,302,1244,1305,117,71,17,23
Thsd7b,4,12,2,1,1,1,0,0,0,0,0,0
Rpl31-ps9,185,232,209,197,121,118,298,267,210,193,70,80
Cd55b,40,37,26,7,11,9,375,347,302,362,219,200
Cd55,176,216,101,96,72,69,1991,2008,1480,1749,882,967
Zp3r,0,0,0,0,0,0,0,0,0,0,0,0
C4bp,1,0,0,0,0,0,1,0,0,0,0,0
C4bp-ps1,1,3,3,2,6,1,9,11,8,10,4,3
Pfkfb2,984,1039,1418,1216,1000,909,2466,2280,3457,3587,1821,1848
Yod1,666,1114,1170,1179,469,335,956,759,835,1097,543,497
AA986860,53,48,73,68,37,45,935,759,746,881,325,303
Fcamr,1,0,3,1,0,2,7,8,32,29,136,118
NA,0,0,0,0,2,1,5,3,32,27,91,74
Pigr,16,14,955,454,692,603,426,737,17003,13102,28548,30048
Fcmr,4,8,2,0,0,0,5,3,1,1,0,1
Il24,317,863,482,420,148,94,44,96,478,356,15,7
Il20,0,0,0,0,0,0,0,1,0,2,0,0
Il19,26,38,29,30,29,17,1,2,3,1,0,1
Il10,15,15,32,29,12,6,3,4,4,4,2,6
Mapkapk2,7693,8774,10227,9067,7366,6286,5364,5998,3985,3768,1174,1036
Dyrk3,473,375,301,222,89,102,931,833,1150,1005,329,297
Eif2d,890,692,803,737,743,769,963,988,937,846,652,592
Rassf5,604,535,572,521,516,381,322,373,338,349,39,62
Ikbke,803,726,504,438,640,801,209,186,185,130,235,262
Srgap2,989,972,821,680,649,714,713,797,454,527,229,200
Fam72a,57,45,25,22,21,29,36,28,18,9,13,9
Avpr1b,1,0,1,0,0,0,0,0,1,0,0,0
Ctse,1,4,13,9,1,2,100,179,295,202,255,260
Rab7b,186,162,169,125,82,116,864,1698,1958,1954,1040,1100
Slc26a9,261,177,68,53,16,31,419,422,645,666,207,173
Pm20d1,263,401,771,750,474,544,98,96,106,128,145,166
Slc41a1,6593,6959,7301,7084,6203,5382,3175,3232,3403,2998,4135,5445
Rab29,81,67,126,163,229,245,121,171,124,127,45,49
Nucks1,1642,1526,1570,1268,1080,950,2206,2147,1482,959,986,997
Slc45a3,258,249,307,243,155,103,1993,1971,1483,1434,600,643
Elk4,1185,1195,1271,1129,840,706,1123,1036,876,775,264,249
Mfsd4a,318,273,318,321,241,200,304,354,280,230,882,968
Cdk18,458,409,993,954,561,489,1069,1625,1225,1146,829,885
Mir135b,0,0,0,0,0,0,0,0,0,0,0,0
Lemd1,0,2,2,0,0,0,0,0,0,0,0,0
Klhdc8a,8,11,34,15,7,6,39,58,120,54,6,10
Nuak2,533,697,1568,1249,423,332,581,713,657,858,163,130
Tmcc2,465,389,292,254,229,249,551,504,34,30,42,29
Dstyk,1139,1044,974,880,988,929,1031,1047,329,355,313,304
Rbbp5,451,338,271,233,298,288,587,708,558,442,353,385
Tmem81,59,41,27,31,45,62,46,42,26,28,15,21
Cntn2,2194,2620,341,574,138,122,2,7,1,4,1,2
Nfasc,38,41,83,95,14,11,9,22,74,154,62,64
Gm10538,0,0,0,0,0,0,0,0,0,0,0,0
Lrrn2,534,278,141,163,495,459,37,64,1,9,1,6
Mdm4,938,860,772,736,990,967,1031,1005,687,674,430,480
Pik3c2b,603,388,459,374,628,670,617,587,434,486,587,694
Ppp1r15b,4658,4272,4757,4036,4694,2926,3148,3328,2839,2286,2329,2063
Plekha6,408,445,409,584,519,574,4092,3926,1754,1851,1108,1377
Gm19461,1,0,1,0,1,0,25,21,10,20,8,11
Golt1a,0,1,1,0,0,1,1,0,10,12,0,0
Kiss1,0,0,3,0,0,2,2,5,12,5,0,1
Ren1,12,6,9,5,6,6,4,1,3,0,0,0
Etnk2,88,53,38,40,44,31,36,68,38,25,5,4
Sox13,1081,751,589,368,234,296,668,707,440,253,162,174
Snrpe,432,431,396,387,270,260,644,534,432,352,176,161
Zc3h11a,6858,7126,7530,6823,6769,5888,6500,6648,5431,5215,2240,1946
Zbed6,2763,2394,3134,3006,2519,2235,2911,2579,2392,2301,1053,912
Lax1,32,40,30,52,228,197,11,5,2,6,0,0
Atp2b4,1352,1171,1668,1795,7334,5880,181,196,32,32,20,17
